name;first_name;chains
Каптоприл Велфарм таблетки 25мг №20;Каптоприл;name_zdor_W
Тенорик таблетки 50мг+12,5мг №28;Тенорик;name_zdor_W
Тенорик таблетки 100мг+25мг №28;Тенорик;name_zdor_W
Телпрес таблетки 80мг №98;Телпрес;name_zdor_W
Телпрес таблетки 80мг №28;Телпрес;name_zdor_W
Телпрес таблетки 40мг №28;Телпрес;name_zdor_W
Телпрес таблетки 20мг №28;Телпрес;name_zdor_W
Кетанов р-р в/в и в/м 30мг/мл 1мл №10;Кетанов;name_zdor_W
Вальсакор Н 160 таблетки 160мг+12,5мг №30;Вальсакор;name_zdor_W
Раунатин таблетки   2мг №50;Раунатин;name_zdor_W
Лидокаин-Виал спрей местн. 100мг/мл 38г №1;Лидокаин-Виал;name_zdor_W
Конкор Кор таблетки 2,5мг №30;Конкор;name_zdor_W
Предуктал ОД капс.пролонг. 80мг №60;Предуктал;name_zdor_W
Предуктал ОД капс.пролонг. 80мг №30;Предуктал;name_zdor_W
Коронал таблетки 5мг №100;Коронал;name_zdor_W
Лозап таблетки 100мг №30;Лозап;name_zdor_W
Презартан таблетки 50мг №30;Презартан;name_zdor_W
Индапамид-Тева таблетки 2,5мг №30;Индапамид-Тева;name_zdor_W
Бисогамма таблетки 5мг №30;Бисогамма;name_zdor_W
Амлотоп таблетки 5мг №30;Амлотоп;name_zdor_W
Амлотоп таблетки 10мг №30;Амлотоп;name_zdor_W
Рамиприл-Акос таблетки 10мг №30;Рамиприл-Акос;name_zdor_W
Версатис пластырь 700мг №5;Версатис;name_zdor_W
Рамиприл-Акос таблетки 5мг №30;Рамиприл-Акос;name_zdor_W
Моксонидин Канон таблетки 0,2мг №60;Моксонидин;name_zdor_W
Фелодип таблеткипролонг 10мг №30;Фелодип;name_zdor_W
Кардиолип таблетки 10мг №30;Кардиолип;name_zdor_W
Панангин таблетки 158мг+140мг №100;Панангин;name_zdor_W
Амлодипин-Боримед таблетки 10мг №30;Амлодипин-Боримед;name_zdor_W
Эгипрес капс. 10мг+10мг №30;Эгипрес;name_zdor_W
Эгипрес капс. 5мг+10мг №30;Эгипрес;name_zdor_W
Немулекс гран. д/сусп. внутр. 100мг 2г №10;Немулекс;name_zdor_W
Эналаприл-ФПО таблетки 20мг №20;Эналаприл-ФПО;name_zdor_W
Энап-HЛ 20 таблетки 12,5мг+20мг №20;Энап-HЛ;name_zdor_W
Эналаприл-ФПО таблетки 5мг №20;Эналаприл-ФПО;name_zdor_W
Нимесил гран. д/сусп. внутр. 100мг №30;Нимесил;name_zdor_W
Метопролол ретард-Акрихин таблеткипролонг 50мг №30;Метопролол;name_zdor_W
Метопролол органика таблетки 25мг №60;Метопролол;name_zdor_W
Моксонидин-СЗ таблетки 0,2мг №28;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,2мг №30;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,2мг №60;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,2мг №90;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,3мг №28;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,4мг №28;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,4мг №30;Моксонидин-СЗ;name_zdor_W
Моксонидин-СЗ таблетки 0,4мг №60;Моксонидин-СЗ;name_zdor_W
Немулекс гран. д/сусп. внутр. 100мг 2г №30;Немулекс;name_zdor_W
Моксонидин-СЗ таблетки 0,4мг №90;Моксонидин-СЗ;name_zdor_W
Моксонидин Канон таблетки 0,4мг №28;Моксонидин;name_zdor_W
Моксонидин Авексима таблетки 0,4мг №30;Моксонидин;name_zdor_W
Периндоприл плюс таблетки 1,25мг+4мг №30;Периндоприл;name_zdor_W
Периндоприл-СЗ таблетки 4мг №30;Периндоприл-СЗ;name_zdor_W
Периндоприл таблетки 4мг №30;Периндоприл;name_zdor_W
Верошпилактон капс. 50мг №30;Верошпилактон;name_zdor_W
Розулип таблетки 10мг №28;Розулип;name_zdor_W
Хартил таблетки 5мг №28;Хартил;name_zdor_W
Эмла крем д/местн. и наруж прим. 30г №1;Эмла;name_zdor_W
Хартил таблетки 10мг №28;Хартил;name_zdor_W
Лозартан Н Канон таблетки 12,5мг+50мг №30;Лозартан;name_zdor_W
Лозартан Н Канон таблетки 25мг+100мг №30;Лозартан;name_zdor_W
Лерканорм таблетки 20мг №30;Лерканорм;name_zdor_W
Панангин Форте таблетки 316мг+280мг №60;Панангин;name_zdor_W
Лизиноприл-Алси таблетки 5мг №30;Лизиноприл-Алси;name_zdor_W
Лизиноприл-Алси таблетки 10мг №30;Лизиноприл-Алси;name_zdor_W
Лизиноприл-Алси таблетки 10мг №20;Лизиноприл-Алси;name_zdor_W
Кордиамин р-р д/ин. 250мг/мл 1мл №10;Кордиамин;name_zdor_W
Кордиамин капли внутр. 25мл;Кордиамин;name_zdor_W
Цитрамон-ЛекТ таблетки №20;Цитрамон-ЛекТ;name_zdor_W
Кордиамин капли внутр. 30мл;Кордиамин;name_zdor_W
Кокарбоксилаза лиоф в/в и в/м 50мг №5;Кокарбоксилаза;name_zdor_W
Кокарбоксилаза лиоф в/в и в/м 50мг №5  (+ растворитель);Кокарбоксилаза;name_zdor_W
Докси-Хем капс. 500мг №90;Докси-Хем;name_zdor_W
Дибазол р-р д/ин. 10мг/мл 5мл №10;Дибазол;name_zdor_W
Апроваск таблетки 10мг+150мг №28;Апроваск;name_zdor_W
Апроваск таблетки 10мг+300мг №28;Апроваск;name_zdor_W
Апроваск таблетки 5мг+300мг №28;Апроваск;name_zdor_W
Актовегин таблетки   200мг №50;Актовегин;name_zdor_W
Карведилол-ВЕРТЕКС таблетки 25мг №30;Карведилол-ВЕРТЕКС;name_zdor_W
Бускопан супп. рект. 10мг №10;Бускопан;name_zdor_W
Карведилол-ВЕРТЕКС таблетки 12,5мг №30;Карведилол-ВЕРТЕКС;name_zdor_W
Нолипрел А таблетки 0,625мг+2,5мг №30;Нолипрел;name_zdor_W
Кардилопин таблетки 5мг №30;Кардилопин;name_zdor_W
Эгилок таблетки 50мг №60;Эгилок;name_zdor_W
Эгилок таблетки 25мг №60;Эгилок;name_zdor_W
Эгилок таблетки 100мг №30;Эгилок;name_zdor_W
Кордафлекс таблетки 10мг №100;Кордафлекс;name_zdor_W
Индапамид ретард-алси таблеткипролонг.высвоб.  1,5мг №30;Индапамид;name_zdor_W
Конкор таблетки 5мг №90;Конкор;name_zdor_W
Микардис плюс таблетки 12,5мг+80мг №28;Микардис;name_zdor_W
Найз таблетки 100мг №30;Найз;name_zdor_W
Телсартан АМ таблетки 5мг+80мг №28;Телсартан;name_zdor_W
Коапровель таблетки 12,5мг+150мг №28;Коапровель;name_zdor_W
Коапровель таблетки 12,5мг+300мг №28;Коапровель;name_zdor_W
Аминалон таблетки   250мг №50;Аминалон;name_zdor_W
Корментол капс. подъязычн. 100мг №15;Корментол;name_zdor_W
Корвалол капли внутр. 25мл №1;Корвалол;name_zdor_W
Эмоксипин капли гл. 1% 5мл №1;Эмоксипин;name_zdor_W
Каптоприл-Акос таблетки 25мг №40;Каптоприл-Акос;name_zdor_W
Каптоприл таблетки 50мг №20;Каптоприл;name_zdor_W
Престариум А таблетки 10мг №30;Престариум;name_zdor_W
Презартан таблетки 100мг №28;Презартан;name_zdor_W
Ирузид таблетки 20мг+25мг №30;Ирузид;name_zdor_W
Карниланд капли подъязычн. 25мл;Карниланд;name_zdor_W
Кардосал 40 таблетки 40мг №28;Кардосал;name_zdor_W
Кардосал 20 таблетки 20мг №28;Кардосал;name_zdor_W
Тофф плюс капс. №10;Тофф;name_zdor_W
Торвакард таблетки 20мг №90;Торвакард;name_zdor_W
Торвакард таблетки 40мг №30;Торвакард;name_zdor_W
Торвакард таблетки 20мг №30;Торвакард;name_zdor_W
Торвакард таблетки 10мг №90;Торвакард;name_zdor_W
Торвакард таблетки 10мг №30;Торвакард;name_zdor_W
Карведилол Сандоз таблетки 25мг №30;Карведилол;name_zdor_W
Карведилол Сандоз таблетки 12,5мг №30;Карведилол;name_zdor_W
Карведилол таблетки 25мг №30;Карведилол;name_zdor_W
Карведилол таблетки 12,5мг №30;Карведилол;name_zdor_W
Каптоприл таблетки 25мг №40;Каптоприл;name_zdor_W
Риниколд макс таблетки №10;Риниколд;name_zdor_W
Теночек таблетки №28;Теночек;name_zdor_W
Телсартан таблетки 40мг №30;Телсартан;name_zdor_W
Калчек таблетки 5мг №30;Калчек;name_zdor_W
Калчек таблетки 10мг №30;Калчек;name_zdor_W
Салофальк супп. рект. 250мг №10;Салофальк;name_zdor_W
Кардосал плюс таблетки 12,5мг+20мг №28;Кардосал;name_zdor_W
Аминалон таблетки   250мг №100;Аминалон;name_zdor_W
Ангиозил ретард таблеткипролонг.  35мг №60;Ангиозил;name_zdor_W
Амиодарон таблетки 200мг №30;Амиодарон;name_zdor_W
Леркамен 20 таблетки №28;Леркамен;name_zdor_W
Физиотенз таблетки 0,2мг №14;Физиотенз;name_zdor_W
Апровель таблетки 300мг №28;Апровель;name_zdor_W
Звездочка флю пор. лимонный 15г №10;Звездочка;name_zdor_W
Анаприлин таблетки 10мг №50;Анаприлин;name_zdor_W
Крестор таблетки 20мг №28;Крестор;name_zdor_W
Коронал таблетки 10мг №100;Коронал;name_zdor_W
Конкор АМ таблетки 5мг+5мг №30;Конкор;name_zdor_W
Конкор АМ таблетки 10мг+5мг №30;Конкор;name_zdor_W
Конкор таблетки 5мг №50;Конкор;name_zdor_W
Конкор таблетки 10мг №50;Конкор;name_zdor_W
Ко-Диротон таблетки 10мг+12,5мг №30;Ко-Диротон;name_zdor_W
Троксевазин нео ГЕЛЬ 40г;Троксевазин;name_zdor_W
Троксевазин капс. 300мг №50;Троксевазин;name_zdor_W
Антигриппин аптекарский капс. №20;Антигриппин;name_zdor_W
Троксевазин капс. 300мг №100;Троксевазин;name_zdor_W
Амлодипин-Прана таблетки 10мг №30;Амлодипин-Прана;name_zdor_W
Амлодипин-Боримед таблетки 5мг №30;Амлодипин-Боримед;name_zdor_W
Триампур композитум таблетки №50;Триампур;name_zdor_W
Бифидумбактерин форте капс. 5доз №10;Бифидумбактерин;name_zdor_W
Пантопразол-Вертекс таблетки   20мг №30;Пантопразол-Вертекс;name_zdor_W
Микразим капс. 25000ЕД №100;Микразим;name_zdor_W
Салофальк супп. рект. 500мг №10;Салофальк;name_zdor_W
Холосас сироп 215мл  (300г);Холосас;name_zdor_W
Максиколд рино пор. малиновый 15г №10;Максиколд;name_zdor_W
Холосас сироп 95мл №1  (140г);Холосас;name_zdor_W
Уголь активированный-УБФ таблетки 250мг №20;Уголь;name_zdor_W
Уголь активированный-УБФ таблетки 250мг №50;Уголь;name_zdor_W
Панкреатин 20000 таблетки  20000ЕД №20;Панкреатин;name_zdor_W
Тримедат таблетки 200мг №30;Тримедат;name_zdor_W
Креон 25000 капс. 25тыс.ЕД №50;Креон;name_zdor_W
Бифиформ капс. №40;Бифиформ;name_zdor_W
Аллохол-УБФ таблетки   №24;Аллохол-УБФ;name_zdor_W
Саб Симплекс сусп. д/приема внутрь 69,19мг/мл 30мл №1;Саб;name_zdor_W
Урсофальк капс. 250мг №50;Урсофальк;name_zdor_W
Антигриппин пор. лимонно-медовый 5г №10;Антигриппин;name_zdor_W
Боботик капли внутр. 66,66мг 30мл №1;Боботик;name_zdor_W
Висмута трикалия дицитрат таблетки 120мг №56;Висмута;name_zdor_W
Сенадексин таблетки №30;Сенадексин;name_zdor_W
Гастал таблетки д/рассас №12;Гастал;name_zdor_W
Изжогофф таблетки жев. мятные 680мг+80мг №24;Изжогофф;name_zdor_W
Метеоспазмил капс. №60;Метеоспазмил;name_zdor_W
Аллохол таблетки №50;Аллохол;name_zdor_W
Викаир таблетки №20;Викаир;name_zdor_W
Метионин таблетки 250мг №50;Метионин;name_zdor_W
Гептрал таблетки  500мг №20;Гептрал;name_zdor_W
Антигриппин таблетки детск. шип. №10;Антигриппин;name_zdor_W
Нексиум пеллеты   и гранулы д/пригот сусп д/приема внутрь 10мг №28;Нексиум;name_zdor_W
Самеликс лиоф в/в и в/м 400мг 5мл №5;Самеликс;name_zdor_W
Мотилегаз форте капс. 120мг №40;Мотилегаз;name_zdor_W
Омитокс Гастро капс. 20мг №30;Омитокс;name_zdor_W
Сорбипол пор. д/сусп.внутр. 25г;Сорбипол;name_zdor_W
Смекта пор. д/сусп.внутр. апельсиновый 3г 3,76г №20;Смекта;name_zdor_W
Смекта пор. д/сусп.внутр. ванильный 3г 3,76г №20;Смекта;name_zdor_W
Пантопразол таблетки   20мг №28;Пантопразол;name_zdor_W
Вазелиновое масло 25мл;Вазелиновое;name_zdor_W
Мотониум таблетки 10мг №30;Мотониум;name_zdor_W
Суприма-плюс мазь 20г №1;Суприма-плюс;name_zdor_W
Максиколд рино пор. лимонный 15г №5  (391007);Максиколд;name_zdor_W
Урсодез капс. 250мг №120;Урсодез;name_zdor_W
Омепразол-тева капс. 10мг №28;Омепразол-тева;name_zdor_W
Уголь активированный таблетки 250мг №50;Уголь;name_zdor_W
Уголь активированный таблетки 250мг №20;Уголь;name_zdor_W
Аллохол таблетки   №10;Аллохол;name_zdor_W
Леркамен 20 таблетки №60;Леркамен;name_zdor_W
Лизиноприл таблетки 10мг №20;Лизиноприл;name_zdor_W
Ирузид таблетки 10мг+12,5мг №30;Ирузид;name_zdor_W
Эналаприл Гексал таблетки 10мг №50;Эналаприл;name_zdor_W
Гипосарт таблетки 8мг №28;Гипосарт;name_zdor_W
Гипосарт таблетки 32мг №28;Гипосарт;name_zdor_W
Гипосарт таблетки 16мг №28;Гипосарт;name_zdor_W
Нормодипин таблетки 5мг №30;Нормодипин;name_zdor_W
Темпонорм флю пор. 325мг+10мг+20мг+50мг 22,1г №10;Темпонорм;name_zdor_W
Нолипрел А бифорте таблетки 2,5мг+10мг №30;Нолипрел;name_zdor_W
Нитросорбид таблетки 10мг №60;Нитросорбид;name_zdor_W
Нитроглицерин капс. подъязычн. 0,5мг №40;Нитроглицерин;name_zdor_W
Небилонг таблетки 5мг №30;Небилонг;name_zdor_W
Небилет таблетки 5мг №28;Небилет;name_zdor_W
Верошпирон капс. 100мг №30;Верошпирон;name_zdor_W
Верошпирон капс. 50мг №30;Верошпирон;name_zdor_W
Верапамил-ЛекТ таблетки 80мг №50;Верапамил-ЛекТ;name_zdor_W
Экватор таблетки 5мг+20мг №30;Экватор;name_zdor_W
Эквамер капс. 5мг+10мг+20мг №30;Эквамер;name_zdor_W
АнвиМакс таблетки шип. со вкусом и ароматом малины №10;АнвиМакс;name_zdor_W
Темпонорм флю пор. 325мг+10мг+20мг+50мг 22,1г №5;Темпонорм;name_zdor_W
Эквамер капс. 10мг+20мг+20мг №30;Эквамер;name_zdor_W
Эквамер капс. 10мг+20мг+10мг №30;Эквамер;name_zdor_W
Эналаприл Гексал таблетки 10мг №20;Эналаприл;name_zdor_W
Эналаприл Гексал таблетки 20мг №20;Эналаприл;name_zdor_W
Лизиноприл таблетки 10мг №30;Лизиноприл;name_zdor_W
Эналаприл Гексал таблетки 20мг №50;Эналаприл;name_zdor_W
Ирузид таблетки 20мг+12,5мг №30;Ирузид;name_zdor_W
Индапамид таблетки   2,5мг №30;Индапамид;name_zdor_W
Индапамид капс. 2,5мг №30;Индапамид;name_zdor_W
Зокардис таблетки 7,5мг №28;Зокардис;name_zdor_W
Доксазозин-тева таблетки 4мг №30;Доксазозин-тева;name_zdor_W
Темпалгин таблетки №20;Темпалгин;name_zdor_W
Диротон таблетки 5мг №56;Диротон;name_zdor_W
Диротон таблетки 5мг №28;Диротон;name_zdor_W
Диротон таблетки 20мг №28;Диротон;name_zdor_W
Диротон таблетки 20мг №56;Диротон;name_zdor_W
Диротон таблетки 10мг №56;Диротон;name_zdor_W
Диротон таблетки 10мг №28;Диротон;name_zdor_W
Энам таблетки 5мг №20;Энам;name_zdor_W
Энам таблетки 20мг №20;Энам;name_zdor_W
Энам таблетки 2,5мг №20;Энам;name_zdor_W
Энам таблетки 10мг №20;Энам;name_zdor_W
Пластырь Фраупласт термо от менструальной боли 7х9,6см №2;Пластырь;name_zdor_W
Дибазол таблетки 20мг №10;Дибазол;name_zdor_W
Эналаприл Гексал таблетки 5мг №20;Эналаприл;name_zdor_W
Эквакард таблетки 5мг+5мг №30;Эквакард;name_zdor_W
Эквакард таблетки 5мг+10мг №30;Эквакард;name_zdor_W
Валидол таблетки 60мг №10;Валидол;name_zdor_W
Эдарби Кло таблетки 40мг+25мг №28;Эдарби;name_zdor_W
Мертенил таблетки 5мг №30;Мертенил;name_zdor_W
Мертенил таблетки 20мг №30;Мертенил;name_zdor_W
Мертенил таблетки 10мг №30;Мертенил;name_zdor_W
Мезатон р-р д/ин. 10мг/мл 1мл №10;Мезатон;name_zdor_W
Звездочка флю пор. малиновый 15г №10;Звездочка;name_zdor_W
Магния сульфат р-р в/в 250мг/мл 5мл №10;Магния;name_zdor_W
Магния сульфат р-р в/в 250мг/мл 10мл №10;Магния;name_zdor_W
Лозартан таблетки 50мг №30;Лозартан;name_zdor_W
Лозартан таблетки 25мг №30;Лозартан;name_zdor_W
Лозартан таблетки 100мг №60;Лозартан;name_zdor_W
Лозартан таблетки 100мг №30;Лозартан;name_zdor_W
Липопрайм таблетки 5мг №30;Липопрайм;name_zdor_W
Лиотон 1000 ГЕЛЬ 30г №1;Лиотон;name_zdor_W
Лиотон 1000 ГЕЛЬ 100г №1;Лиотон;name_zdor_W
Лизинотон таблетки 10мг №28;Лизинотон;name_zdor_W
Линкас плющ и солодка пастилки б/сахара 2,5г №18;Линкас;name_zdor_W
Фозинап таблетки 20мг №28;Фозинап;name_zdor_W
Фозинап таблетки 10мг №28;Фозинап;name_zdor_W
Лизиноприл таблетки 5мг №30;Лизиноприл;name_zdor_W
Аторвастатин-Тева таблетки 20мг №30;Аторвастатин-Тева;name_zdor_W
Аторвастатин-Тева таблетки 40мг №30;Аторвастатин-Тева;name_zdor_W
Аттенто таблетки 5мг+20мг №28;Аттенто;name_zdor_W
Бинелол таблетки 5мг №56;Бинелол;name_zdor_W
Моксонитекс таблетки 0,2мг №28;Моксонитекс;name_zdor_W
Эдарби Кло таблетки 40мг+12,5мг №28;Эдарби;name_zdor_W
Эдарби таблетки 20мг №28;Эдарби;name_zdor_W
Микардис таблетки 80мг №28;Микардис;name_zdor_W
Звездочка флю пор. лимонный 15г №5;Звездочка;name_zdor_W
Микардис таблетки 40мг №28;Микардис;name_zdor_W
Бисомор таблетки 5мг №30;Бисомор;name_zdor_W
Бисомор таблетки 10мг №30;Бисомор;name_zdor_W
Бинелол таблетки 5мг №28;Бинелол;name_zdor_W
Берлиприл 10 таблетки 10мг №30;Берлиприл;name_zdor_W
Бидоп кор таблетки 2,5мг №56;Бидоп;name_zdor_W
Бидоп таблетки 5мг №28;Бидоп;name_zdor_W
Бидоп таблетки 10мг №28;Бидоп;name_zdor_W
Метокард таблетки 50мг №30;Метокард;name_zdor_W
Берлиприл плюс таблетки 25мг+10мг №30;Берлиприл;name_zdor_W
Антигриппин таблетки шип. со вкусом апельсина 500мг+10мг+200мг №10  (пенал);Антигриппин;name_zdor_W
Берлиприл 5 таблетки 5мг №30;Берлиприл;name_zdor_W
Берлиприл 20 таблетки 20мг №30;Берлиприл;name_zdor_W
Фамотидин таблетки 20мг №20;Фамотидин;name_zdor_W
Латран р-р в/в и в/м 2мг/мл 2мл №5;Латран;name_zdor_W
Метопролол ретард-Акрихин таблеткипролонг 25мг №30;Метопролол;name_zdor_W
Нитроглицерин таблетки сублингв. 0,5мг №40;Нитроглицерин;name_zdor_W
Верапамил таблетки   80мг №30;Верапамил;name_zdor_W
Верапамил таблетки   40мг №30;Верапамил;name_zdor_W
Верапамил таблеткипролонг действ   240мг №20;Верапамил;name_zdor_W
Телзап плюс таблетки 12,5мг+80мг №90;Телзап;name_zdor_W
Телзап плюс таблетки 12,5мг+80мг №30;Телзап;name_zdor_W
Небилет таблетки 5мг №14;Небилет;name_zdor_W
Сумамигрен таблетки 100мг №2;Сумамигрен;name_zdor_W
Вазонит таблеткипролонг 600мг №20;Вазонит;name_zdor_W
Беталок зок таблеткипролонг.высвоб.  25мг №14;Беталок;name_zdor_W
Беталок зок таблеткипролонг.высвоб.  50мг №30;Беталок;name_zdor_W
Беталок зок таблеткипролонг.высвоб.  100мг №30;Беталок;name_zdor_W
Сиднофарм таблетки 2мг №30;Сиднофарм;name_zdor_W
Адреналин р-р д/ин. 1мг/мл 1мл №5;Адреналин;name_zdor_W
Адонис-бром таблетки   №20;Адонис-бром;name_zdor_W
Магния сульфат буфус р-р в/в 25% 10мл №10;Магния;name_zdor_W
Аминалон таблетки 250мг №100;Аминалон;name_zdor_W
Амлодипин-Алси таблетки 10мг №30;Амлодипин-Алси;name_zdor_W
Седальгин-плюс таблетки №10;Седальгин-плюс;name_zdor_W
Амлодипин-Алси таблетки 5мг №30;Амлодипин-Алси;name_zdor_W
Небиволол-канон таблетки 5мг №28;Небиволол-канон;name_zdor_W
Дибазол р-р в/в и в/м 10мг/мл 5мл №10;Дибазол;name_zdor_W
Антистен МВ таблеткипролонг 35мг №60;Антистен;name_zdor_W
Дибазол р-р в/в и в/м 10мг/мл 1мл №10;Дибазол;name_zdor_W
Липримар таблетки 10мг №30;Липримар;name_zdor_W
Липримар таблетки 20мг №100;Липримар;name_zdor_W
Липримар таблетки 20мг №30;Липримар;name_zdor_W
Липримар таблетки 40мг №30;Липримар;name_zdor_W
Липримар таблетки 10мг №100;Липримар;name_zdor_W
Лизиноприл-СЗ таблетки 10мг №50;Лизиноприл-СЗ;name_zdor_W
Гипоксен капс. 250мг №30;Гипоксен;name_zdor_W
Сумамигрен таблетки 50мг №2;Сумамигрен;name_zdor_W
Лерканидипин-СЗ таблетки 10мг №30;Лерканидипин-СЗ;name_zdor_W
Лерканидипин-СЗ таблетки 20мг №30;Лерканидипин-СЗ;name_zdor_W
Кардионат капс. 250мг №40;Кардионат;name_zdor_W
Кардикет таблеткипролонг. 40мг №50;Кардикет;name_zdor_W
Кардикет таблеткипролонг. 20мг №50;Кардикет;name_zdor_W
Кардикет таблеткипролонг. 20мг №20;Кардикет;name_zdor_W
Дигоксин таблетки 0,25мг №50;Дигоксин;name_zdor_W
Дилтиазем таблеткипролонг. 90мг №30;Дилтиазем;name_zdor_W
Кардосал 10 таблетки 10мг №28;Кардосал;name_zdor_W
Дибикор таблетки 500мг №60;Дибикор;name_zdor_W
Сумамигрен таблетки 100мг №6;Сумамигрен;name_zdor_W
Анаприлин таблетки 40мг №50;Анаприлин;name_zdor_W
Арифон ретард таблеткис контр.высвоб 1,5мг №30;Арифон;name_zdor_W
Ланцид капс. 30мг №30;Ланцид;name_zdor_W
Эгипрес капс. 5мг+5мг №30;Эгипрес;name_zdor_W
Эксфорж таблетки 5мг+80мг №28;Эксфорж;name_zdor_W
Эдарби таблетки 40мг №28;Эдарби;name_zdor_W
Веро-амлодипин таблетки 5мг №30;Веро-амлодипин;name_zdor_W
Веро-амлодипин таблетки 10мг №30;Веро-амлодипин;name_zdor_W
Верапамил таблетки 80мг №50;Верапамил;name_zdor_W
Ифимол р-р д/инф. 10мг/мл 100мл №1;Ифимол;name_zdor_W
Валидол авексима таблетки подъязыч. №20;Валидол;name_zdor_W
Рибоксин авексима таблетки 200мг №50;Рибоксин;name_zdor_W
Андипал Авексима таблетки №10;Андипал;name_zdor_W
Андипал Авексима таблетки №20;Андипал;name_zdor_W
Энап-HЛ 20 таблетки 12,5мг+20мг №60;Энап-HЛ;name_zdor_W
Моксарел таблетки 0,2мг №30;Моксарел;name_zdor_W
Моксонидин-Алси таблетки 400мкг №60;Моксонидин-Алси;name_zdor_W
Энап-H таблетки 25мг+10мг №60;Энап-H;name_zdor_W
Энап-H таблетки 10мг+25мг №20;Энап-H;name_zdor_W
Энап-H таблетки 25мг+10мг №20;Энап-H;name_zdor_W
Ибупрофен гель д/наружн. прим. 5% 50г №1;Ибупрофен;name_zdor_W
Энап таблетки 10мг №20;Энап;name_zdor_W
Энап таблетки 20мг №20;Энап;name_zdor_W
Аттенто таблетки 5мг+40мг №28;Аттенто;name_zdor_W
Кордарон таблетки 200мг №30;Кордарон;name_zdor_W
Корвалол капли внутр. 25мл №1  (Renewal);Корвалол;name_zdor_W
Конкор АМ таблетки 5мг+10мг №30;Конкор;name_zdor_W
Леркамен 10 таблетки 10мг №28;Леркамен;name_zdor_W
Конкор таблетки 10мг №30;Конкор;name_zdor_W
Капозид таблетки 50мг+25мг №28;Капозид;name_zdor_W
Докси-Хем капс. 500мг №30;Докси-Хем;name_zdor_W
Апровель таблетки 150мг №28;Апровель;name_zdor_W
Колдакт флю плюс капс.пролонг. №10;Колдакт;name_zdor_W
Седальгин-плюс таблетки №20;Седальгин-плюс;name_zdor_W
Индап таблетки 2,5мг №30;Индап;name_zdor_W
Зокардис таблетки 30мг №28;Зокардис;name_zdor_W
Флебодиа 600 таблетки №15;Флебодиа;name_zdor_W
Дигоксин таблетки 0,25мг №30;Дигоксин;name_zdor_W
Лиотон 1000 ГЕЛЬ 50г;Лиотон;name_zdor_W
Конкор таблетки 5мг №30;Конкор;name_zdor_W
Депренорм ОД таблеткипролонг 70мг №30;Депренорм;name_zdor_W
Депренорм МВ таблеткипролонг 35мг №60;Депренорм;name_zdor_W
Диован таблетки 80мг №28;Диован;name_zdor_W
Престилол таблетки 5мг+10мг №30;Престилол;name_zdor_W
Ревалгин табс таблетки №100;Ревалгин;name_zdor_W
Лодоз таблетки 2,5мг+6,25мг №30;Лодоз;name_zdor_W
Ранекса таблеткипролонг 500мг №60;Ранекса;name_zdor_W
Альбарел таблетки 1мг №30;Альбарел;name_zdor_W
Крестор таблетки 10мг №28;Крестор;name_zdor_W
Флебодиа 600 таблетки №30;Флебодиа;name_zdor_W
Трипликсам таблетки 5мг+1,25мг+5мг №30;Трипликсам;name_zdor_W
Трипликсам таблетки 5мг+2,5мг+10мг №30;Трипликсам;name_zdor_W
Розувастатин-СЗ таблетки 10мг №30;Розувастатин-СЗ;name_zdor_W
Розувастатин-СЗ таблетки 10мг №60;Розувастатин-СЗ;name_zdor_W
Розувастатин-СЗ таблетки 20мг №30;Розувастатин-СЗ;name_zdor_W
Розувастатин-СЗ таблетки 20мг №60;Розувастатин-СЗ;name_zdor_W
Розувастатин-СЗ таблетки 20мг №90;Розувастатин-СЗ;name_zdor_W
Розувастатин-СЗ таблетки 40мг №30;Розувастатин-СЗ;name_zdor_W
Ринзасип с витамином C пор. апельсиновый 5г №10;Ринзасип;name_zdor_W
Нимесан таблетки 100мг №20;Нимесан;name_zdor_W
Розувастатин-СЗ таблетки 5мг №30;Розувастатин-СЗ;name_zdor_W
Прокто-Гливенол крем рект. 30г;Прокто-Гливенол;name_zdor_W
Престанс таблетки 10мг+5мг №30  (дозатор);Престанс;name_zdor_W
Престанс таблетки 5мг+5мг №30  (дозатор);Престанс;name_zdor_W
Престанс таблетки 10мг+10мг №30  (дозатор);Престанс;name_zdor_W
Пектрол таблеткипролонг 40мг №30;Пектрол;name_zdor_W
Неотон пор. д/инф. 1г №4;Неотон;name_zdor_W
Небиволол-СЗ таблетки 5мг №28;Небиволол-СЗ;name_zdor_W
Небиволол-СЗ таблетки 5мг №56;Небиволол-СЗ;name_zdor_W
Трипликсам таблетки 10мг+2,5мг+10мг №30;Трипликсам;name_zdor_W
Нимесулид-ЛекТ таблетки 100мг №20;Нимесулид-ЛекТ;name_zdor_W
Суматриптан таблетки 50мг №2;Суматриптан;name_zdor_W
Фозикард таблетки 5мг №28;Фозикард;name_zdor_W
Физиотенз таблетки 0,2мг №28;Физиотенз;name_zdor_W
