count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,Количество в упаковке,Other,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
1074_2023-05-07,Тантум верде таблетки Апельсин+Мед №20,2023-05-07,"['Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Хронический фарингит']",['Бензидамин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Тантум верде'],['Angelini Francesco/ Анжелини Франческо'],['Италия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Бензидамин'],['3мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075_2023-05-07,"Називин спрей назальный 0,05% 22,5мкг/доза флакон 10мл",2023-05-07,[],['Оксиметазолин'],"['Домашняя аптечка', 'Сопли']",['Називин'],['Merck KGaA & Co/ Мерк КГаА энд Ко'],['Германия'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Оксиметазолин'],['0.05%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076_2023-05-07,Граммидин детский таблетки для рассасывания №18,2023-05-07,"['Острый фарингит', 'Острый тонзиллит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит', 'Гингивит и болезни пародонта']","['Грамицидин', 'Цетилпиридиния хлорид']","['Домашняя аптечка', 'Аптечка путешественника']",['Граммидин'],['Valenta/ Валента Фармацевтика'],['Россия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Грамицидин+Цетилпиридиния хлорид'],['1.5мг+1мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077_2023-05-07,"Називин капли назальные 0,01% флакон 5мл",2023-05-07,"['Гнойный и неуточненный средний отит', 'Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Острая инфекция верхних дыхательных путей неуточненная']",['Оксиметазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли', 'Капли в нос', 'Капли от насморка']",['Називин'],['Nycomed GmbH/ Никомед'],['Германия'],['Капли назальные'],['Без рецепта'],['Не выше 25 С'],['Оксиметазолин'],['0.01%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078_2023-05-07,Тантум верде таблетки Эвкалипт №20,2023-05-07,"['Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Хронический фарингит']",['Бензидамин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Тантум верде'],['Angelini Francesco/ Анжелини Франческо'],['Италия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Бензидамин'],['3мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079_2023-05-07,Граммидин Нео таблетки для рассасывания №18,2023-05-07,"['Острый фарингит', 'Острый тонзиллит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит', 'Гингивит и болезни пародонта']","['Грамицидин', 'Цетилпиридиния хлорид']","['Домашняя аптечка', 'Аптечка путешественника']",['Граммидин'],['Valenta/ Валента Фармацевтика'],['Россия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Грамицидин+Цетилпиридиния хлорид'],['3мг+1мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080_2023-05-07,Эуфорбиум композитум спрей назальный флакон 20мл,2023-05-07,"['Острый назофарингит [насморк]', 'Вазомоторный ринит', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты', 'Хронический ринит, назофарингит и фарингит']","['Люффа оперкулата', 'Пульсатилла', 'Аргентум нитрикум', 'Гепар сульфурис', 'Эуфорбиум', 'Гидраргирум бийодатум', 'Мукоза назалис суис', 'Синуситис-Нозоде']","['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Эуфорбиум'],['Biologische Heilmittel Heel GmbH/ Хеель'],['Германия'],['Спрей назальный'],['Без рецепта'],['Не выше 30 С'],['Эуфорбиум+Пульсатилла+Люффа оперкулата+Гидраргирум бийодатум+Мукоза назалис суис+Гепар сульфурис+Аргентум нитрикум+Синуситис-Нозоде'],['Отсутствует'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081_2023-05-07,Антифлу Кидс порошок для приготовления раствора для приема внтурь №5,2023-05-07,"['Головная боль', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Лихорадка неясного происхождения']","['Аскорбиновая кислота', 'Парацетамол', 'Хлорфенамин']","['Домашняя аптечка', 'Аптечка путешественника', 'Простуда']",['Антифлу'],"['Bayer Schering Pharma, AG/ Байер Шеринг']",['США'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['15-30 С'],['Парацетамол+Хлорфенамин+Аскорбиновая кислота'],['160мг+1мг+50мг'],['Противопростудные комплексы'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082_2023-05-07,Граммидин спрей флакон 112 доз,2023-05-07,"['Острый фарингит', 'Острый тонзиллит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит', 'Гингивит и болезни пародонта']","['Грамицидин', 'Цетилпиридиния хлорид']","['Домашняя аптечка', 'Аптечка путешественника']",['Граммидин'],['Valenta/ Валента Фармацевтика'],['Нидерланды'],['Спрей для местного применения'],['Без рецепта'],['Не выше 25 С'],['Грамицидин+Цетилпиридиния хлорид'],['0.06мг+0.1мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083_2023-05-07,Арбидол капсулы 100мг №20,2023-05-07,"['Ротавирусный энтерит', 'Инфекции, вызванные вирусом герпеса [herpes simplex]', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Бактериальная пневмония, не классифицированная в других рубриках']",['Умифеновир'],"['Домашняя аптечка', 'Аптечка путешественника', 'Ингавирин']",['Арбидол'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Умифеновир'],['100мг'],['Противовирусные средства внутреннего применения'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084_2023-05-07,Граммидин детский спрей флакон 112 доз,2023-05-07,"['Пародонтоз', 'Острый фарингит', 'Острый тонзиллит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит']","['Грамицидин', 'Цетилпиридиния хлорид']","['Домашняя аптечка', 'Аптечка путешественника']",['Граммидин'],['Valenta/ Валента Фармацевтика'],['Нидерланды'],['Спрей для местного применения'],['Без рецепта'],['Не выше 25 С'],['Грамицидин+Цетилпиридиния хлорид'],['0.03мг+0.1мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085_2023-05-07,"Називин сенситив спрей назальный 0,05% 22,5мкг/доз флакон 10мл",2023-05-07,"['Гнойный и неуточненный средний отит', 'Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Вазомоторный ринит']",['Оксиметазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Називин'],['Nycomed GmbH/ Никомед'],['Германия'],['Спрей назальный'],['Без рецепта'],['Не выше 30 С'],['Оксиметазолин'],['0.05%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086_2023-05-07,Стрепсилс таблетки для рассасывания Детский без сахара Клубника №16,2023-05-07,"['Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Острый ларингит']","['Амилметакрезол', 'Дихлорбензиловый спирт']","['Домашняя аптечка', 'Аптечка путешественника']",['Стрепсилс'],['Reckitt Benckiser Healthcare/ Рекитт Бенкизер'],['Великобритания'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Дихлорбензиловый спирт+Амилметакрезол'],['1.2мг+0.6мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087_2023-05-07,"Називин капли назальные 0,05% флакон 10мл",2023-05-07,"['Гнойный и неуточненный средний отит', 'Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Острая инфекция верхних дыхательных путей неуточненная']",['Оксиметазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли', 'Капли в нос', 'Капли от насморка']",['Називин'],['Nycomed GmbH/ Никомед'],['Германия'],['Капли назальные'],['Без рецепта'],['Не выше 25 С'],['Оксиметазолин'],['0.05%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088_2023-05-07,Нафтизин спрей назальный 0.1% флакон 15мл,2023-05-07,"['Острый атопический конъюнктивит', 'Другие конъюнктивальные васкулярные болезни и кисты', 'Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит']",['Нафазолин'],"['Сопли', 'Тизин', 'Ксилен', 'Длянос', 'Виброцил', 'Отривин', 'Лазолван Рино', 'Риностоп', 'Африн', 'Галазолин', 'Ксимелин', 'Називин', 'Назол', 'Ринонорм', 'Снуп', 'Санорин', 'Пиносол']",['Нафтизин'],"['ЗАО ""Лекко""']",['Россия'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Нафазолин'],['0.1%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089_2023-05-07,Лазолван раствор для приема внутрь и ингаляций 15мг/2мл флакон 100мл,2023-05-07,"['Мокрота', 'Кашель', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический бронхит неуточненный']",['Амброксол'],[],['Лазолван'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Италия'],['Раствор для приема внутрь и ингаляций'],['Без рецепта'],['Не выше 25 С'],['Амброксол'],['7.5мг/мл'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090_2023-05-07,"Африн увлажняющий спрей назальный 0,05% флакон 15мл",2023-05-07,"['Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты']",['Оксиметазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Африн'],['Contract Pharmaceuticals Ltd/Контракт'],['Канада'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Оксиметазолин'],['0.05%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091_2023-05-07,Пиносол капли назальные флакон 10мл,2023-05-07,"['Острый назофарингит [насморк]', 'Хронический ринит, назофарингит и фарингит']","['Гвайазулен', 'Мяты перечной масло', 'Сосны масло', 'Тимол', 'Токоферол', 'Эвкалипта масло']","['Домашняя аптечка', 'Аптечка путешественника', 'Сопли', 'Капли в нос', 'Капли от насморка']",['Пиносол'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Словакия'],['Капли назальные'],['Без рецепта'],['15-25 С'],['Гвайазулен+Мяты перечной масло+Сосны масло+Тимол+Токоферол+Эвкалипта масло'],['2мг+100мг+375.2мг+3.2мг+170мг+50мг'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092_2023-05-07,Ринофлуимуцил спрей назальный флакон 10мл,2023-05-07,"['Острый назофарингит [насморк]', 'Острый синусит', 'Вазомоторный ринит', 'Хронический ринит, назофарингит и фарингит', 'Хронический ринит']","['Ацетилцистеин', 'Туаминогептана сульфат']","['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Ринофлуимуцил'],['Zambon Group/ Замбон'],['Италия'],['Спрей назальный'],['Без рецепта'],['15-25 С'],['Ацетилцистеин+Туаминогептана сульфат'],['10мг/мл+5мг/мл'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093_2023-05-07,"Африн Экстро спрей назальный 0,05% флакон15мл",2023-05-07,"['Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты']",['Оксиметазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Африн'],['Contract Pharmaceuticals Ltd/Контракт'],['Канада'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Оксиметазолин'],['0.05%'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094_2023-05-07,Тантум верде таблетки Лимон №20,2023-05-07,"['Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Хронический фарингит']",['Бензидамин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Тантум верде'],['Angelini Francesco/ Анжелини Франческо'],['Италия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Бензидамин'],['3мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095_2023-05-07,Граммидин с анестетиком спрей флакон 112 доз,2023-05-07,"['Острый фарингит', 'Острый тонзиллит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит', 'Гингивит и болезни пародонта']","['Грамицидин', 'Цетилпиридиния хлорид']",['Домашняя аптечка'],['Граммидин'],['Valenta/ Валента Фармацевтика'],['Нидерланды'],['Спрей для местного применения'],['Без рецепта'],['Не выше 25 С'],['Грамицидин+Цетилпиридиния хлорид'],['0.06мг+0.1мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096_2023-05-07,Лормицидин спрей для полости рта 50мл,2023-05-07,"['Кашель', 'Острый фарингит', 'Острый тонзиллит', 'Хронический фарингит', 'Хронический тонзиллит']","['Коллоидное серебро', 'Хлоргексидин', 'Чайное дерево масло']","['Ингалипт', 'Стрепсилс', 'Тантум Верде', 'Гексорал', 'Йокс', 'Каметон']",['Лормицидин'],"['ООО ""ЭСКО-Фарм""']",['Армения'],['Спрей для местного применения'],[],['5-25 С'],['Коллоидное серебро+Хлоргексидин+Чайное дерево масло'],['Отсутствует'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097_2023-05-07,Аскорил таблетки №20,2023-05-07,"['Коклюш', 'Мокрота', 'Эмфизема', 'Туберкулез органов дыхания, подтвержденный бактериологически и гистологически', 'Острый ларинготрахеит']","['Бромгексин', 'Гвайфенезин', 'Сальбутамол']",['таблетки от кашля'],['Аскорил'],['Glenmark Pharmaceuticals Ltd\n/Гленмарк Фармасьютикалз Лтд'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бромгексин+Гвайфенезин+Сальбутамол'],['8мг+100мг+2мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098_2023-05-07,Мукалтин таблетки №20,2023-05-07,"['Кашель', 'Острый ларингит и трахеит', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический ларингит и ларинготрахеит']",['Алтейного корня экстракт'],['таблетки от кашля'],['Мукалтин'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 15 C'],['Алтейного корня экстракт'],['50мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099_2023-05-07,Ингалипт аэрозоль флакон 30мл,2023-05-07,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Хронический фарингит', 'Хронический тонзиллит']","['Мяты перечной масло', 'Сульфаниламид', 'Сульфатиазол серебра', 'Тимол', 'Эвкалипта масло']","['Домашняя аптечка', 'Ангина']",['Ингалипт'],"['ОАО ""Самарамедпром""']",['Россия'],['Аэрозоль для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Сульфаниламид+Тимол+Эвкалипта масло+Мяты перечной масло+Сульфатиазол серебра'],['750мг+15мг+15мг+15мг+750мг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100_2023-05-07,Бронхобос капсулы 375мг №30,2023-05-07,"['Гнойный и неуточненный средний отит', 'Острый назофарингит [насморк]', 'Острый синусит', 'Острый ларингит и трахеит', 'Бактериальная пневмония, не классифицированная в других рубриках']",['Карбоцистеин'],[],['Бронхобос'],['Bosnalijek/ Босналек'],['Босния и Герцоговина'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Карбоцистеин'],['375мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101_2023-05-07,Гомеовокс драже №60,2023-05-07,"['Острый ларингит и трахеит', 'Хронический ларингит и ларинготрахеит', 'Болезни голосовых складок и гортани, не классифицированные в других рубриках', 'Узелки голосовых складок', 'Дисфония']","['Аконитум', 'Меркуриус', 'Атропа белладонна', 'Бриония', 'Спонгия', 'Гепар сульфурис', 'Календула', 'Феррум фосфорикум', 'Калиум бихромикум', 'Арум трифиллум', 'Популюс кандиканс']","['Домашняя аптечка', 'Аптечка путешественника', 'Ангина']",['Гомеовокс'],['Boiron Lab./ Буарон'],['Франция'],['Драже'],['Без рецепта'],['Не выше 25 С'],['Аконитум+Арум трифиллум+Феррум фосфорикум+Календула+Спонгия+Атропа белладонна+Меркуриус+Гепар сульфурис+Калиум бихромикум+Популюс кандиканс+Бриония'],['Отсутствует'],['Прочие средства в ЛОР'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102_2023-05-07,Каметон спрей флакон 30г,2023-05-07,"['Острый назофарингит [насморк]', 'Острый фарингит', 'Острый ларингит', 'Хронический ринит', 'Хронический фарингит']","['Камфора', 'Ментол', 'Хлорбутанола гемигидрат', 'Эвкалипта масло']",['Ангина'],['Каметон'],"['ОАО ""Самарамедпром""']",['Россия'],['Спрей для местного применения'],['Без рецепта'],['15-30 С'],['Камфора+Ментол+Эвкалипта масло+Хлорбутанола гемигидрат'],['Отсутствует'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103_2023-05-07,Геделикс сироп флакон 100мл,2023-05-07,"['Кашель', 'Острый фарингит', 'Острый ларингит и трахеит', 'Острая инфекция верхних дыхательных путей неуточненная', 'Острый бронхит']",['Плюща листьев экстракт'],[],['Геделикс'],['Krewel Meuselbach GmbH/ Кревель Мойзельбах'],['Германия'],['Сироп для приема внутрь'],['Без рецепта'],['5-25 С'],['Плюща листьев экстракт'],['800мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104_2023-05-07,Терафлю лар спрей флакон 30мл,2023-05-07,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит']","['Бензоксония хлорид', 'Лидокаин', 'Ментол', 'Мяты перечной масло']","['Домашняя аптечка', 'Аптечка путешественника']",['Терафлю'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Спрей для местного применения'],['Без рецепта'],['Не выше 30 С'],['Бензоксония хлорид+Лидокаин+Ментол+Мяты перечной масло'],['0.2%+0.15%+0.0025%+0.01%'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105_2023-05-07,Каметон аэрозоль флакон 45г,2023-05-07,"['Острый назофарингит [насморк]', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Хронический ринит, назофарингит и фарингит']","['Камфора', 'Ментол', 'Хлорбутанола гемигидрат', 'Эвкалипта масло']","['Домашняя аптечка', 'Аптечка путешественника']",['Каметон'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Аэрозоль для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Камфора+Ментол+Эвкалипта масло+Хлорбутанола гемигидрат'],['Отсутствует'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106_2023-05-07,Пектусин таблетки №20,2023-05-07,"['Кашель', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Острый ларингит']","['Рацементол', 'Эвкалипта масло']",[],['Пектусин'],"['ОАО ""Татхимфармпрепараты""']",['Россия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 15 C'],['Рацементол+Эвкалипта масло'],['4мг+500мкг'],['Средства при боли в горле'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107_2023-05-07,Амброксол сироп 15мг/5мл флакон 100мл,2023-05-07,"['Мокрота', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический бронхит неуточненный', 'Астма']",['Амброксол'],[],['Амброксол'],"['ООО ""Озон""']",['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Амброксол'],['3мг/мл'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108_2023-05-07,Лазолван таблетки 30мг №20,2023-05-07,"['Мокрота', 'Кашель', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический бронхит неуточненный']",['Амброксол'],[],['Лазолван'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Амброксол'],['30мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109_2023-05-07,Флуимуцил таблетки шипучие 600мг №20,2023-05-07,"['Эмфизема', 'Кистозный фиброз', 'Гнойный и неуточненный средний отит', 'Острый синусит', 'Острый ларингит и трахеит']",['Ацетилцистеин'],['флуимуцил антибиотик'],['Флуимуцил'],['Zambon Group/ Замбон'],['Швейцария'],['Таблетки шипучие'],['Без рецепта'],['Не выше 25 С'],['Ацетилцистеин'],['600мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110_2023-05-07,Пертуссин сироп флакон пэт 100мл Флора Кавказа,2023-05-07,"['Коклюш', 'Кашель', 'Острый ларингит и трахеит', 'Острая инфекция верхних дыхательных путей неуточненная', 'Острый бронхит']","['Калия бромид', 'Тимьяна травы экстракт жидкий']",[],['Пертуссин'],"['ОАО ""Флора Кавказа""']",['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['12-15 C'],['Тимьяна травы экстракт жидкий+Калия бромид'],['12г+1г'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111_2023-05-07,Солодки корня сироп пэт 100г,2023-05-07,"['Острый ларингит и трахеит', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический ларингит и ларинготрахеит', 'Хронический бронхит неуточненный']",['Экстракт солодки'],[],['Солодка корень сироп'],"['ОАО ""Флора Кавказа""']",['Россия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Экстракт солодки'],['4г'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112_2023-05-07,Бромгексин таблетки 8мг №28,2023-05-07,['Мокрота'],['Бромгексин'],['таблетки от кашля'],['Бромгексин'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Бромгексин'],['8мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113_2023-05-07,Ацетилцистеин гранулы для приготовления раствора для приема внутрь пакеты 600мг №10,2023-05-07,"['Кистозный фиброз', 'Острый синусит', 'Острый трахеит', 'Острый обструктивный ларингит [круп] и эпиглоттит', 'Бактериальная пневмония, не классифицированная в других рубриках']",['Ацетилцистеин'],[],['Ацетилцистеин'],"['ЗАО ""Канонфарма Продакшн""']",['Россия'],['Гранулы'],['Без рецепта'],['Не выше 25 С'],['Ацетилцистеин'],['600мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114_2023-05-07,Ацетилцистеин гранулы для приготовления раствора для приема внутрь 200мг №20,2023-05-07,"['Кистозный фиброз', 'Острый синусит', 'Острый трахеит', 'Острый обструктивный ларингит [круп] и эпиглоттит', 'Бактериальная пневмония, не классифицированная в других рубриках']",['Ацетилцистеин'],[],['Ацетилцистеин'],"['ЗАО ""Канонфарма Продакшн""']",['Россия'],['Гранулы'],['Без рецепта'],['Не выше 25 С'],['Ацетилцистеин'],['200мг'],['Муколитические и отхаркивающие средства'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115_2023-05-07,Гриппферон капли 10тыс.МЕ/мл флакон 10мл,2023-05-07,"['Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Другие уточненные профилактические меры']",['Интерферон альфа'],[],['Гриппферон'],"['ЗАО ""Фирн М""']",['Россия'],['Капли назальные'],['Без рецепта'],['2-8 С'],['Интерферон альфа'],['10000МЕ'],['Противовирусные средства наружного применения'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116_2023-05-07,Полидекса спрей назальный флакон 15мл,2023-05-07,"['Острый назофарингит [насморк]', 'Острый синусит', 'Хронический ринит, назофарингит и фарингит', 'Хронический синусит']","['Дексаметазон', 'Неомицин', 'Полимиксин В', 'Фенилэфрин']","['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Полидекса'],['Lab. Bouchara'],['Франция'],['Спрей назальный'],['Рецептурный'],['Не выше 25 С'],['Дексаметазон+Неомицин+Полимиксин В+Фенилэфрин'],['0.025г+650000ЕД+1000000ЕД+0.25г'],['Средства от насморка'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
