count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,active_ingredient_12,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13
1479_2022-12-28,Аторвастатин таблетки 10мг №30,2022-12-28,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],[],['Аторвастатин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480_2022-12-28,Энап таблетки 5мг №20,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Энап'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481_2022-12-28,Фезам капсулы 400мг+25мг №60,2022-12-28,"['Мигрень', 'Неврастения', 'Инфаркт мозга', 'Внутричерепная травма', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга']","['Пирацетам', 'Циннаризин']","['Таблетки для  памяти', 'Для памяти']",['Фезам'],"['АО ХФЗ ""Здравле""']",['Сербия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Пирацетам+Циннаризин'],['400мг+25мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482_2022-12-28,Эгилок таблетки 100мг №60,2022-12-28,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],[],['Эгилок'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Таблетки'],['Рецептурный'],['15-25 С'],['Метопролол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483_2022-12-28,Мексиприм таблетки 125мг №30,2022-12-28,"['Неврастения', 'Перитонит', 'Инфаркт мозга', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Этилметилгидроксипиридина сукцинат'],"['Таблетки для  памяти', 'Для памяти']",['Мексиприм'],"['ОАО ""Нижфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Этилметилгидроксипиридина сукцинат'],['125мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484_2022-12-28,Каптоприл таблетки 50мг №20,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Каптоприл'],[],['Каптоприл'],"['ООО ""Фармакор Продакшн""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Каптоприл'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485_2022-12-28,"Тенорик таблетки 50мг+12,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Атенолол', 'Хлорталидон']",[],['Тенорик'],['Ipca Lab. Ltd./ Ипка Лабораториз Лтд'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Атенолол+Хлорталидон'],['50мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486_2022-12-28,Лориста Н таблетки 50мг+12.5мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']",[],['Лориста Н'],"['ООО ""КРКА-РУС""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['50мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487_2022-12-28,Лозартан таблетки 50мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],[],['Лозартан'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488_2022-12-28,Пирацетам таблетки 800мг №30,2022-12-28,"['Сосудистая деменция', 'Болезнь Альцгеймера', 'Головокружение и нарушение устойчивости', 'Инфаркт мозга']",['Пирацетам'],"['Таблетки для  памяти', 'Для памяти']",['Пирацетам'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Пирацетам'],['800мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489_2022-12-28,Лозап таблетки 50мг №60,2022-12-28,"['Инфаркт мозга', 'Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],[],['Лозап'],['Zentiva/ Зентива'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Лозартан'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490_2022-12-28,Бисопролол таблетки 5мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],[],['Бисопролол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491_2022-12-28,Энап таблетки 10мг №20,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Энап'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492_2022-12-28,Церебролизин раствор для инъекций ампулы 10мл №5,2022-12-28,"['Сосудистая деменция', 'Болезнь Альцгеймера', 'Инфаркт мозга', 'Внутричерепная травма', 'Деменция при болезни Альцгеймера (G30.-+)']",['Пептиды из головного мозга свиньи'],['Для памяти'],['Церебролизин'],['ЭВЕР Нейро Фарма ГмбХ'],['Австрия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Пептиды из головного мозга свиньи'],['215.2мг/мл'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493_2022-12-28,Глицин форте таблетки №60,2022-12-28,"['Неврастения', 'Инфаркт мозга', 'Недостаточность витаминов группы B неуточненная', 'Нарушение сна неуточненное', 'Переутомление']","['Глицин', 'Пиридоксина гидрохлорид (В6)', 'Тиамин (В1)', 'Цианокобаламин (В12)']","['Таблетки для  памяти', 'Для памяти']",['Глицин форте'],"['ЗАО ""Эвалар""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Глицин+Тиамин (В1)+Пиридоксина гидрохлорид (В6)+Цианокобаламин (В12)'],['300мг+2.5мг+3мг+4.5мкг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494_2022-12-28,"Моксонидин таблетки 0,4мг №60",2022-12-28,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],[],['Моксонидин'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495_2022-12-28,Тенорик таблетки 100мг+25мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Атенолол', 'Хлорталидон']",[],['Тенорик'],['Ipca Lab. Ltd./ Ипка Лабораториз Лтд'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Атенолол+Хлорталидон'],['100мг+25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496_2022-12-28,"Лориста Н таблетки 50мг+12,5мг №90",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']",[],['Лориста Н'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['50мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497_2022-12-28,Амлодипин таблетки 5мг №60,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498_2022-12-28,"Моксарел таблетки 0,2мг №30",2022-12-28,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],[],['Моксарел'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.2мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499_2022-12-28,Амлодипин таблетки 10мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500_2022-12-28,Диувер таблетки 10мг №20,2022-12-28,"['Хроническая почечная недостаточность', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Фиброз и цирроз печени', 'Хронический нефритический синдром']",['Торасемид'],[],['Диувер'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Торасемид'],['10мг'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501_2022-12-28,Кудесан Q10 капли для приема внутрь 3% флакон 20мл,2022-12-28,"['Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Переутомление', 'Стрессовое состояние, не классифицированное в других рубриках']",['Убидекаренон'],[],['Кудесан'],"['ЗАО ""Аквион""']",['Россия'],['Капли для приема внутрь'],['Без рецепта'],['15-25 С'],['Убидекаренон'],['30мг/мл'],['Комплексы витаминов'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502_2022-12-28,"Лориста таблетки 12,5мг №30",2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],[],['Лориста'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503_2022-12-28,Троксевазин капсулы 300мг №50,2022-12-28,"['Фоновая ретинопатия и ретинальные сосудистые изменения', 'Диабетическая ретинопатия (E10-E14+ с общим четвертым знаком .3)', 'Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Постфлебитический синдром', 'Венозная недостаточность (хроническая) (периферическая)']",['Троксерутин'],[],['Троксевазин'],['Actavis Group/Актавис'],['Болгария'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Троксерутин'],['300мг'],['Венотонизирующие внутренние средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504_2022-12-28,Биение сердца капсулы №30,2022-12-28,[],"['Аскорбиновая кислота', 'Боярышника плодов эк-т', 'Дигидрокверцетин', 'Токоферол', 'Фолиевая кислота (В9)', 'Ликопин из томатов']","['для сердца', 'для сосудов']",['Биение сердца'],"['ООО ""Натурофарм""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Боярышника плодов эк-т+Аскорбиновая кислота+Токоферол+Дигидрокверцетин+Ликопин из томатов+Фолиевая кислота (В9)'],['Отсутствует'],['Комплексы витаминов'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505_2022-12-28,Лозартан таблетки 50мг №60,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],[],['Лозартан'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506_2022-12-28,Карведилол таблетки 25мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Карведилол'],[],['Карведилол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Карведилол'],['25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507_2022-12-28,Лориста таблетки 25мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],[],['Лориста'],"['ООО ""КРКА-РУС""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508_2022-12-28,Торасемид таблетки 5мг №20,2022-12-28,"['Хроническая почечная недостаточность', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Фиброз и цирроз печени', 'Хронический нефритический синдром']",['Торасемид'],[],['Торасемид'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Торасемид'],['5мг'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509_2022-12-28,"Карведилол таблетки 12,5мг №30",2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Карведилол'],[],['Карведилол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Карведилол'],['12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510_2022-12-28,Мельдоний капсулы 250мг №40 Озон,2022-12-28,"['Инфаркт мозга', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние', 'Окклюзии сосудов сетчатки', 'Фоновая ретинопатия и ретинальные сосудистые изменения', 'Ретинальное кровоизлияние']",['Мельдоний '],[],['Мельдоний'],"['ООО ""Озон""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Мельдоний '],['250мг'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511_2022-12-28,Диувер таблетки 5мг №20,2022-12-28,"['Хроническая почечная недостаточность', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Фиброз и цирроз печени', 'Хронический нефритический синдром']",['Торасемид'],[],['Диувер'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Торасемид'],['5мг'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512_2022-12-28,Гинкго билоба капсулы 40мг №30,2022-12-28,"['Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Энцефалопатия неуточненная', 'Дегенерация макулы и заднего полюса', 'Диабетическая ретинопатия (E10-E14+ с общим четвертым знаком .3)', 'Нарушения вестибулярной функции']",['Гинкго Билоба'],"['Таблетки для  памяти', 'Для памяти']",['Гинкго Билоба'],['АО «ВЕРТЕКС»'],['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Гинкго Билоба'],['40мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513_2022-12-28,Перинева таблетки 4мг №30,2022-12-28,"['Инфаркт мозга', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Периндоприл'],[],['Перинева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Периндоприл'],['4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514_2022-12-28,Розувастатин таблетки 20мг №30,2022-12-28,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Розувастатин'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['20мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515_2022-12-28,Аторвастатин таблетки 20мг №90,2022-12-28,"['Атеросклероз', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],[],['Аторвастатин'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516_2022-12-28,Лориста Н таблетки 50мг+12.5мг №60,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']",[],['Лориста Н'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['50мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517_2022-12-28,Фозикард таблетки 10мг №28,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Фозиноприл'],[],['Фозикард'],['Actavis Group/Актавис'],['Исландия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Фозиноприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518_2022-12-28,Энап таблетки 10мг №60,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Энап'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519_2022-12-28,Энап таблетки 5мг №60,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Энап'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520_2022-12-28,Норваск таблетки 5мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Норваск'],['Pfizer PGM/ Пфайзер'],['Бельгия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521_2022-12-28,Триметазидин МВ таблетки 35мг №30,2022-12-28,['Стенокардия [грудная жаба]'],['Триметазидин'],[],['Триметазидин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Триметазидин'],['35мг'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522_2022-12-28,Телмиста таблетки 80мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],['Телмисартан'],[],['Телмиста'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан'],['80мг'],['Средства повышающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523_2022-12-28,Бисопролол таблетки 10мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],[],['Бисопролол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524_2022-12-28,Гопантеновая кислота-Вертекс таблетки 250мг №50,2022-12-28,"['Шизофрения', 'Болезнь Паркинсона', 'Сосудистая деменция', 'Нарушения обмена меди', 'Деменция неуточненная']",['Гопантеновая кислота'],[],['Гопантеновая кислота'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Гопантеновая кислота'],['250мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525_2022-12-28,Энам таблетки 20мг №20,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],[],['Энам'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526_2022-12-28,Амлодипин таблетки 10мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Амлодипин'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527_2022-12-28,Детравенол таблетки 500мг №30,2022-12-28,"['Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Венозная недостаточность (хроническая) (периферическая)', 'Отек, не классифицированный в других рубриках', 'Геморрой и перианальный венозный тромбоз']","['Гесперидин', 'Диосмин']",[],['Детравенол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Гесперидин+Диосмин'],['50мг+450мг'],['Венотонизирующие внутренние средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528_2022-12-28,Перинева таблетки 8мг №30,2022-12-28,"['Инфаркт мозга', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Периндоприл'],[],['Перинева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Периндоприл'],['8мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529_2022-12-28,Винпоцетин таблетки 10мг №30,2022-12-28,"['Сосудистая деменция', 'Головокружение и нарушение устойчивости', 'Инфаркт мозга', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга', 'Соматоформная дисфункция вегетативной нервной системы']",['Винпоцетин'],"['Таблетки для  памяти', 'Для памяти']",['Винпоцетин таблетки'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Винпоцетин'],['10мг'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530_2022-12-28,"Ко-Перинева таблетки 2,5мг+8мг №30",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Периндоприл']",[],['Ко-Перинева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид+Периндоприл'],['2.5мг+8мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531_2022-12-28,Лозартан таблетки 100мг №30,2022-12-28,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],[],['Лозартан'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532_2022-12-28,Метопролол таблетки 100мг №30,2022-12-28,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],[],['Метопролол'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533_2022-12-28,Омекардин капсулы 1300мг №30,2022-12-28,[],['Полиненасыщенные жирные кислоты омега-3'],"['Омакор', 'Solgar', 'солгар']",['Омекардин'],"['ООО ""Полярис""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Полиненасыщенные жирные кислоты омега-3'],['1300мг'],['Прочие средства (Витамины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534_2022-12-28,Рамиприл таблетки 5мг №30,2022-12-28,"['Инфаркт мозга', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Другие болезни периферических сосудов', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Рамиприл'],[],['Рамиприл'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
