name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа
Алмагель Нео суспензия саше 10мл №10,2022-12-28,"['Эзофагит', 'Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка', 'Язва двенадцатиперстной кишки']","['Алгелдрат', 'Магния гидроксид', 'Симетикон']",['Лекарства от изжоги'],['Алмагель'],['Actavis Group/Актавис'],['Болгария'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Алгелдрат+Магния гидроксид+Симетикон'],['68мг/мл+79мг/мл+7.2мг/мл'],['Средства при изжоге (Антациды)']
Дюспаталин таблетки 135мг №15,2022-12-28,"['Запор', 'Синдром раздраженного кишечника', 'Функциональная диарея', 'Другие уточненные функциональные кишечные нарушения', 'Другие и неуточненные боли в области живота']",['Мебеверин'],[],['Дюспаталин'],"['ОАО ""Верофарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Мебеверин'],['135мг'],[]
Нифурал капсулы 200мг №16,2022-12-28,"['Кишечные инфекции', 'Диарея и гастроэнтерит предположительно инфекционного происхождения']",['Нифуроксазид'],['Понос'],['Нифурал'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['15-30 С'],['Нифуроксазид'],['200мг'],['Средства при диарее']
Ренни таблетки жевательные Ментол №12,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Боли, локализованные в верхней части живота']","['Кальция карбонат', 'Магния карбонат']",['Лекарства от изжоги'],['Ренни'],"['Bayer Schering Pharma, AG/ Байер Шеринг']",['Франция'],['Таблетки жевательные'],['Без рецепта'],['Не выше 25 С'],['Кальция карбонат+Магния карбонат'],['680мг+80мг'],['Средства при изжоге (Антациды)']
Гевискон Двойное действие суспензия мята флакон 150мл,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Метеоризм и родственные состояния']","['Кальция карбонат', 'Натрия альгинат', 'Натрия гидрокарбонат']",['Лекарства от изжоги'],['Гевискон'],['Reckitt Benckiser Healthcare/ Рекитт Бенкизер'],['Англия'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 30 С'],['Кальция карбонат+Натрия альгинат+Натрия гидрокарбонат'],['325мг+500мг+213мг'],['Средства при изжоге (Антациды)']
Лоперамид капсулы 2мг №20,2022-12-28,"['Диарея и гастроэнтерит предположительно инфекционного происхождения', 'Диспепсия', 'Функциональная диарея', 'Дисфункция после колостомии и энтеростомии']",['Лоперамид'],"['Аптечка путешественника', 'Понос', 'Новогодняя аптечка']",['Лоперамид'],"['ОАО ""Акрихин ХФК""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лоперамид'],['2мг'],['Средства при диарее']
Бифидобактерии бифидум-СМ порошок 1г саше №10,2022-12-28,"['Запор', 'Другие сальмонеллезные инфекции', 'Шигеллез', 'Другие уточненные бактериальные кишечные инфекции', 'Стафилококковое пищевое отравление']",['Бифидобактерии бифидум'],['Профилактика простуды и гриппа'],['Бифидобактерии бифидум'],['ООО В-МИН/ Экомир'],['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Бифидобактерии бифидум'],['108КОЕ'],['Регуляторы кишечной микрофлоры']
Гевискон Двойное действие суспензия для приема внутрь 10мл пакет Мята №12,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Метеоризм и родственные состояния']","['Кальция карбонат', 'Натрия альгинат', 'Натрия гидрокарбонат']",['Лекарства от изжоги'],['Гевискон'],['Reckitt Benckiser Healthcare/ Рекитт Бенкизер'],['Англия'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 30 С'],['Кальция карбонат+Натрия альгинат+Натрия гидрокарбонат'],['325мг+500мг+213мг'],['Средства при изжоге (Антациды)']
Полисорб МП порошок банка 50г,2022-12-28,"['Хроническая почечная недостаточность', 'Токсическое действие металлов', 'Бактериальная кишечная инфекция неуточненная', 'Бактериальное пищевое отравление неуточненное', 'Диарея и гастроэнтерит предположительно инфекционного происхождения']",['Диоксид кремния'],"['Аптечка путешественника', 'Новогодняя аптечка', 'Энтеросорбенты']",['Полисорб'],"['ЗАО ""Полисорб""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Диоксид кремния'],['50г'],['Энтеросорбенты']
Зостерин ультра 30% порошок 1г №10,2022-12-28,[],['Полигалактуроновые кислоты'],"['Аптечка путешественника', 'Новогодняя аптечка', 'Энтеросорбенты']",['Зостерин ультра'],"['ЗАО ""Аквамир""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Полигалактуроновые кислоты'],['30%'],[]
Висмута трикалия дицитрат таблетки 120мг №112,2022-12-28,"['Синдром раздраженного кишечника', 'Язва желудка', 'Язва двенадцатиперстной кишки', 'Пептическая язва неуточненной локализации', 'Гастрит и дуоденит']",['Висмута трикалия дицитрат'],[],['Висмута трикалия дицитрат'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Висмута трикалия дицитрат'],['120мг'],[]
Жидкий сорбент порошок саше 7г №10 лимон,2022-12-28,[],"['Декстроза', 'Пектин']","['Аптечка путешественника', 'Энтеросорбенты', 'дорожная аптечка', 'домашняя аптечка']",['Жидкий сорбент'],"['ООО ""Мирролла""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Декстроза+Пектин'],['7г'],['Энтеросорбенты']
Регулакс Пикосульфат капли флакон 20мл,2022-12-28,"['Запор', 'Трещина и свищ области заднего прохода и прямой кишки', 'Другие уточненные болезни заднего прохода и прямой кишки', 'Подготовительные процедуры для последующего лечения, не классифицированные в других рубриках', 'Геморрой и перианальный венозный тромбоз']",['Натрия пикосульфат'],['Домашняя аптечка'],['Регулакс'],['Krewel Meuselbach GmbH/ Кревель Мойзельбах'],['Германия'],['Капли для приема внутрь'],['Без рецепта'],['15-25 С'],['Натрия пикосульфат'],['7.5мг/мл'],['Слабительные средства']
Вазелиновое масло флакон 100мл Южфарм,2022-12-28,['Запор'],['Парафин жидкий'],['Домашняя аптечка'],['Вазелиновое масло'],"['ООО ""Южфарм""']",['Россия'],['Масло для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Парафин жидкий'],['Отсутствует'],['Слабительные средства']
Уголь активированный таблетки 250мг №10,2022-12-28,[],['Уголь активированный'],[],['Уголь активированный'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Уголь активированный'],['250мг'],['Энтеросорбенты']
Рабиет капсулы 20мг №14,2022-12-28,"['Эзофагит', 'Изжога', 'Другие уточненные нарушения внутренней секреции поджелудочной железы', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Гастроэзофагеальный рефлюкс без эзофагита']",['Рабепразол'],[],['Рабиет'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Рабепразол'],['20мг'],['Противоязвенные средства']
Ренни таблетки жевательные Апельсин №12,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Боли, локализованные в верхней части живота']","['Кальция карбонат', 'Магния карбонат']",['Лекарства от изжоги'],['Ренни'],"['Bayer Schering Pharma, AG/ Байер Шеринг']",['Франция'],['Таблетки жевательные'],['Без рецепта'],['Не выше 25 С'],['Кальция карбонат+Магния карбонат'],['680мг+80мг'],['Средства при изжоге (Антациды)']
Ренни таблетки жевательные Мятные без сахара №24,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Боли, локализованные в верхней части живота']","['Кальция карбонат', 'Магния карбонат']",['Лекарства от изжоги'],['Ренни'],"['Bayer Schering Pharma, AG/ Байер Шеринг']",['Франция'],['Таблетки жевательные'],['Без рецепта'],['Не выше 25 С'],['Кальция карбонат+Магния карбонат'],['680мг+80мг'],['Средства при изжоге (Антациды)']
Уголь активированный-УБФ таблетки 250мг №50,2022-12-28,"['Тиф и паратиф', 'Другие сальмонеллезные инфекции', 'Шигеллез', 'Другие бактериальные пищевые отравления', 'Гастрит и дуоденит']",['Уголь активированный'],[],['Уголь активированный'],"['ОАО ""Уралбиофарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Обычный'],['Уголь активированный'],['250мг'],['Энтеросорбенты']
Урдокса таблетки 500мг №50,2022-12-28,[],['Урсодезоксихолевая кислота'],['Лекарства для печени'],['Урдокса'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['500мг'],['Гепатопротекторы']
Флорок Форте капсулы №10,2022-12-28,"['Запор', 'Синдром раздраженного кишечника', 'Другие бактериальные пищевые отравления', 'Диарея и гастроэнтерит предположительно инфекционного происхождения', 'Диспепсия']","['Бифидобактерии бифидум', 'Лактобактерии ацидофильные']",[],['Флорок'],['BioCare Copenhagen A/S'],['Дания'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лактобактерии ацидофильные+Бифидобактерии бифидум'],['109КОЕ+109КОЕ'],['Регуляторы кишечной микрофлоры']
Урдокса капсулы 250мг №50,2022-12-28,"['Хронический вирусный гепатит', 'Кистозный фиброз', 'Алкогольная болезнь печени', 'Хронический гепатит, не классифицированный в других рубриках', 'Фиброз и цирроз печени']",['Урсодезоксихолевая кислота'],[],['Урдокса'],"['АО ""Алиум""']",['Россия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['250мг'],[]
Комплекс Фосфолипидов плюс капсулы №30,2022-12-28,[],"['Пиридоксина гидрохлорид (В6)', 'Рибофлавин (В2)', 'Тиамин (В1)', 'Эссенциальные фосфолипиды', 'L-метионин']","['фосфоглив', 'Doppelherz aktiv', 'Доппельгерц', 'для печени']",['Эссенциальные фосфолипиды'],"['ООО ""Квадрат С""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Эссенциальные фосфолипиды+Тиамин (В1)+Рибофлавин (В2)+Пиридоксина гидрохлорид (В6)+L-метионин'],['300мг+0.5мг+0.5мг+0.5мг+100мг'],[]
Масло расторопши капсулы №100,2022-12-28,[],['Расторопша масло'],"['для печени', 'эссенциале']",['Расторопша капсулы'],"['ООО ""Полярис""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Расторопша масло'],['Отсутствует'],[]
Метронидазол таблетки 250мг №20,2022-12-28,"['Пиодермия', 'Эндометриоз', 'Трихомониаз', 'Энтероколит, вызванный Clostridium difficile', 'Амебиаз']",['Метронидазол'],[],['Метронидазол'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метронидазол'],['250мг'],['Противопротозойные средства']
Висмута трикалия дицитрат таблетки 120мг №56,2022-12-28,"['Синдром раздраженного кишечника', 'Язва желудка', 'Язва двенадцатиперстной кишки', 'Пептическая язва неуточненной локализации', 'Гастрит и дуоденит']",['Висмута трикалия дицитрат'],[],['Висмута трикалия дицитрат'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Висмута трикалия дицитрат'],['120мг'],[]
Мотогастрик таблетки 10мг №10,2022-12-28,[],['Домперидон'],[],['Мотогастрик'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Домперидон'],['10мг'],['Противорвотные средства']
Лактулоза премиум порошок для приготовления раствора для приема внутрь  саше №4,2022-12-28,[],['Лактулоза'],"['Домашняя аптечка', 'Дюфалак', 'слабительные средства']",['Лактулоза'],"['ООО ""ВТФ""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Лактулоза'],['5г'],['Слабительные средства']
Алесорб Энтеросорбент Гель+ лимон пакет 10г №18,2022-12-28,[],"['Диоксид кремния', 'Янтарная к-та']","['полисорб', 'домашняя аптечка']",['Алесорб'],"['ООО ""Фармацевтическая Фабрика"" Пенза']",['Россия'],['Гель для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Янтарная к-та+Диоксид кремния'],['Отсутствует'],[]
Смекта суспензия для приема внутрь Какао-карамель 3г пакетики №8,2022-12-28,"['Изжога', 'Диарея и гастроэнтерит предположительно инфекционного происхождения', 'Диспепсия', 'Функциональная диарея', 'Метеоризм и родственные состояния']",['Смектит диоктаэдрический'],"['Аптечка путешественника', 'Понос']",['Смекта'],['Ipsen Pharma Beaufour/ Ипсен Фарма'],['Франция'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Смектит диоктаэдрический'],['3г'],['Энтеросорбенты']
Ренни таблетки жевательные Апельсин №48,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Боли, локализованные в верхней части живота']","['Кальция карбонат', 'Магния карбонат']",['Лекарства от изжоги'],['Ренни'],"['Bayer Schering Pharma, AG/ Байер Шеринг']",['Франция'],['Таблетки жевательные'],['Без рецепта'],['Не выше 25 С'],['Кальция карбонат+Магния карбонат'],['680мг+80мг'],['Средства при изжоге (Антациды)']
Маалокс суспензия 15мл пакетики №6,2022-12-28,"['Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка', 'Язва двенадцатиперстной кишки', 'Пептическая язва неуточненной локализации', 'Гастрит и дуоденит']","['Алгелдрат', 'Магния гидроксид']",['Лекарства от изжоги'],['Маалокс'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Франция'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Алгелдрат+Магния гидроксид'],['525мг+600мг'],['Средства при изжоге (Антациды)']
Лоперамид капсулы 2мг №10,2022-12-28,"['Диарея и гастроэнтерит предположительно инфекционного происхождения', 'Функциональная диарея', 'Дисфункция после колостомии и энтеростомии']",['Лоперамид'],['Понос'],['Лоперамид'],"['ООО ""Озон""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лоперамид'],['2мг'],['Средства при диарее']
"Смектолин саше 4,2г №10",2022-12-28,[],['Смектит диоктаэдрический'],[],['Смектолин'],"['ООО ""Фармгрупп""']",['Россия'],['Суспензия для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Смектит диоктаэдрический'],[''],[]
Антарейт таблетки жевательные 800мг/40мг №12,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Гастрит и дуоденит', 'Диспепсия', 'Боли, локализованные в верхней части живота']","['Магалдрат', 'Симетикон']",['Лекарства от изжоги'],['Антарейт'],"['Celebrity Biopharma, Ltd./Селебрити Биофарма Лтд.']",['Индия'],['Таблетки жевательные'],['Без рецепта'],['Не выше 25 С'],['Магалдрат+Симетикон'],['800мг+40мг'],['Средства при изжоге (Антациды)']
Биобаланс Иммунотайм порошок для приготовления раствора для внутреннего применения 4г саше №30,2022-12-28,[],"['Арабиногалактан', 'Экстракт корнеплода свеклы', 'Цитрусовый пектин', 'Пшеничные отруби', 'Порошок топинамбура', 'Морковь сушеная']","['Профилактика простуды и гриппа', 'бифиформ', 'баксет', 'Максилак', 'Хилак форте']",['Биобаланс Иммунотайм'],"['ООО ""Фармакор Продакшн""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Порошок топинамбура+Морковь сушеная+Цитрусовый пектин+Арабиногалактан+Экстракт корнеплода свеклы+Пшеничные отруби'],['0.8г+0.5г+0.3г+0.2г+0.1г+4г'],['Регуляторы кишечной микрофлоры']
Ганатон таблетки 50мг №40,2022-12-28,"['Анорексия', 'Изжога', 'Тошнота и рвота', 'Гастрит и дуоденит', 'Диспепсия']",['Итоприд'],"['Аптечка путешественника', 'Новогодняя аптечка']",['Ганатон'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Япония'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Итоприд'],['50мг'],['Противоязвенные средства']
Метронидазол таблетки 250мг №40,2022-12-28,"['Пиодермия', 'Эндометриоз', 'Остеомиелит', 'Трихомониаз', 'Энтероколит, вызванный Clostridium difficile']",['Метронидазол'],[],['Метронидазол'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метронидазол'],['250мг'],['Противопротозойные средства']
Энтеродез порошок 5г №3,2022-12-28,"['Хроническая почечная недостаточность', 'Другие сальмонеллезные инфекции', 'Шигеллез', 'Бактериальная кишечная инфекция неуточненная', 'Бактериальное пищевое отравление неуточненное']",['Повидон'],[],['Энтеродез'],"['ООО ""Южфарм""']",['Россия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 30 С'],['Повидон'],['5г'],['Энтеросорбенты']
Бефунгин раствор для приема внутрь флакон 100мл,2022-12-28,"['Язва желудка', 'Язва двенадцатиперстной кишки', 'Гастрит и дуоденит', 'Другие уточненные функциональные кишечные нарушения', 'Недомогание и утомляемость']","['Кобальта хлорид гексагидрат', 'Чаги экстракт', 'Этанол']",[],['Бефунгин'],"['ОАО ""Татхимфармпрепараты""']",['Россия'],['Раствор для приема внутрь'],['Без рецепта'],['Не выше 20 С'],['Чаги экстракт+Кобальта хлорид гексагидрат+Этанол'],['1000г'],['Противоязвенные средства']
Гевискон суспензия для приема внутрь флакон 150мл,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Метеоризм и родственные состояния']","['Кальция карбонат', 'Натрия альгинат', 'Натрия гидрокарбонат']",['Лекарства от изжоги'],['Гевискон'],['Reckitt Benckiser Healthcare/ Рекитт Бенкизер'],['Англия'],['Суспензия для приема внутрь'],['Без рецепта'],['15-25 С'],['Кальция карбонат+Натрия альгинат+Натрия гидрокарбонат'],['160мг+500мг+267мг'],['Средства при изжоге (Антациды)']
Лоперамид капсулы 2мг №10 Акрихин ХФК,2022-12-28,"['Диарея и гастроэнтерит предположительно инфекционного происхождения', 'Диспепсия', 'Функциональная диарея', 'Дисфункция после колостомии и энтеростомии']",['Лоперамид'],['Понос'],['Лоперамид'],"['ОАО ""Акрихин ХФК""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лоперамид'],['2мг'],['Средства при диарее']
Ренни таблетки жевательные Ментол №24,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Диспепсия', 'Болезни органов пищеварения, осложняющие беременность, деторождение и послеродовой период', 'Боли, локализованные в верхней части живота']","['Кальция карбонат', 'Магния карбонат']",['Лекарства от изжоги'],['Ренни'],"['Bayer Schering Pharma, AG/ Байер Шеринг']",['Франция'],['Таблетки жевательные'],['Без рецепта'],['Не выше 25 С'],['Кальция карбонат+Магния карбонат'],['680мг+80мг'],['Средства при изжоге (Антациды)']
Ацидин-пепсин таблетки 250мг №50,2022-12-28,[],"['Бетаин', 'Пепсин']",['Домашняя аптечка'],['Ацидин-пепсин'],"['РУП ""Белмедпрепараты""']",['Беларусь'],['Таблетки'],['Без рецепта'],['8-15 С'],['Бетаин+Пепсин'],['200мг+0.5мг'],['Ферментные средства']
Максилак капсулы №10,2022-12-28,"['Запор', 'Кишечные инфекции', 'Тошнота и рвота']","['Бифидобактерии бифидум', 'Лиофилизированные штаммы лактобацилл', 'Пробиотик Streptococcus salivarius К12']","['Пробиотики и Пребиотики', 'Профилактика простуды и гриппа']",['Максилак'],['Genexo SpZo'],['Польша'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лиофилизированные штаммы лактобацилл+Бифидобактерии бифидум+Пробиотик Streptococcus salivarius К12'],['108КОЕ+108КОЕ+108КОЕ'],['Регуляторы кишечной микрофлоры']
Белый сорбент Экстра таблетки №80,2022-12-28,[],['Целлюлоза микрокристаллическая (МКЦ)'],"['Аптечка путешественника', 'Новогодняя аптечка', 'полисорб', 'Энтеросорбенты', 'домашняя аптечка']",['Белый сорбент Экстра'],"['ООО ""Биотерра""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Целлюлоза микрокристаллическая (МКЦ)'],['315мг'],['Энтеросорбенты']
Дюспаталин таблетки 135мг №50,2022-12-28,"['Запор', 'Синдром раздраженного кишечника', 'Функциональная диарея', 'Другие уточненные функциональные кишечные нарушения', 'Другие и неуточненные боли в области живота']",['Мебеверин'],"['Новогодняя аптечка', 'Болит живот']",['Дюспаталин'],"['ОАО ""Верофарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Мебеверин'],['135мг'],['Миотропные спазмолитики']
Необутин таблетки 100мг №10,2022-12-28,"['Запор', 'Тошнота и рвота', 'Синдром раздраженного кишечника', 'Гастроэзофагеальный рефлюкс', 'Диспепсия']",['Тримебутин'],[],['Необутин'],"['АО ""Алиум""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Тримебутин'],['100мг'],[]
Новокаин суппозитории ректальные 100мг №10,2022-12-28,"['Трещина и свищ области заднего прохода и прямой кишки', 'Геморрой и перианальный венозный тромбоз']",['Прокаин'],['Средства от геморроя'],['Новокаин'],"['ПАО ""Биосинтез""']",['Россия'],['Суппозитории ректальные'],['Рецептурный'],['Не выше 20 С'],['Прокаин'],['100мг'],['Противогеморроидальные средства']
Фортесорб с 3-х лет порошок банка 50г,2022-12-28,[],"['Диоксид кремния', 'Целлюлоза микрокристаллическая (МКЦ)']",[],['Фортесорб'],"['ООО ""Фармацевтическая Фабрика"" Пенза']",['Россия'],['Гель для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Целлюлоза микрокристаллическая (МКЦ)+Диоксид кремния'],[''],[]
Вазелиновое масло флакон 25мл,2022-12-28,['Запор'],['Парафин жидкий'],['Домашняя аптечка'],['Вазелиновое масло'],"['ООО ""Тульская ФФ""']",['Россия'],['Масло для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Парафин жидкий'],['Отсутствует'],['Слабительные средства']
Гептрал таблетки 400мг №20,2022-12-28,"['Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C']",['Адеметионин'],"['Сегодня покупают', 'Лекарства для печени']",['Гептрал'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Италия'],['Таблетки'],['Без рецепта'],['15-25 С'],['Адеметионин'],['400мг'],['Гепатопротекторы']
Лопедиум капсулы 2мг №10,2022-12-28,"['Диарея и гастроэнтерит предположительно инфекционного происхождения', 'Функциональная диарея', 'Дисфункция после колостомии и энтеростомии']",['Лоперамид'],"['Аптечка путешественника', 'Понос']",['Лопедиум'],['Sandoz GmbH/ Сандоз Гмбх'],['Германия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Лоперамид'],['2мг'],['Средства при диарее']
Сорбектин порошок саше для детей 4г №10,2022-12-28,[],"['Диоксид кремния', 'Мальтодекстрин', 'Ромашки эк-т', 'Фенхеля эк-т', 'Яблочный пектин']","['Аптечка путешественника', 'полисорб', 'дорожная аптечка', 'для детей']",['Сорбектин'],"['ООО ""Фармакор Продакшн""']",['Россия'],['Порошок для приготовления суспензии для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Мальтодекстрин+Яблочный пектин+Диоксид кремния+Фенхеля эк-т+Ромашки эк-т'],['Отсутствует'],['Энтеросорбенты']
Необутин ретард таблетки 300мг №20,2022-12-28,"['Запор', 'Тошнота и рвота', 'Синдром раздраженного кишечника', 'Гастроэзофагеальный рефлюкс', 'Диспепсия']",['Тримебутин'],['Болит живот'],['Необутин'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Тримебутин'],['300мг'],['Миотропные спазмолитики']
Ганатон таблетки 50мг №70,2022-12-28,"['Анорексия', 'Изжога', 'Тошнота и рвота', 'Гастрит и дуоденит', 'Диспепсия']",['Итоприд'],['Новогодняя аптечка'],['Ганатон'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Япония'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Итоприд'],['50мг'],['Противоязвенные средства']
Гастал таблетки для рассасывания №60,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка', 'Язва двенадцатиперстной кишки', 'Пептическая язва неуточненной локализации']","['Алюминия гидроксид', 'Магния гидроксид']",['Лекарства от изжоги'],['Гастал'],"['PLIVA HRVATSKA, d.o.o. / Плива Хрватска д.о.о.']",['Хорватия'],['Таблетки для рассасывания'],['Без рецепта'],['Не выше 25 С'],['Алюминия гидроксид+Магния гидроксид'],['450мг+300мг'],['Средства при изжоге (Антациды)']
"Максилак Бэби порошок 1,5г саше №10",2022-12-28,"['Запор', 'Другие уточненные виды недостаточности питания', 'Диспепсия', 'Функциональная диарея', 'Другие уточненные функциональные кишечные нарушения']","['Бифидобактерии бифидум', 'Лактобактерии ацидофильные']","['Пробиотики и Пребиотики', 'Профилактика простуды и гриппа']",['Максилак'],['Genexo SpZo'],['Польша'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Лактобактерии ацидофильные+Бифидобактерии бифидум'],['109КОЕ+109КОЕ'],['Регуляторы кишечной микрофлоры']
Гептрал таблетки 500мг №20 Италия,2022-12-28,"['Холецистит', 'Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента']",['Адеметионин'],['Лекарства для печени'],['Гептрал'],['Abbott Laboratories GmbH/Эббот Лэбораториз ГмбХ'],['Италия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Адеметионин'],['500мг'],['Гепатопротекторы']
Прегинор капсулы №30,2022-12-28,[],"['Магния лактат', 'Пиридоксина гидрохлорид (В6)', 'Экстракт корня имбиря']",[],['Прегинор'],"['ООО ""АртЛайф""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Экстракт корня имбиря+Магния лактат+Пиридоксина гидрохлорид (В6)'],['67мг+112.5мг+1.4мг'],[]
Креон капсулы 10000 ЕД №50 Россия,2022-12-28,"['Злокачественное новообразование поджелудочной железы', 'Кистозный фиброз', 'Диспепсия', 'Закупорка желчного протока', 'Острый панкреатит']",['Панкреатин'],[],['Креон'],"['ОАО ""Верофарм""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Панкреатин'],['10000ЕД'],[]
