name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
Валз Комби таблетки 10мг+160мг №28,2022-12-28,652.0,440.0,652.0
Коэнзим Q10 капсулы 100мг №30,2022-12-28,1623.0,1156.0,1623.0
Нанотропил ново таблетки 100мг №10,2022-12-28,361.0,274.0,361.0
Раунатин таблетки 2мг №50,2022-12-28,116.0,74.0,116.0
Розувастатин таблетки 40мг №30,2022-12-28,754.0,628.0,754.0
"Телпрес плюс таблетки 40мг+12,5мг №56",2022-12-28,795.0,612.0,795.0
Аскорутин таблетки №50,2022-12-28,128.0,98.0,128.0
Аторис таблетки 30мг №30,2022-12-28,454.0,302.0,454.0
Лортенза таблетки 5мг+100мг №90,2022-12-28,1243.0,798.0,1243.0
Телзап АМ таблетки 5мг+80мг №56,2022-12-28,1136.0,787.0,1136.0
Эквамер капсулы 10мг+20мг+10мг №30,2022-12-28,1383.0,961.0,1383.0
Амлодипин-Периндоприл таблетки 10мг+5мг №30,2022-12-28,562.0,423.0,562.0
"Диротон Плюс МВ капсулы 5мг+1,5мг №28",2022-12-28,522.0,314.0,522.0
"Коапровель таблетки 300мг+12,5мг №28",2022-12-28,1195.0,828.0,1195.0
Этоксидол таблетки жевательные 100мг №50,2022-12-28,1773.0,1323.0,1773.0
Валидол таблетки для рассасывания 60мг №10,2022-12-28,51.0,37.0,51.0
"Бисопролол таблетки 2,5мг №30",2022-12-28,91.0,86.0,91.0
Троксевазин гель 2% 40г,2022-12-28,428.0,238.0,428.0
Индапамид таблетки 2.5мг №40,2022-12-28,192.0,126.0,192.0
Беталок ЗОК таблетки 25мг №14,2022-12-28,152.0,96.0,152.0
"Индапамид таблетки 2,5мг №30",2022-12-28,43.0,38.0,43.0
"Глицин форте с витаминами В1, В6, В12 таблетки 600мг №30",2022-12-28,138.0,108.0,138.0
Троксерутин гель 2% 40г,2022-12-28,183.0,151.0,183.0
Вальсакор таблетки 80мг №30,2022-12-28,434.0,261.0,434.0
Эгилок таблетки 25мг №60,2022-12-28,66.0,52.0,66.0
АскоРутин Эко таблетки №50,2022-12-28,98.0,78.0,98.0
"Энап таблетки 2,5мг №20",2022-12-28,28.0,16.0,28.0
Аторвастатин таблетки 20мг №30,2022-12-28,255.0,204.0,255.0
Корвалол капли для приема внутрь флакон 25мл,2022-12-28,34.0,24.0,34.0
Флуимуцил таблетки шипучие 600мг №20,2022-12-28,497.0,394.0,497.0
Бензидамин спрей флакон 30мл,2022-12-28,392.0,271.0,392.0
Флуимуцил таблетки шипучие 600мг №10,2022-12-28,156.0,127.0,156.0
Антифлу Кидс порошок для приготовления раствора для приема внтурь №5,2022-12-28,337.0,281.0,337.0
Амброксол таблетки 30мг №20,2022-12-28,123.0,102.0,123.0
Бронхобос сироп 125мг/5мл флакон 200мл,2022-12-28,610.0,432.0,610.0
Бронхипрет сироп флакон 50мл,2022-12-28,402.0,242.0,402.0
"Африн Экстро спрей назальный 0,05% флакон15мл",2022-12-28,471.0,392.0,471.0
Осельтамивир Акрихин капсулы 75мг №10,2022-12-28,813.0,630.0,813.0
Джосет Актив таблетки №20,2022-12-28,387.0,224.0,387.0
Номидес капсулы 45мг №10,2022-12-28,536.0,450.0,536.0
Пертуссин сироп флакон 100мл Флора Кавказа,2022-12-28,46.0,34.0,46.0
Тантум верде таблетки Эвкалипт №20,2022-12-28,422.0,302.0,422.0
Аджиколд таблетки №10,2022-12-28,185.0,154.0,185.0
Фаринорм Бензидамин форте спрей 15мл,2022-12-28,267.0,222.0,267.0
ИРС 19 спрей назальный флакон 20мл,2022-12-28,737.0,437.0,737.0
Нафтизин спрей назальный 0.1% флакон 15мл,2022-12-28,68.0,52.0,68.0
Пектусин таблетки №20,2022-12-28,88.0,70.0,88.0
Антиорвин таблетки №60,2022-12-28,225.0,204.0,225.0
Бронхипрет таблетки №20,2022-12-28,572.0,344.0,572.0
"Фаринорм Гексэтидин спрей 0,2% 40мл",2022-12-28,376.0,312.0,376.0
Бронхобос капсулы 375мг №30,2022-12-28,603.0,373.0,603.0
Тантум верде таблетки Мята №20,2022-12-28,440.0,253.0,440.0
Бронхобос сироп 250мг/5мл флакон 200мл,2022-12-28,638.0,452.0,638.0
Виферон-4 суппозитории ректальные 3млн. МЕ №10,2022-12-28,1215.0,876.0,1215.0
Геделикс сироп флакон 200мл,2022-12-28,912.0,650.0,912.0
Горячее питье БерриВитС Малина и мёд стик 5г №20,2022-12-28,256.0,204.0,256.0
Виферон гель 12г,2022-12-28,199.0,177.0,199.0
Сироп Плюща флакон 150мл,2022-12-28,187.0,187.0,287.0
Нафтизин капли назальные 0.1% флакон 20мл,2022-12-28,76.0,52.0,76.0
Пиносол спрей назальный флакон 10мл,2022-12-28,506.0,329.0,506.0
Бромгексин таблетки 8мг №28,2022-12-28,143.0,99.0,143.0
Аджиколд хотмикс порошок для приготовления раствора для приема внутрь Апельсин пакетики №5,2022-12-28,182.0,151.0,182.0
Горячее питье БерриВитС Норд с витамином С и цинком стик 5г №20,2022-12-28,256.0,204.0,256.0
Сироп Первоцвета флакон 150мл,2022-12-28,155.0,155.0,238.0
Тантум верде таблетки Апельсин+Мед №20,2022-12-28,375.0,234.0,375.0
"Африн спрей назальный 0,05% флакон 15мл",2022-12-28,491.0,369.0,491.0
Амброксол таблетки 30мг №20,2022-12-28,124.0,99.0,124.0
Масло-спрей в сезон простуд 50мл,2022-12-28,128.0,128.0,256.0
Панавир Инлайт с ксилитом спрей для полости рта 40мл,2022-12-28,399.0,332.0,399.0
Аквалор Актив Форте Мини спрей назальный флакон 50мл,2022-12-28,349.0,349.0,500.0
Назаваль Плюс спрей назальный флакон 500мг 200доз,2022-12-28,482.0,348.0,482.0
Эхинацея Премиум капсулы №30,2022-12-28,153.0,132.0,153.0
Гроприносин таблетки 500мг №50,2022-12-28,1797.0,1536.0,1797.0
Простудокс порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2022-12-28,297.0,212.0,297.0
Дуоколд порошок для приготовления раствора для приема внутрь Клюква День №3/Ночь №1,2022-12-28,262.0,218.0,262.0
"Орвис Бронхо раствор для ингаляций 7,5мг/мл флакон 100мл",2022-12-28,255.0,224.0,255.0
Панавир суппозитории вагинальные 200мг №5,2022-12-28,1954.0,1555.0,1954.0
Солодки корня сироп 100г,2022-12-28,41.0,31.0,41.0
Эйфа АЦ  гранулы 200мг пакеты №20,2022-12-28,100.0,91.0,100.0
Геделикс сироп флакон 100мл,2022-12-28,547.0,368.0,547.0
Гиаферон суппозитории ректальные/вагинальные №10,2022-12-28,366.0,305.0,366.0
Колдакт с витмином С таблетки №10,2022-12-28,394.0,274.0,394.0
Метилурацил таблетки 500мг №50,2022-12-28,278.0,204.0,278.0
Эйфа АЦ гранулы 600мг пакеты №10,2022-12-28,148.0,130.0,148.0
Горячее питье со вкусом Апельсина саше с 3-х лет 5г №10,2022-12-28,184.0,153.0,184.0
Масло в сезон простуд 10мл,2022-12-28,102.0,102.0,204.0
Эвкалипт таблетки для рассасывания №20,2022-12-28,80.0,80.0,132.0
Аква марис Стронг Горло спрей флакон 30мл,2022-12-28,353.0,243.0,353.0
Галавит таблетки 25мг №10,2022-12-28,587.0,360.0,587.0
Дуоколд порошок для приготовления раствора для приема внутрь Лимон День №3/Ночь №1,2022-12-28,262.0,218.0,262.0
Мукалтин таблетки №20,2022-12-28,113.0,90.0,113.0
Римантадин таблетки 50мг №20,2022-12-28,186.0,155.0,186.0
Аквалор Протект спрей назальный флакон 30мл,2022-12-28,466.0,330.0,466.0
Доктор Мом сироп флакон 100мл,2022-12-28,359.0,208.0,359.0
"Ксилометазолин капли назальные 0,1% флакон 10мл",2022-12-28,24.0,16.0,24.0
Люголя спрей флакон 50мл,2022-12-28,101.0,90.0,101.0
Стрепсилс Интенсив спрей флакон 15мл,2022-12-28,430.0,300.0,430.0
Стрепсилс таблетки для рассасывания Мед+Лимон №36,2022-12-28,467.0,289.0,467.0
Имунофан раствор для внутримышечного и подкожного введения 45мкг/мл ампулы 1мл №5,2022-12-28,945.0,676.0,945.0
Имунофан суппозитории ректальные №5,2022-12-28,880.0,682.0,880.0
Софрадекс глазные и ушные капли флакон 5мл,2022-12-28,407.0,293.0,407.0
Вобэнзим таблетки №800,2022-12-28,0,0,0
Синуфорте лиофилизат для приготовления раствора для интерназального введения 50мг флакон №1,2022-12-28,0,0,0
Терафлю Макс порошок для приготовления раствора для приема внутрь №8,2022-12-28,0,0,0
Вобэнзим таблетки №40,2022-12-28,0,0,0
Номидес порошок для приготовления суспензии 12мг/мл флакон 30г,2022-12-28,0,0,0
Полиоксидоний лиофилизат для инъекций и местного применения 6мг флакон №5,2022-12-28,0,0,0
Нэйчес Баунти/Nature's Bounty Натуральная эхинацея капсулы 400мг №100,2022-12-28,0,0,0
Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл,2022-12-28,676.0,484.0,676.0
Аквалор Экстра форте Алоэ и ромашка спрей назальный флакон 150мл,2022-12-28,683.0,507.0,683.0
"АкваРоса Капелька спрей назальный 0,9% флакон 50мл",2022-12-28,187.0,187.0,287.0
"АкваРоса Набор 0,9% спрей назальный флакон 300мл+30мл",2022-12-28,1.0,1.0,1.0
АкваРоса+ спрей назальный 2% флакон 50мл,2022-12-28,200.0,200.0,307.0
Амброксол таблетки 30мг №20,2022-12-28,33.0,30.0,33.0
АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №12,2022-12-28,554.0,396.0,554.0
АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №6,2022-12-28,315.0,220.0,315.0
АнвиМакс таблетки шипучие Малина №10,2022-12-28,0,0,0
Антигриппин порошок для приготовления раствора для приема внутрь Ромашка пакеты №10,2022-12-28,531.0,296.0,531.0
Афлюдол таблетки 100мг №20,2022-12-28,0,0,0
Афлюдол таблетки 50мг №20,2022-12-28,0,0,0
Ацетилцистеин Нак Лонг 600мг с витамином С таблетки шипучие №10,2022-12-28,0,0,0
АЦЦ гранулы для приготовления раствора для внутреннего применения пакеты 200мг Апельсин №20,2022-12-28,0,0,0
АЦЦ лонг таблетки шипучие 600мг №20,2022-12-28,483.0,364.0,483.0
Барсукор барсучий жир капсулы №100,2022-12-28,374.0,258.0,374.0
Барсучий жир обогащенный капсулы №120,2022-12-28,280.0,221.0,280.0
Бромгексин для приема внутрь 4мг/5мл флакон 100мл,2022-12-28,232.0,193.0,232.0
Бромгексин сироп 4мг/5мл флакон 100мл,2022-12-28,0,0,0
Бромгексин таблетки 4мг №50,2022-12-28,0,0,0
Бронхолипт комплекс натуральных эфирных масел флакон 10мл,2022-12-28,0,0,0
Бифидобактерии бифидум-СМ порошок 1г саше №30,2022-12-28,363.0,302.0,363.0
Гевискон таблетки жевательные Мята №12,2022-12-28,264.0,165.0,264.0
Алесорб Энтеросорбент гель Клубника туба 180г,2022-12-28,348.0,288.0,348.0
Гевискон таблетки жевательные Мята №24,2022-12-28,421.0,259.0,421.0
Нео-анузол суппозитории ректальные №10,2022-12-28,80.0,59.0,80.0
Фуразолидон таблетки 50мг №20,2022-12-28,167.0,111.0,167.0
Маалокс таблетки жевательные без сахара №10,2022-12-28,238.0,158.0,238.0
"Витастронг Флориоза порошок 1,7г саше №10",2022-12-28,646.0,443.0,646.0
Новобисмол таблетки 120мг №56,2022-12-28,423.0,310.0,423.0
Пассажикс таблетки жевательные 10мг №10,2022-12-28,203.0,165.0,203.0
Авиамарин таблетки 50мг №10,2022-12-28,224.0,175.0,224.0
Новобисмол таблетки 120мг №112,2022-12-28,661.0,551.0,661.0
Пассажикс таблетки жевательные 10мг №30,2022-12-28,412.0,337.0,412.0
Ренни таблетки жевательные Апельсин №24,2022-12-28,555.0,327.0,555.0
Постеризан суппозитории ректальные №10,2022-12-28,591.0,337.0,591.0
Постеризан форте суппозитории ректальные №10,2022-12-28,634.0,348.0,634.0
Гевискон форте для беременных суспензия для приема внутрь 10мл саше №12,2022-12-28,540.0,349.0,540.0
Ренни таблетки жевательные Мятные без сахара №48,2022-12-28,651.0,474.0,651.0
Полисорб МП порошок для суспензии банка 25г,2022-12-28,354.0,230.0,354.0
Тримедат порошок для приготовления суспензии флакон 250мл,2022-12-28,933.0,620.0,933.0
Жидкий сорбент порошок саше 7г №10 яблоко,2022-12-28,268.0,228.0,268.0
Бифидумбактерин таблетки 5 доз №30,2022-12-28,268.0,253.0,268.0
Гастерол таблетки №20,2022-12-28,56.0,56.0,81.0
Эубикор порошок 3г №60,2022-12-28,349.0,349.0,537.0
Гастрасан Экспресс таблетки жевательные со вкусом мяты 680 мг + 80 мг №24,2022-12-28,297.0,242.0,297.0
Алмагель Нео суспензия саше 10мл №10,2022-12-28,397.0,235.0,397.0
Дюспаталин таблетки 135мг №15,2022-12-28,222.0,157.0,222.0
Нифурал капсулы 200мг №16,2022-12-28,413.0,300.0,413.0
Ренни таблетки жевательные Ментол №12,2022-12-28,274.0,211.0,274.0
Гевискон Двойное действие суспензия мята флакон 150мл,2022-12-28,405.0,283.0,405.0
Лоперамид капсулы 2мг №20,2022-12-28,57.0,54.0,57.0
Бифидобактерии бифидум-СМ порошок 1г саше №10,2022-12-28,128.0,102.0,128.0
Гевискон Двойное действие суспензия для приема внутрь 10мл пакет Мята №12,2022-12-28,450.0,310.0,450.0
Полисорб МП порошок банка 50г,2022-12-28,562.0,370.0,562.0
Зостерин ультра 30% порошок 1г №10,2022-12-28,543.0,379.0,543.0
Висмута трикалия дицитрат таблетки 120мг №112,2022-12-28,635.0,578.0,635.0
Жидкий сорбент порошок саше 7г №10 лимон,2022-12-28,268.0,228.0,268.0
Регулакс Пикосульфат капли флакон 20мл,2022-12-28,430.0,304.0,430.0
Вазелиновое масло флакон 100мл Южфарм,2022-12-28,94.0,70.0,94.0
Уголь активированный таблетки 250мг №10,2022-12-28,13.0,9.0,13.0
Рабиет капсулы 20мг №14,2022-12-28,659.0,544.0,659.0
Ренни таблетки жевательные Апельсин №12,2022-12-28,314.0,189.0,314.0
Ренни таблетки жевательные Мятные без сахара №24,2022-12-28,493.0,296.0,493.0
Уголь активированный-УБФ таблетки 250мг №50,2022-12-28,80.0,63.0,80.0
Урдокса таблетки 500мг №50,2022-12-28,1818.0,1528.0,1818.0
Флорок Форте капсулы №10,2022-12-28,596.0,374.0,596.0
Урдокса капсулы 250мг №50,2022-12-28,819.0,635.0,819.0
Комплекс Фосфолипидов плюс капсулы №30,2022-12-28,348.0,298.0,348.0
Масло расторопши капсулы №100,2022-12-28,78.0,64.0,78.0
Метронидазол таблетки 250мг №20,2022-12-28,77.0,66.0,77.0
Висмута трикалия дицитрат таблетки 120мг №56,2022-12-28,406.0,359.0,406.0
Мотогастрик таблетки 10мг №10,2022-12-28,95.0,74.0,95.0
Лактулоза премиум порошок для приготовления раствора для приема внутрь  саше №4,2022-12-28,99.0,99.0,194.0
Алесорб Энтеросорбент Гель+ лимон пакет 10г №18,2022-12-28,230.0,230.0,328.0
Смекта суспензия для приема внутрь Какао-карамель 3г пакетики №8,2022-12-28,66.0,53.0,66.0
Ренни таблетки жевательные Апельсин №48,2022-12-28,721.0,481.0,721.0
Маалокс суспензия 15мл пакетики №6,2022-12-28,340.0,225.0,340.0
Лоперамид капсулы 2мг №10,2022-12-28,36.0,34.0,36.0
"Смектолин саше 4,2г №10",2022-12-28,138.0,118.0,138.0
Антарейт таблетки жевательные 800мг/40мг №12,2022-12-28,318.0,189.0,318.0
Биобаланс Иммунотайм порошок для приготовления раствора для внутреннего применения 4г саше №30,2022-12-28,194.0,194.0,277.0
Ганатон таблетки 50мг №40,2022-12-28,1089.0,665.0,1089.0
Метронидазол таблетки 250мг №40,2022-12-28,140.0,120.0,140.0
Энтеродез порошок 5г №3,2022-12-28,361.0,285.0,361.0
Бефунгин раствор для приема внутрь флакон 100мл,2022-12-28,318.0,245.0,318.0
Гевискон суспензия для приема внутрь флакон 150мл,2022-12-28,434.0,261.0,434.0
Лоперамид капсулы 2мг №10 Акрихин ХФК,2022-12-28,33.0,31.0,33.0
Ренни таблетки жевательные Ментол №24,2022-12-28,452.0,274.0,452.0
Ацидин-пепсин таблетки 250мг №50,2022-12-28,203.0,147.0,203.0
Максилак капсулы №10,2022-12-28,722.0,567.0,722.0
Белый сорбент Экстра таблетки №80,2022-12-28,244.0,244.0,348.0
Дюспаталин таблетки 135мг №50,2022-12-28,730.0,554.0,730.0
Необутин таблетки 100мг №10,2022-12-28,325.0,217.0,325.0
Новокаин суппозитории ректальные 100мг №10,2022-12-28,82.0,65.0,82.0
Фортесорб с 3-х лет порошок банка 50г,2022-12-28,378.0,328.0,378.0
Вазелиновое масло флакон 25мл,2022-12-28,60.0,46.0,60.0
Гептрал таблетки 400мг №20,2022-12-28,2048.0,1478.0,2048.0
Лопедиум капсулы 2мг №10,2022-12-28,28.0,23.0,28.0
Сорбектин порошок саше для детей 4г №10,2022-12-28,143.0,143.0,238.0
Необутин ретард таблетки 300мг №20,2022-12-28,664.0,421.0,664.0
Ганатон таблетки 50мг №70,2022-12-28,1162.0,836.0,1162.0
Гастал таблетки для рассасывания №60,2022-12-28,713.0,446.0,713.0
"Максилак Бэби порошок 1,5г саше №10",2022-12-28,760.0,565.0,760.0
Гептрал таблетки 500мг №20 Италия,2022-12-28,2587.0,1853.0,2587.0
Прегинор капсулы №30,2022-12-28,764.0,550.0,764.0
Креон капсулы 10000 ЕД №50 Россия,2022-12-28,781.0,524.0,781.0
Лактобактерии рамнозус-СМ порошок 1г саше №10,2022-12-28,365.0,260.0,365.0
Лактулоза с экстрактом фенхеля жевательные пастилки №30,2022-12-28,167.0,167.0,277.0
Мотилиум таблетки 10мг №30,2022-12-28,1186.0,752.0,1186.0
Дюфалак сироп флакон 1л,2022-12-28,1082.0,722.0,1082.0
Метронидазол таблетки 250мг №24,2022-12-28,99.0,87.0,99.0
Необиотик Лактобаланс капсулы №10,2022-12-28,649.0,649.0,866.0
Уголь активированный таблетки 250мг №20,2022-12-28,44.0,31.0,44.0
Креон капсулы 40000 ЕД №50 Германия,2022-12-28,1704.0,1187.0,1704.0
Панум таблетки 40мг №28,2022-12-28,436.0,297.0,436.0
Аллохол Реневал таблетки №50,2022-12-28,161.0,108.0,161.0
Пробиолог СРК капсулы №15,2022-12-28,836.0,697.0,836.0
Тиберал таблетки 500мг №10,2022-12-28,988.0,711.0,988.0
Урдокса капсулы 250мг №50,2022-12-28,828.0,557.0,828.0
Антарейт таблетки жевательные 800мг/40мг №24,2022-12-28,467.0,303.0,467.0
Этория таблетки 90мг №7,2022-12-28,402.0,310.0,402.0
Кофицил-плюс таблетки №20,2022-12-28,61.0,39.0,61.0
Кетонал крем 5% 100г,2022-12-28,835.0,644.0,835.0
Солгар №7 капсулы №30,2022-12-28,2505.0,2141.0,2505.0
Диклофенак таблетки 50мг №20,2022-12-28,45.0,40.0,45.0
Кетонал капсулы 50мг №25,2022-12-28,104.0,70.0,104.0
Кетонал таблетки 100мг №20,2022-12-28,162.0,131.0,162.0
Целебрекс капсулы 100мг №10,2022-12-28,728.0,514.0,728.0
Простудокс порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2022-12-28,297.0,212.0,297.0
Этория таблетки 60мг №28,2022-12-28,881.0,734.0,881.0
Дилакса капсулы 100мг №10,2022-12-28,487.0,332.0,487.0
Дуоколд порошок для приготовления раствора для приема внутрь Клюква День №3/Ночь №1,2022-12-28,262.0,218.0,262.0
Кетопрофен-Лор раствор для полоскания 16мг/мл флакон 200мл,2022-12-28,525.0,370.0,525.0
Кофицил-плюс таблетки  №10,2022-12-28,28.0,18.0,28.0
Этория таблетки 60мг №14,2022-12-28,398.0,325.0,398.0
Мелоксикам таблетки 15мг №10,2022-12-28,297.0,247.0,297.0
Нэйчес Баунти/Nature's Bounty Глюкозамин/Хондроитин капсулы №110,2022-12-28,1246.0,873.0,1246.0
Симкоксиб капсулы 200мг №30,2022-12-28,1258.0,905.0,1258.0
Випросал В мазь 50г,2022-12-28,433.0,267.0,433.0
Картилокс порошок саше №30,2022-12-28,2353.0,1755.0,2353.0
Колдакт с витмином С таблетки №10,2022-12-28,394.0,274.0,394.0
Цель Т мазь 50г,2022-12-28,1017.0,725.0,1017.0
Горячее питье со вкусом Апельсина саше с 3-х лет 5г №10,2022-12-28,184.0,153.0,184.0
Золотой бальзам Масло косметическое в сезон простуд 4г Аспера,2022-12-28,142.0,118.0,142.0
Кетонал суппозитории ректальные 100мг №12,2022-12-28,262.0,188.0,262.0
Папаверин таблетки 40мг №20,2022-12-28,62.0,40.0,62.0
Эвкалипт таблетки для рассасывания №20,2022-12-28,80.0,80.0,132.0
Аква марис Стронг Горло спрей флакон 30мл,2022-12-28,353.0,243.0,353.0
Гепаридекс гель 50г,2022-12-28,310.0,258.0,310.0
Дуоколд порошок для приготовления раствора для приема внутрь Лимон День №3/Ночь №1,2022-12-28,262.0,218.0,262.0
Камфорный спирт раствор 10% флакон пластиковый 40мл,2022-12-28,49.0,37.0,49.0
Нимесулид-Вертекс гель 1% 20г,2022-12-28,183.0,145.0,183.0
Фламакс форте таблетки 100мг №20,2022-12-28,140.0,112.0,140.0
Ибупрофен суспензия для приема внутрь Апельсин 100мг/5мл флакон 100мл,2022-12-28,102.0,92.0,102.0
Люголя спрей флакон 50мл,2022-12-28,101.0,90.0,101.0
Нурофен Интенсив таблетки 200мг+500мг №12,2022-12-28,378.0,225.0,378.0
Оки Акт гранулы 40мг пакет №10,2022-12-28,397.0,325.0,397.0
Папаверина гидрохлорид раствор для инъекций 2% ампулы 2мл №10 Дальхимфарм,2022-12-28,126.0,100.0,126.0
Стрепсилс Интенсив спрей флакон 15мл,2022-12-28,430.0,300.0,430.0
Стрепсилс таблетки для рассасывания Мед+Лимон №36,2022-12-28,467.0,289.0,467.0
Ксефокам лиофилизат для инъекций 8мг флакон №5,2022-12-28,1694.0,1108.0,1694.0
Аэртал таблетки 100мг №60,2022-12-28,1242.0,776.0,1242.0
Пиаскледин капсулы 100мг+200мг №60,2022-12-28,3818.0,2706.0,3818.0
Версатис ТТС пластырь №5,2022-12-28,960.0,571.0,960.0
Хондролон лиофилизат для инъекций 100мг ампулы №10,2022-12-28,728.0,455.0,728.0
Драстоп раствор для инъекций 100мг/мл ампулы 2мл №10,2022-12-28,1955.0,1323.0,1955.0
Но-шпа таблетки 40мг №100,2022-12-28,0,0,0
Бруфика Плюс суспензия флакон 100мл,2022-12-28,0,0,0
Дротаверина гидрохлорид раствор для внутримышечного введения 2% ампулы 2мл №10,2022-12-28,0,0,0
Ибупрофен суспензия для приема внутрь 100мг/5мл Апельсин флакон 100мл,2022-12-28,0,0,0
Нурофен суспензия для приема внутрь Апельсин флакон 150мл,2022-12-28,0,0,0
Папаверина гидрохлорид раствор для инъекций 2% ампулы 2мл №10,2022-12-28,0,0,0
Терафлю Макс порошок для приготовления раствора для приема внутрь №8,2022-12-28,0,0,0
Нурофен суспензия для приема внутрь Апельсин флакон 200мл,2022-12-28,0,0,0
Нурофен суспензия для приема внутрь Клубника флакон 150мл,2022-12-28,0,0,0
Нурофен суспензия для приема внутрь Клубника флакон 200мл,2022-12-28,0,0,0
Now Foods/Нау Фудс Бон Стрейнч капсулы №120,2022-12-28,0,0,0
Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл,2022-12-28,676.0,484.0,676.0
"Акриол Про крем 2,5%+2,5% 100г",2022-12-28,0,0,0
Анальгин раствор 50% ампулы 2мл №10,2022-12-28,122.0,97.0,122.0
Анальгин раствор 50% ампулы 2мл №10,2022-12-28,0,0,0
Анальгин р-р 50% амп. 2мл №10,2022-12-28,0,0,0
Анальгин таблетки 500мг №10,2022-12-28,53.0,34.0,53.0
Анальгин таблетки 500мг №10,2022-12-28,74.0,49.0,74.0
Анальгин таблетки 500мг №10,2022-12-28,0,0,0
Анальгин таблетки 500мг №20,2022-12-28,98.0,72.0,98.0
АнвиМакс порошок для приготовления раствора для приема внутрь Малина пакеты №12,2022-12-28,554.0,396.0,554.0
АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №6,2022-12-28,315.0,220.0,315.0
АнвиМакс таблетки шипучие Малина №10,2022-12-28,0,0,0
Андипал таблетки №10,2022-12-28,0,0,0
Андипал таблетки №10,2022-12-28,41.0,29.0,41.0
Андипал таблетки №10,2022-12-28,71.0,52.0,71.0
Андипал таблетки №20,2022-12-28,96.0,72.0,96.0
Антигриппин порошок для приготовления раствора для приема внутрь Ромашка пакеты №10,2022-12-28,531.0,296.0,531.0
Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Египет,2022-12-28,0,0,0
Артрокер капсулы 50мг №100,2022-12-28,0,0,0
Артрокер капсулы 50мг №30,2022-12-28,0,0,0
Артрофоон таблетки 3мг №100,2022-12-28,478.0,331.0,478.0
Артрум раствор 50мг/мл ампулы 2мл №10,2022-12-28,0,0,0
Ацетилсалициловая кислота Реневал таблетки 500мг №20,2022-12-28,0,0,0
Ацетилсалициловая кислота таблетки 500мг №20,2022-12-28,0,0,0
Ацетилсалициловая кислота таблетки 500мг №20,2022-12-28,28.0,25.0,28.0
Бикситор таблетки 120мг №10,2022-12-28,0,0,0
Бикситор таблетки 60мг №30,2022-12-28,0,0,0
Бикситор таблетки 90мг №30,2022-12-28,0,0,0
Випросал В мазь 30г,2022-12-28,318.0,212.0,318.0
Випросал В мазь 75г,2022-12-28,630.0,437.0,630.0
Волкизи таблетки №30,2022-12-28,0,0,0
Вольтарен эмульгель гель 2% 30г,2022-12-28,659.0,447.0,659.0
Гексализ таблетки для рассасывания №30,2022-12-28,500.0,357.0,500.0
Гексаспрей аэрозоль флакон 30г,2022-12-28,295.0,295.0,422.0
"Гексорал аэрозоль 0,2% флакон 40мл",2022-12-28,0,0,0
"Гексорал раствор для местного применения 0,1% флакон 200мл",2022-12-28,0,0,0
"Гексэтидин спрей 0,2% флакон 30мл",2022-12-28,0,0,0
Горячее питье БерриВитС Малина и Д3 стик 5г №10,2022-12-28,0,0,0
Грамицидин С таблетки №20,2022-12-28,0,0,0
Дибазол раствор для инъекций 1% ампулы 5мл №10,2022-12-28,0,0,0
Дибазол раствор для инъекций 1% ампулы 5мл №10,2022-12-28,0,0,0
Диклофенак Реневал таб. 50мг №20,2022-12-28,0,0,0
Долобене гель 90г,2022-12-28,996.0,716.0,996.0
Масло льняное капсулы №100,2022-12-28,78.0,68.0,78.0
Вальсакор таблетки 160мг №30,2022-12-28,482.0,290.0,482.0
Коринфар ретард таблетки 20мг №50,2022-12-28,153.0,109.0,153.0
Небиволол таблетки 5мг №28,2022-12-28,596.0,458.0,596.0
Лизиноприл таблетки 5мг №30,2022-12-28,78.0,73.0,78.0
Аспаркам таблетки №56,2022-12-28,100.0,93.0,100.0
Эгилок таблетки 50мг №60,2022-12-28,133.0,88.0,133.0
Энап Н таблетки 10мг+25мг №20,2022-12-28,369.0,214.0,369.0
Лерканорм таблетки 10мг №30,2022-12-28,471.0,392.0,471.0
Аторвастатин таблетки 10мг №30,2022-12-28,137.0,108.0,137.0
Энап таблетки 5мг №20,2022-12-28,49.0,29.0,49.0
Фезам капсулы 400мг+25мг №60,2022-12-28,459.0,277.0,459.0
Эгилок таблетки 100мг №60,2022-12-28,193.0,144.0,193.0
Мексиприм таблетки 125мг №30,2022-12-28,188.0,151.0,188.0
Каптоприл таблетки 50мг №20,2022-12-28,86.0,55.0,86.0
"Тенорик таблетки 50мг+12,5мг №28",2022-12-28,252.0,142.0,252.0
Лориста Н таблетки 50мг+12.5мг №30,2022-12-28,442.0,266.0,442.0
Лозартан таблетки 50мг №30,2022-12-28,121.0,115.0,121.0
Пирацетам таблетки 800мг №30,2022-12-28,137.0,130.0,137.0
Лозап таблетки 50мг №60,2022-12-28,440.0,281.0,440.0
