count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,Количество в упаковке,Other,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
1475_2023-06-27,Бравадин таблетки 5мг №56,2023-06-27,"['Ишемическая болезнь сердца', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Ивабрадин'],['Кораксан'],['Бравадин'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ивабрадин'],['5мг'],['Антиангинальные средства'],['56 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476_2023-06-27,Троксевазин Нео гель 2% 40г,2023-06-27,"['Флебит и тромбофлебит', 'Варикозное расширение вен нижних конечностей', 'Венозная недостаточность (хроническая) (периферическая)', 'Поверхностная травма неуточненной области тела', 'Вывих, растяжение и перенапряжение капсульно-связочного аппаратата сустава неуточненной области тела']","['Бензокаин', 'Гепарин натрия', 'Декспантенол', 'Троксерутин']",[],['Троксевазин Нео'],['Balkanpharma Troyan AD/Балканфарма-Троян АД'],['Болгария'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Троксерутин+Декспантенол+Гепарин натрия+Бензокаин'],['20мг+50мг+300МЕ'],['Венотонизирующие наружные средства'],['40 г'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477_2023-06-27,Верошпилактон таблетки 25мг №20,2023-06-27,"['Болезнь Паркинсона', 'Гипокалиемия', 'Гиперальдостеронизм', 'Недостаточность магния', 'Эссенциальная [первичная] гипертензия']",['Спиронолактон'],[],['Верошпилактон'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Спиронолактон'],['25мг'],['Мочегонные средства (Диуретики)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478_2023-06-27,Флебодиа 600 таблетки 600мг №30,2023-06-27,"['Другие болезни капилляров', 'Венозная недостаточность (хроническая) (периферическая)', 'Лимфоотек, не классифицированный в других рубриках', 'Геморрой и перианальный венозный тромбоз']",['Диосмин'],[],['Флебодиа'],['Innothera Chouzy/ Иннотера Шузи'],['Франция'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Диосмин'],['600мг'],['Венотонизирующие внутренние средства'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479_2023-06-27,Панангин таблетки №100,2023-06-27,"['Гипокалиемия', 'Недостаточность магния', 'Острый инфаркт миокарда', 'Желудочковая тахикардия', 'Другие уточненные нарушения сердечного ритма']","['Калия аспарагинат', 'Магния аспарагинат']",[],['Панангин'],['Gedeon Richter/ Гедеон Рихтер'],['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Калия аспарагинат+Магния аспарагинат'],['158мг+140мг'],['Прочие средства в кардиологии'],['100 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480_2023-06-27,Верошпилактон капсулы 50мг №30,2023-06-27,"['Гипокалиемия', 'Гиперальдостеронизм', 'Недостаточность магния', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Спиронолактон'],[],['Верошпилактон'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Спиронолактон'],['50мг'],['Мочегонные средства (Диуретики)'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481_2023-06-27,Кетопрофен-Лор раствор для полоскания 16мг/мл флакон 200мл,2023-06-27,['Пародонтоз'],['Кетопрофен'],[],['Кетопрофен'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['Не выше 25 С'],['Кетопрофен'],['16мг/мл'],['Противовоспалительные и обезболивающие средства (наружные)'],['200 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482_2023-06-27,Тонзилгон Н капли для приема внутрь флакон 50мл,2023-06-27,[],"['Алтейного корня экстракт', 'Дуба кора', 'Грецкого ореха лист', 'Одуванчика корни эк-т', 'Ромашки цветки', 'Тысячелистника трава', 'Хвоща полевого трава']",['Тонзилгон'],['Тонзилгон'],['Bionorica AG/ Бионорика АГ'],['Германия'],['Капли для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Грецкого ореха лист+Ромашки цветки+Дуба кора+Тысячелистника трава+Одуванчика корни эк-т+Алтейного корня экстракт+Хвоща полевого трава'],['0.4г+0.3г+0.2г+0.4г+0.4г+0.4г+0.5г'],['Прочие средства в ЛОР'],['50 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483_2023-06-27,Эвкабал сироп флакон 100мл,2023-06-27,"['Кашель', 'Острый ларингит и трахеит', 'Острый бронхит', 'Хронический ларингит и ларинготрахеит', 'Хронический бронхит неуточненный']","['Подорожника экстракт', 'Тимьяна эк-т']",[],['Эвкабал'],['Эспарма ГмбХ/Esparma GmbH'],['Германия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Подорожника экстракт+Тимьяна эк-т'],['3г+15г'],['Муколитические и отхаркивающие средства'],['100 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484_2023-06-27,Солодка П таблетки 205г №100,2023-06-27,[],['Солодки корни'],"['Гербион', 'От кашля', 'Геделикс', 'Сироп солодки', 'Линкас']",['Солодка таб'],"['ООО ""Парафарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Солодки корни'],['Отсутствует'],['Муколитические и отхаркивающие средства'],['100 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485_2023-06-27,Стопгрипан порошок для приготовления раствора для приема внутрь Лимон пакетки №10,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острый синусит']","['Аскорбиновая кислота', 'Парацетамол', 'Фенилэфрин', 'Фенирамин']","['Домашняя аптечка', 'Аптечка путешественника', 'Простуда', 'Ринза', 'Фервекс']",['Стопгрипан'],['Rusan Pharma Ltd./ Русан Фарма'],['Индия'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота'],['325мг+10мг+20мг+50мг'],['Противопростудные комплексы'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486_2023-06-27,Лимфомиозот капли флакон 30мл,2023-06-27,"['Неспецифический лимфаденит', 'Хронический тонзиллит']",['Смесь гомеопатическая'],[],['Лимфомиозот'],['Biologische Heilmittel Heel GmbH/ Хеель'],['Германия'],['Капли для приема внутрь'],['Без рецепта'],['Не выше 30 С'],['Смесь гомеопатическая'],['Отсутствует'],['Прочие средства в ЛОР'],['30 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487_2023-06-27,"Лимфомиозот раствор для инъекций ампулы 1,1мл №5",2023-06-27,"['Неспецифический лимфаденит', 'Хронический тонзиллит']",['Смесь гомеопатическая'],[],['Лимфомиозот'],['Biologische Heilmittel Heel GmbH/ Хеель'],['Германия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Смесь гомеопатическая'],['Отсутствует'],['Прочие средства в ЛОР'],"['1.10 мл, 5 шт']",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488_2023-06-27,Барсучий жир обогащенный капсулы №120,2023-06-27,"['Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа']",['Жир барсучий'],[],['Барсучий жир'],"['ООО ""Фитосила""']",['Россия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Жир барсучий'],['Отсутствует'],['Иммуномодуляторы. Иммуностимуляторы'],['120 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489_2023-06-27,Доктор Мом мазь 20г,2023-06-27,"['Головная боль', 'Миалгия', 'Острый назофарингит [насморк]', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа']","['Камфора', 'Ментол', 'Мускатного ореха масло', 'Терпентинное масло', 'Тимол', 'Эвкалипта масло']",[],['Доктор Мом'],['Johnson & Johnson/ Джонсон энд Джонсон'],['Индия'],['Мазь для наружного применения'],['Без рецепта'],['15-25 С'],['Камфора+Ментол+Мускатного ореха масло+Тимол+Эвкалипта масло+Терпентинное масло'],['Отсутствует'],['Прочие средства в пульмонологии'],['20 г'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490_2023-06-27,Барсукор барсучий жир капсулы №100,2023-06-27,"['Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вирус не идентифицирован']",['Жир барсучий'],[],['Барсукор'],"['ООО ""Багира""']",['Россия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Жир барсучий'],['Отсутствует'],['Иммуномодуляторы. Иммуностимуляторы'],['100 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491_2023-06-27,Золотая звезда карандаш для ингаляций 1.3г,2023-06-27,"['Острый назофарингит [насморк]', 'Другие уточненные профилактические меры']","['Вазелин', 'Гвоздики масло', 'Камфора', 'Мяты перечной масло', 'Эвкалипта масло']",[],['Золотая звезда'],['Danang Central/ Danafa Pharm./ Данафа'],['Вьетнам'],['Карандаш для ингаляций'],['Без рецепта'],['15-25 С'],['Камфора+Мяты перечной масло+Эвкалипта масло+Гвоздики масло+Вазелин'],['Отсутствует'],['Местнораздражающие средства'],['1.30 г'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492_2023-06-27,Тантум верде спрей флакон 30мл,2023-06-27,"['Пародонтоз', 'Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит']",['Бензидамин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Тантум верде'],['Angelini Francesco/ Анжелини Франческо'],['Италия'],['Спрей для местного применения'],['Без рецепта'],['Не выше 25 С'],['Бензидамин'],['0.15г'],['Средства при боли в горле'],['30 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493_2023-06-27,Осельтамивир Авексима капсулы 75мг №10,2023-06-27,"['Грипп, вызванный идентифицированным вирусом гриппа']",['Осельтамивир'],"['Ингавирин', 'Циклоферон', 'Арбидол', 'Трекрезан', 'Цитовир', 'Анаферон', 'Агри', 'Римантадин', 'Орвирем', 'Кагоцел', 'Лавомакс', 'Тилорам', 'Тамифлю', 'Эргоферон', 'Амиксин', 'Номидес']",['Осельтамивир'],"['ОАО ""Ирбитский ХФЗ""']",['Россия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Осельтамивир'],['75мг'],['Противовирусные средства внутреннего применения'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494_2023-06-27,"Отривин спрей назальный 0,1% флакон 10мл",2023-06-27,"['Гнойный и неуточненный средний отит', 'Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Острая инфекция верхних дыхательных путей неуточненная']",['Ксилометазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Отривин'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Спрей назальный'],['Без рецепта'],['Не выше 30 С'],['Ксилометазолин'],['0.1%'],['Средства от насморка'],['10 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495_2023-06-27,Ринза таблетки №10,2023-06-27,"['Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Лихорадка неясного происхождения']","['Кофеин', 'Парацетамол', 'Фенилэфрин', 'Хлорфенамин']","['Домашняя аптечка', 'Аптечка путешественника', 'Простуда']",['Ринза'],['Unique Pharmaceutical Lab/ Юник Фармасьютикал'],['Индия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Фенилэфрин+Хлорфенамин+Кофеин'],['500мг+10мг+2мг+30мг'],['Противопростудные комплексы'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496_2023-06-27,Тофф плюс капсулы №10,2023-06-27,"['Острый назофарингит [насморк]', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты']","['Декстрометорфан', 'Парацетамол', 'Фенилэфрин', 'Хлорфенамин']","['Домашняя аптечка', 'Аптечка путешественника', 'Простуда']",['Тофф плюс'],['Simpex Pharma Pvt.Ltd./ Симпекс Фарма'],['Индия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Декстрометорфан+Парацетамол+Фенилэфрин+Хлорфенамин'],['15мг+500мг+10мг+2мг'],['Противопростудные комплексы'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497_2023-06-27,"Африн Экстро спрей назальный 0,05% флакон15мл",2023-06-27,"['Воспаление и закупорка слуховой [евстахиевой] трубы', 'Острый назофарингит [насморк]', 'Острый синусит', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты']",['Оксиметазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Африн'],['Contract Pharmaceuticals Ltd/Контракт'],['Канада'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Оксиметазолин'],['0.05%'],['Средства от насморка'],['15 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498_2023-06-27,Тантум верде форте спрей флакон 15мл,2023-06-27,"['Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Хронический фарингит']",['Бензидамин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Тантум верде'],['Angelini Francesco/ Анжелини Франческо'],['Италия'],['Спрей для местного применения'],['Без рецепта'],['Не выше 25 С'],['Бензидамин'],['0.51мг/доза'],['Средства при боли в горле'],['15 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499_2023-06-27,Галавит таблетки 25мг №10,2023-06-27,"['Аногенитальная герпетическая вирусная инфекция [herpes simplex]', 'Инфекции, вызванные вирусом герпеса [herpes simplex]', 'Гнойный и неуточненный средний отит', 'Острый фарингит', 'Острый тонзиллит']",['Аминодигидрофталазиндион натрия'],"['Циклоферон', 'Нобазит']",['Галавит'],"['ООО ""Сэлвим""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Аминодигидрофталазиндион натрия'],['25мг'],['Иммуномодуляторы. Иммуностимуляторы'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500_2023-06-27,Парацетамол Экстратаб таблетки №20,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острые инфекции верхних дыхательных путей множественной и неуточненной локализации']","['Аскорбиновая кислота', 'Парацетамол']",[],['Парацетамол Экстра'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Аскорбиновая кислота'],['500мг+150мг'],['Противопростудные комплексы'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501_2023-06-27,Римантадин таблетки 50мг №20,2023-06-27,"['Грипп, вызванный идентифицированным вирусом гриппа']",['Римантадин'],"['Домашняя аптечка', 'Ингавирин', 'Циклоферон', 'Арбидол', 'Трекрезан', 'Цитовир', 'Анаферон', 'Агри', 'Римантадин', 'Орвирем', 'Кагоцел', 'Лавомакс', 'Тилорам', 'Тамифлю', 'Эргоферон', 'Амиксин', 'Номидес']",['Римантадин'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Римантадин'],['50мг'],['Противовирусные средства внутреннего применения'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502_2023-06-27,Парацетамол Экстратаб таблетки №10,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острые инфекции верхних дыхательных путей множественной и неуточненной локализации']","['Аскорбиновая кислота', 'Парацетамол']","['Домашняя аптечка', 'Температура']",['Парацетамол Экстра'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Аскорбиновая кислота'],['500мг+150мг'],['Противопростудные комплексы'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503_2023-06-27,"Тизин классик спрей назальный 0,1% флакон 10мл",2023-06-27,"['Гнойный и неуточненный средний отит', 'Острый назофарингит [насморк]', 'Острый синусит', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты']",['Ксилометазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Тизин классик'],['Johnson & Johnson/ Джонсон энд Джонсон'],['Франция'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Ксилометазолин'],['0.1%'],['Средства от насморка'],['10 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504_2023-06-27,Нафтизин капли назальные 0.05% флакон 10мл,2023-06-27,[],['Нафазолин'],"['Домашняя аптечка', 'Сопли', 'Капли в нос', 'Капли от насморка', 'Тизин', 'Ксилен', 'Длянос', 'Виброцил', 'Отривин', 'Лазолван Рино', 'Риностоп', 'Африн', 'Галазолин', 'Ксимелин', 'Називин', 'Назол', 'Ринонорм', 'Снуп', 'Санорин', 'Пиносол']",['Нафтизин'],"['ЗАО ""Лекко""']",['Россия'],['Капли назальные'],['Без рецепта'],['10-25 C'],['Нафазолин'],['0.05%'],['Средства от насморка'],['10 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505_2023-06-27,"Тизин классик спрей назальный 0,05% флакон 10мл",2023-06-27,"['Гнойный и неуточненный средний отит', 'Острый назофарингит [насморк]', 'Острый синусит', 'Аллергический ринит, вызванный пыльцой растений', 'Другие аллергические риниты']",['Ксилометазолин'],"['Домашняя аптечка', 'Сопли']",['Тизин классик'],['Johnson & Johnson/ Джонсон энд Джонсон'],['Франция'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Ксилометазолин'],['0.05%'],['Средства от насморка'],['10 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506_2023-06-27,Ингалипт аэрозоль флакон 30мл,2023-06-27,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит и трахеит', 'Хронический ринит, назофарингит и фарингит', 'Хронический тонзиллит']","['Мяты перечной масло', 'Сульфаниламид', 'Сульфатиазол серебра', 'Тимол', 'Эвкалипта масло']","['Домашняя аптечка', 'Аптечка путешественника']",['Ингалипт'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Аэрозоль для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Сульфаниламид+Тимол+Эвкалипта масло+Мяты перечной масло+Сульфатиазол серебра'],['750мг+15мг+15мг+15мг+750мг'],['Средства при боли в горле'],['30 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507_2023-06-27,"Риностоп спрей назальный 0,1% флакон 15мл",2023-06-27,"['Гнойный и неуточненный средний отит', 'Острый назофарингит [насморк]', 'Острый синусит', 'Острая инфекция верхних дыхательных путей неуточненная', 'Аллергический ринит, вызванный пыльцой растений']",['Ксилометазолин'],"['Домашняя аптечка', 'Аптечка путешественника', 'Сопли']",['Риностоп'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Спрей назальный'],['Без рецепта'],['Не выше 25 С'],['Ксилометазолин'],['0.1%'],['Средства от насморка'],['15 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508_2023-06-27,Лазолван раствор 30мг/5мл флакон 100мл,2023-06-27,"['Мокрота', 'Кашель', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический бронхит неуточненный']",['Амброксол'],[],['Лазолван'],['Delpharm Reims/ Дельфарм Реймс'],['Франция'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Амброксол'],['6мг/мл'],['Муколитические и отхаркивающие средства'],['100 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509_2023-06-27,Таблетки от кашля/Термопсол таблетки №20,2023-06-27,"['Мокрота', 'Кашель']","['Натрия гидрокарбонат', 'Термопсиса экстракт']",['таблетки от кашля'],['Таблетки от кашля'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Натрия гидрокарбонат+Термопсиса экстракт'],['250мг+6.7мг'],['Противокашлевые средства'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510_2023-06-27,Оки раствор для полоскания 16мг/мл флакон 150мл,2023-06-27,"['Кандидозный стоматит', 'Острый фарингит', 'Острый тонзиллит', 'Острая инфекция верхних дыхательных путей неуточненная', 'Хронический ринит, назофарингит и фарингит']",['Кетопрофен'],['Домашняя аптечка'],['Оки'],['Dompe S.P.A/ Домпе'],['Франция'],['Раствор для местного применения'],['Без рецепта'],['Не выше 25 С'],['Кетопрофен'],['16мг/мл'],['Противовоспалительные и обезболивающие средства (наружные)'],['150 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511_2023-06-27,Таблетки от кашля/Термопсол таблетки №50,2023-06-27,"['Кашель', 'Острый ларингит и трахеит', 'Острый бронхит', 'Хронический ларингит и ларинготрахеит', 'Хронический бронхит неуточненный']","['Натрия гидрокарбонат', 'Термопсиса экстракт']",['таблетки от кашля'],['Таблетки от кашля'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Натрия гидрокарбонат+Термопсиса экстракт'],['250мг+6.7мг'],['Противокашлевые средства'],['50 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512_2023-06-27,Люголя раствор для местного применения с глицерином флакон 25 мл Московская ФФ,2023-06-27,"['Пиодермия', 'Миалгия', 'Гнойный и неуточненный средний отит', 'Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Хронический ринит']","['Глицерол', 'Йод', 'Калия йодид']",[],['Люголь с глицерином'],"['ЗАО ""Московская ФФ""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['Не выше 20 С'],['Йод+Глицерол+Калия йодид'],['1г+85.5г+2г'],['Средства при боли в горле'],['25 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513_2023-06-27,Доктор Мом сироп флакон 100мл,2023-06-27,"['Кашель', 'Острый фарингит', 'Острый ларингит и трахеит', 'Острый бронхит', 'Хронический ринит, назофарингит и фарингит']","['Экстракт алоэ', 'Экстракт базилика', 'Экстракт девясила', 'Экстракт имбиря', 'Экстракт куркумы', 'Левоментол', 'Экстракт солодки', 'Экстракт паслена', 'Экстракт адатоды васики', 'Экстракт перца кубебы', 'Экстракт терминалии белерики']",[],['Доктор Мом'],['Unique Pharmaceutical Lab/ Юник Фармасьютикал'],['Индия'],['Сироп для приема внутрь'],['Без рецепта'],['Обычный'],['Экстракт адатоды васики+Экстракт алоэ+Экстракт базилика+Экстракт девясила+Экстракт имбиря+Экстракт куркумы+Экстракт паслена+Экстракт перца кубебы+Экстракт солодки+Экстракт терминалии белерики+Левоментол'],['Отсутствует'],['Муколитические и отхаркивающие средства'],['100 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514_2023-06-27,Лазолван Фито сироп флакон 100 мл,2023-06-27,[],['Тимьяна травы экстракт жидкий'],[],['Лазолван Фито'],['А. Наттерманн энд Сие. ГмбХ'],['Германия'],['Сироп для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Тимьяна травы экстракт жидкий'],['150мг'],['Муколитические и отхаркивающие средства'],['100 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515_2023-06-27,Доктор Мом пастилки Апельсин №20,2023-06-27,"['Кашель', 'Острый фарингит', 'Острый ларингит и трахеит', 'Острый бронхит', 'Хронический ринит, назофарингит и фарингит']","['Ментол', 'Экстракт солодки', 'Эмблики эк-т']",[],['Доктор Мом'],['Unique Pharmaceutical Lab/ Юник Фармасьютикал'],['Индия'],['Пастилки'],['Без рецепта'],['Не выше 30 С'],['Эмблики эк-т+Экстракт солодки+Ментол'],['Отсутствует'],['Средства при боли в горле'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516_2023-06-27,Люголя раствор для местного применения с глицерином флакон 25мл,2023-06-27,"['Пиодермия', 'Миалгия', 'Гнойный и неуточненный средний отит', 'Варикозное расширение вен нижних конечностей с язвой и воспалением', 'Хронический ринит']","['Глицерол', 'Йод', 'Калия йодид']",[],['Люголь с глицерином'],"['ОАО ""Самарамедпром""']",['Россия'],['Раствор для местного применения'],['Без рецепта'],['8-15 С'],['Йод+Глицерол+Калия йодид'],['1г+94г+2г'],['Средства при боли в горле'],['25 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517_2023-06-27,Лазолван таблетки 30мг №20,2023-06-27,"['Мокрота', 'Кашель', 'Бактериальная пневмония, не классифицированная в других рубриках', 'Острый бронхит', 'Хронический бронхит неуточненный']",['Амброксол'],[],['Лазолван'],['Boehringer Ingelheim GmbH/ Берингер Ингельхайм'],['Германия'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Амброксол'],['30мг'],['Муколитические и отхаркивающие средства'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518_2023-06-27,Тонзилгон Н таблетки №50,2023-06-27,"['Острый фарингит', 'Острый тонзиллит', 'Острый ларингит', 'Острая инфекция верхних дыхательных путей неуточненная', 'Хронический фарингит']","['Алтейного корня экстракт', 'Дуба кора', 'Грецкого ореха лист', 'Одуванчика корни эк-т', 'Ромашки цветки', 'Тысячелистника трава', 'Хвоща полевого трава']",['Домашняя аптечка'],['Тонзилгон'],['Bionorica AG/ Бионорика АГ'],['Германия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Грецкого ореха лист+Ромашки цветки+Дуба кора+Тысячелистника трава+Одуванчика корни эк-т+Алтейного корня экстракт+Хвоща полевого трава'],['12мг+6мг+4мг+4мг+4мг+8мг+4мг'],['Прочие средства в ЛОР'],['50 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
