count_index,name,price_withCard,price_withPeriod,price_withoutCard,allowOnlinePayment,isInStock,name_latin,bonuses,averageRating,isAvailable,allowDelivery,isRecipe,group,parsing_day_x,Nosology,Active_ingredient,Product_Group,Brand,Manufacturer,Country,Form_release,Form_release_common,Prescription,Conditions_of_storage,Active_ingredient_compound_name_composition,weight_briefly,Pharmacotherapeutic_group
889_2022-12-28,Нольпаза таблетки 20мг №14,170.0,99.0,170.0,0,1,nolpaza_tabletki_20mg_14,4.0,5.0,1,0,1,zheludochnokishechnye,2022-12-28,"Гастроэзофагеальный рефлюкс, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации",Пантопразол,Not value,Нольпаза,"ООО ""КРКА-РУС""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 30 С,Пантопразол,20мг,Противоязвенные средства
890_2022-12-28,Доктор Изжогин суспензия флакон 150мл,238.0,198.0,238.0,1,1,doktor_izzhogin_suspenziya_fl_150ml,10.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,Изжога,"Кальция карбонат, Натрия альгинат, Натрия гидрокарбонат","Лекарства от изжоги, Гевискон, Маалокс, Ренни",Др.Изжогин,"ООО ""Мирролла""",Россия,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Кальция карбонат+Натрия альгинат+Натрия гидрокарбонат,87мг+120мг,Противоязвенные средства
891_2022-12-28,Релиф Ультра суппозитории ректальные №10,826.0,516.0,826.0,1,1,relif_ultra_suppozitorii_rektalnye_12,0.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Трещина и свищ области заднего прохода и прямой кишки, Другие уточненные болезни заднего прохода и прямой кишки, Аногенитальный зуд неуточненный, Другой уточненный дерматит, Геморрой и перианальный венозный тромбоз","Гидрокортизон, Цинка сульфат",Not value,Релиф,Instituto De Angeli/Институт де Ангели,Италия,Суппозитории ректальные,Суппозитории,Без рецепта,Не выше 25 С,Гидрокортизон+Цинка сульфат,10мг+11мг,Not value
892_2022-12-28,Домперидон таблетки 10мг №30,226.0,187.0,226.0,0,1,domperidon_tabletki_10mg_30,0.0,5.0,1,0,1,zheludochnokishechnye,2022-12-28,"Тошнота и рвота, Гастроэзофагеальный рефлюкс с эзофагитом, Диспепсия, Другие уточненные болезни желудка и двенадцатиперстной кишки, Другие уточненные функциональные кишечные нарушения",Домперидон,От Тошноты Рвоты,Домперидон,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Домперидон,10мг,Противорвотные средства
893_2022-12-28,Алесорб Энтеросорбент гель без вкуса туба 180г,348.0,288.0,348.0,1,1,alesorb_enterosorbent_gel_bez_vkusa_tuba_180g,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,,"Диоксид кремния, Янтарная к-та",Not value,Алесорб,"ООО ""Фармацевтическая Фабрика"" Пенза",Россия,Гель для приема внутрь,Гель,Без рецепта,Не выше 25 С,Янтарная к-та+Диоксид кремния,Отсутствует,Not value
894_2022-12-28,Маалокс таблетки жевательные №20,401.0,273.0,401.0,1,1,maaloks_tabletki_zhevatelnye_20,9.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации, Гастрит и дуоденит","Алгелдрат, Магния гидроксид",Лекарства от изжоги,Маалокс,Sanofi Aventis Pharma/ Санофи Авентис,Италия,Таблетки жевательные,Таблетки,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид,400мг+400мг,Средства при изжоге (Антациды)
895_2022-12-28,Облепиховое масло суппозитории ректальные 500мг №10,142.0,98.0,142.0,1,1,oblepihovoe_maslo_suppozitorii_rektalnye_500mg_10,6.0,5.0,1,0,0,zheludochnokishechnye,2022-12-28,"Геморрой, Варикозное расширение вен нижних конечностей с язвой и воспалением, Острый ларингит и трахеит, Хронический ларингит и ларинготрахеит, Язва желудка",Облепихи масло,"Средства от геморроя, свечи от гемороя",Облепиховое масло свечи,"ООО ""Фармаприм""",Молдова,Суппозитории ректальные,Суппозитории,Без рецепта,15-25 С,Облепихи масло,500мг,Противогеморроидальные средства
896_2022-12-28,Метронидазол таблетки 250мг №30,140.0,131.0,140.0,0,1,metronidazol_tab_250mg_30,0.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Пиодермия, Эндометриоз, Трихомониаз, Энтероколит, вызванный Clostridium difficile, Амебиаз",Метронидазол,Not value,Метронидазол,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Метронидазол,250мг,Not value
897_2022-12-28,Форлакс для детей порошок для приготовления раствора для приема внутрь 4г пакет №20,271.0,216.0,271.0,1,1,forlaks_dlya_detej_poroshok_dlya_priema_vnutr_4g_paket_20,11.0,5.0,1,0,0,zheludochnokishechnye,2022-12-28,Запор,Макрогол,Домашняя аптечка,Форлакс,Ipsen Pharma Beaufour/ Ипсен Фарма,Франция,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 30 С,Макрогол,4г,Слабительные средства
898_2022-12-28,Везикар таблетки 5мг №30,988.0,608.0,988.0,0,1,vezikar_tabletki_5mg_30,28.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Другие уточненные поражения мочевого пузыря, Другие уточненные виды недержания мочи, Недержание мочи неуточненное",Солифенацин,Болит живот,Везикар,Astellas Pharma Europe B.D./ Астеллас,Нидерланды,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Солифенацин,5мг,Прочие средства в урологии
899_2022-12-28,Маалокс суспензия флакон 250мл,554.0,380.0,554.0,1,1,maaloks_suspenziya_fl_250ml,12.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации, Гастрит и дуоденит","Алгелдрат, Магния гидроксид",Лекарства от изжоги,Маалокс,Sanofi Aventis Pharma/ Санофи Авентис,Италия,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид,460мг+230мг,Средства при изжоге (Антациды)
900_2022-12-28,Саб симплекс суспензия для приема внутрь флакон 30мл,511.0,351.0,511.0,0,1,sab_simpleks_susp_69_19mgml_fl_30ml,0.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,Симетикон,Not value,Саб симплекс,Famar Orleans/Фамар Орлеан,Франция,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Симетикон,69.19мг/мл,Средства при метеоризме
901_2022-12-28,Нигепан суппозитории ректальные №10,423.0,260.0,423.0,0,1,nigepan_suppozitorii_rektalnye_10,10.0,5.0,1,0,1,zheludochnokishechnye,2022-12-28,Геморрой и перианальный венозный тромбоз,"Бензокаин, Гепарин натрия",Средства от геморроя,Нигепан,"ОАО ""Нижфарм""",Россия,Суппозитории ректальные,Суппозитории,Рецептурный,Не выше 20 С,Гепарин натрия+Бензокаин,8.3мг+50мг,Противогеморроидальные средства
902_2022-12-28,Энтерол порошок для приема внутрь 250мг №20,917.0,605.0,917.0,1,1,enterol_poroshok_dlya_priema_vnutr_250mg_20,24.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Синдром раздраженного кишечника, Другие сальмонеллезные инфекции, Шигеллез, Энтеропатогенная инфекция, вызванная Escherichia coli, Энтероколит, вызванный Clostridium difficile",Лиофилизированные сахаромицеты,"Аптечка путешественника, Понос",Энтерол,Biocodex Lab./ Биокодекс лаб.,Франция,Порошок для приготовления суспензии для приема внутрь,Порошок,Без рецепта,15-25 С,Лиофилизированные сахаромицеты,250мг,Средства при диарее
903_2022-12-28,Ретч таблетки 50мг №40,494.0,339.0,494.0,0,1,retch_tabletki_50mg_40,16.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Анорексия, Изжога, Тошнота и рвота, Гастрит и дуоденит, Диспепсия",Итоприд,Хит продаж!,Ретч,Sun Pharmaсeutical Industries Ltd./Санека Фармасьютикал Индастриз ЛТД,Словакия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Итоприд,50мг,Противоязвенные средства
904_2022-12-28,Хайрабезол таблетки 10мг №15,461.0,320.0,461.0,0,1,hajrabezol_tabletki_10mg_15,16.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Эзофагит, Изжога, Другие уточненные нарушения внутренней секреции поджелудочной железы, Гастроэзофагеальный рефлюкс, Язва желудка",Рабепразол,Not value,Хайрабезол,HIGlance Lab.Pvt/Хайгланс Лаб.,Индия,Таблетки,Таблетки,Рецептурный,8-25 С,Рабепразол,10мг,Противоязвенные средства
905_2022-12-28,Лактобаланс капсулы №7,681.0,486.0,681.0,1,1,laktobalans_kapsuly_7,22.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Диарея и гастроэнтерит предположительно инфекционного происхождения, Функциональная диарея, Другие уточненные болезни кишечника, Антибиотики системного действия","Бифидобактерии бифидум, Лактобактерии ацидофильные",Профилактика простуды и гриппа,Лактобаланс,"Wakunaga of America Co., Ltd/Вакунага Америка Кo., ЛТД",США,Капсулы для приема внутрь,Капсулы,Без рецепта,15-25 С,Лактобактерии ацидофильные+Бифидобактерии бифидум,109КОЕ+109КОЕ,Регуляторы кишечной микрофлоры
906_2022-12-28,Эманера капсулы 20мг №14,108.0,82.0,108.0,0,1,emanera_kapsuly_20mg_14,4.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Другие уточненные нарушения внутренней секреции поджелудочной железы, Гастроэзофагеальный рефлюкс с эзофагитом, Гастроэзофагеальный рефлюкс без эзофагита, Язва желудка, Язва двенадцатиперстной кишки",Эзомепразол,Not value,Эманера,KRKA d.d./ КРКА,Словения,Капсулы для приема внутрь,Капсулы,Рецептурный,Не выше 25 С,Эзомепразол,20мг,Противоязвенные средства
907_2022-12-28,Метеоспазмил капсулы №60,940.0,670.0,940.0,1,1,meteospazmil_kapsuly_60,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Запор, Диспепсия, Функциональная диарея, Другие и неуточненные боли в области живота, Метеоризм и родственные состояния","Альверин, Симетикон",Not value,Метеоспазмил,Mayoly Spindler/ Майоли Спиндлер,Франция,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Альверин+Симетикон,60мг+300мг,Средства при метеоризме
908_2022-12-28,Алесорб Энтеросорбент Гель Апельсин пакет 10г №18,230.0,230.0,328.0,1,1,alesorb_enterosorbent_gel_apelsin_paket_10g_18,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,,"Диоксид кремния, Янтарная к-та",Not value,Алесорб,"ООО ""Фармацевтическая Фабрика"" Пенза",Россия,Гель для приема внутрь,Гель,Без рецепта,Не выше 25 С,Янтарная к-та+Диоксид кремния,Отсутствует,Not value
909_2022-12-28,Синбиотик Премиум капсулы  №10,378.0,338.0,378.0,1,1,sinbiotik_premium_kapsuly_10,23.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,"Бифидобактерии бифидум, Лактобактерии ацидофильные","Пробиотики и Пребиотики, Профилактика простуды и гриппа, бифиформ, баксет, Максилак, Хилак форте",Синбиотик Премиум,"ООО ""ВТФ""",Россия,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Лактобактерии ацидофильные+Бифидобактерии бифидум,109КОЕ+109КОЕ,Регуляторы кишечной микрофлоры
910_2022-12-28,Урсодез капсулы 500мг №30,774.0,608.0,774.0,0,1,ursodez_kapsuly_500mg_30,32.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Хронический вирусный гепатит B без дельта-агента, Хронический вирусный гепатит C, Кистозный фиброз, Алкогольная болезнь печени, Хронический гепатит, не классифицированный в других рубриках",Урсодезоксихолевая кислота,Лекарства для печени,Урсодез,"ЗАО ""Северная Звезда""",Россия,Капсулы для приема внутрь,Капсулы,Рецептурный,Не выше 25 С,Урсодезоксихолевая кислота,500мг,Гепатопротекторы
911_2022-12-28,Омепразол капсулы 20мг №28,145.0,123.0,145.0,0,1,omeprazol_kapsuly_20mg_28,10.0,5.0,1,0,1,zheludochnokishechnye,2022-12-28,"Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Анальгезирующие, жаропонижающие и противовоспалительные средства, Патологическая секреция гастрина",Омепразол,Not value,Омепразол,"ЗАО ФП ""Оболенское""",Россия,Капсулы для приема внутрь,Капсулы,Рецептурный,Не выше 25 С,Омепразол,20мг,Противоязвенные средства
912_2022-12-28,Омепразол капсулы 20мг №30,164.0,128.0,164.0,0,1,omeprazol_kapsuly_20mg_30,0.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Другие уточненные нарушения внутренней секреции поджелудочной железы, Гастроэзофагеальный рефлюкс с эзофагитом, Гастроэзофагеальный рефлюкс без эзофагита, Язва желудка, Язва двенадцатиперстной кишки",Омепразол,Not value,Омепразол,"ООО ""Велфарм""",Россия,Капсулы для приема внутрь,Капсулы,Рецептурный,Не выше 25 С,Омепразол,20мг,Not value
913_2022-12-28,Лоперамид Велфарм капсулы 2мг №10,38.0,35.0,38.0,1,1,loperamid_kapsuly_2mg_10,0.0,0.0,1,0,0,zheludochnokishechnye,2022-12-28,"Диарея и гастроэнтерит предположительно инфекционного происхождения, Функциональная диарея, Дисфункция после колостомии и энтеростомии",Лоперамид,Not value,Лоперамид,"ООО ""Велфарм""",Россия,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Лоперамид,2мг,Not value
914_2022-12-28,Алмагель А суспензия для приема внутрь флакон 170мл,438.0,264.0,438.0,1,1,almagel_a_suspenziya_fl_170ml,11.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Изжога, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Гастрит и дуоденит","Алгелдрат, Бензокаин, Магния гидроксид",Лекарства от изжоги,Алмагель,Actavis Group/Актавис,Болгария,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид+Бензокаин,43.6мг/мл+70мг/мл+21.8мг/мл,Средства при изжоге (Антациды)
915_2022-12-28,Ферментозим 10 000 таблетки №30,164.0,144.0,164.0,1,1,fermentozim_10_000_tabletki_30,7.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,Панкреатин,"Домашняя аптечка, Аптечка путешественника, Новогодняя аптечка, мезим, панкреатин, ферменты январь",Ферментозим,"ООО ""Квадрат С""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Панкреатин,10000ЕД,Ферментные средства
916_2022-12-28,Тримедат таблетки 200мг №30,841.0,516.0,841.0,1,1,trimedat_tabletki_200mg_30,22.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Запор, Изжога, Тошнота и рвота, Синдром раздраженного кишечника, Гастроэзофагеальный рефлюкс",Тримебутин,"Новогодняя аптечка, Болит живот",Тримедат,Valenta/ Валента Фармацевтика,Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Тримебутин,200мг,Миотропные спазмолитики
917_2022-12-28,Ферместал комплекс ферментов с желчью таблетки №20,158.0,128.0,158.0,1,1,fermestal_kompleks_fermentov_s_zhelchyu_tabletki_20,7.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,"Гемицеллюлоза, Желчи экстракт, Панкреатин","Домашняя аптечка, Аптечка путешественника, Новогодняя аптечка, мезим, Фестал, Энзистал, панкреатин, ферменты январь",Ферместал,"ООО ""Квадрат С""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Панкреатин+Желчи экстракт+Гемицеллюлоза,Отсутствует,Ферментные средства
918_2022-12-28,Уголь активированный таб. 250мг №20,47.0,34.0,47.0,1,1,ugol_aktivirovannyj_tab_250mg_20,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,,Уголь активированный,Not value,Уголь активированный,"ОАО ""Уралбиофарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Уголь активированный,250мг,Энтеросорбенты
919_2022-12-28,Алмагель суспензия флакон 170мл,377.0,225.0,377.0,1,1,almagel_suspenziya_fl_170ml,9.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Изжога, Гастроэзофагеальный рефлюкс с эзофагитом, Гастроэзофагеальный рефлюкс без эзофагита, Язва желудка, Язва двенадцатиперстной кишки","Алгелдрат, Магния гидроксид",Лекарства от изжоги,Алмагель,Actavis Group/Актавис,Болгария,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид,43.6мг/мл+70мг/мл,Средства при изжоге (Антациды)
920_2022-12-28,Расторопши пятнистой шрот пакет 100г,68.0,58.0,68.0,1,1,rastoropshi_pyatnistoj_shrot_paket_100g,2.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,Расторопши пятнистой экстракт (Силимарин),Лекарства для печени,Расторопша шрот,"ООО ""Натуральные масла""",Россия,Плоды порошок,Плоды порошок,Без рецепта,Не выше 25 С,Расторопши пятнистой экстракт (Силимарин),Отсутствует,Гепатопротекторы
921_2022-12-28,Хофит детокс раствор для приема внутрь флакон 150мл,378.0,268.0,378.0,1,1,hofit_detoks_rastvor_flakon_150ml,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,,Артишока экстракт,Хофитол,Хофит,"ООО ""Мирролла""",Россия,Раствор для приема внутрь,Растворы,Без рецепта,Не выше 25 С,Артишока экстракт,20г,Not value
922_2022-12-28,Метилурацил суппозитории ректальные 500мг №10,83.0,64.0,83.0,0,1,metiluracil_suppozitorii_rektalnye_500mg_10,3.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Язвенный колит, Трещина и свищ области заднего прохода и прямой кишки, Другие уточненные болезни кишечника",Диоксометилтетрагидропиримидин,Средства от геморроя,Метилурацил,"ОАО ""Дальхимфарм""",Россия,Суппозитории ректальные,Суппозитории,Рецептурный,Не выше 15 C,Диоксометилтетрагидропиримидин,500мг,Противогеморроидальные средства
923_2022-12-28,Сорбипол порошок банка 25г,228.0,178.0,228.0,1,1,sorbipol_poroshok_banka_25g,14.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,"Диоксид кремния, Янтарная к-та","полисорб, Энтеросорбенты, домашняя аптечка",Сорбипол,"ООО ""Фармакор Продакшн""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Янтарная к-та+Диоксид кремния,0.6г+24.4г,Энтеросорбенты
924_2022-12-28,Метронидазол таблетки 500мг №20,120.0,96.0,120.0,0,1,metronidazol_tabletki_500mg_20,5.0,0.0,1,0,1,zheludochnokishechnye,2022-12-28,"Остеомиелит, Трихомониаз, Энтероколит, вызванный Clostridium difficile, Амебиаз, Острая амебная дизентерия",Метронидазол,Not value,Метронидазол,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Метронидазол,500мг,Противопротозойные средства
925_2022-12-28,Апсорбин порошок банка 50г,378.0,328.0,378.0,1,1,apsorbin_poroshok_banka_50g,16.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,Диоксид кремния,"полисорб, домашняя аптечка",Апсорбин,"ООО ""Алмаксфарм""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Диоксид кремния,Отсутствует,Not value
926_2022-12-28,Тримедат таблетки 100мг №10,513.0,296.0,513.0,1,1,trimedat_tabletki_100mg_10,13.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Изжога, Тошнота и рвота, Синдром раздраженного кишечника, Гастроэзофагеальный рефлюкс, Диспепсия",Тримебутин,Болит живот,Тримедат,Valenta/ Валента Фармацевтика,Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Тримебутин,100мг,Миотропные спазмолитики
927_2022-12-28,Энтеродез порошок для приема внутрь 5г,137.0,109.0,137.0,1,1,enterodez_poroshok_dlya_priema_vnutr_5g,8.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Хроническая почечная недостаточность, Хроническая печеночная недостаточность",Повидон,Not value,Энтеродез,"ООО ""Южфарм""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 30 С,Повидон,5г,Энтеросорбенты
928_2022-12-28,Гастал таблетки для рассасывания №12,281.0,163.0,281.0,1,1,gastal_tabletki_dlya_rassasyvaniya_12,7.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Эзофагит, Изжога, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки","Гидроталцит, Магния гидроксид",Лекарства от изжоги,Гастал,Teva Pharm. Industries/ Тева Фарм. Предприятие,Хорватия,Таблетки для рассасывания,Таблетки,Без рецепта,Не выше 25 С,Гидроталцит+Магния гидроксид,450мг+300мг,Средства при изжоге (Антациды)
929_2022-12-28,Энзистал таблетки №20,219.0,127.0,219.0,1,1,enzistal_tabletki_20,9.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Холецистит, Кистозный фиброз, Гастрит и дуоденит, Диспепсия, Функциональная диарея","Гемицеллюлоза, Желчи экстракт, Панкреатин","Домашняя аптечка, Аптечка путешественника, Новогодняя аптечка, Энзистал",Энзистал,Torrent Pharmaceuticals Ltd./ Торрент,Индия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Панкреатин+Желчи экстракт+Гемицеллюлоза,192мг+25мг+50мг,Ферментные средства
930_2022-12-28,Необутин таблетки 200мг №30,648.0,470.0,648.0,1,1,neobutin_tabletki_200mg_30,24.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Запор, Тошнота и рвота, Синдром раздраженного кишечника, Гастроэзофагеальный рефлюкс, Диспепсия",Тримебутин,"Новогодняя аптечка, Болит живот",Необутин,"ЗАО ФП ""Оболенское""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Тримебутин,200мг,Миотропные спазмолитики
931_2022-12-28,Комплекс альгината натрия и тысячелистника таблетки №20,218.0,158.0,218.0,1,1,kompleks_alginata_natriya_i_tysyachelistnika_tabletki_20,15.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,Изжога,"Кальция карбонат, Натрия альгинат, Тысячелистника эк-т, Магния оксид",Лекарства от изжоги,Комплекс альгината натрия и тысячелистника,"ООО ""ВТФ""",Россия,Таблетки жевательные,Таблетки,Без рецепта,Не выше 25 С,Кальция карбонат+Натрия альгинат+Тысячелистника эк-т+Магния оксид,300мг+120мг+250мг+250мг,Средства при изжоге (Антациды)
932_2022-12-28,Разо таблетки 20мг №30,603.0,363.0,603.0,0,1,razo_tabletki_20mg_30,19.0,5.0,1,0,1,zheludochnokishechnye,2022-12-28,"Эзофагит, Изжога, Другие уточненные нарушения внутренней секреции поджелудочной железы, Гастроэзофагеальный рефлюкс, Гастроэзофагеальный рефлюкс с эзофагитом",Рабепразол,Not value,Разо,Dr. Reddys Lab./ Доктор Реддис Лаб.,Индия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Рабепразол,20мг,Противоязвенные средства
933_2022-12-28,Алмагель А суспензия саше 10мл №10,431.0,260.0,431.0,1,1,almagel_a_suspenziya_sashe_10ml_10,19.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Изжога, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Гастрит и дуоденит","Алгелдрат, Бензокаин, Магния гидроксид",Лекарства от изжоги,Алмагель,Balkanpharma Troyan AD/Балканфарма-Троян АД,Болгария,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид+Бензокаин,43.6мг/мл+70мг/мл+21.8мг/мл,Средства при изжоге (Антациды)
934_2022-12-28,Релиф Адванс суппозитории ректальные №10,795.0,475.0,795.0,1,1,relif_advans_suppozitorii_rektalnye_10,0.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Трещина и свищ области заднего прохода и прямой кишки, Подготовительные процедуры для последующего лечения, не классифицированные в других рубриках, Другие уточненные послехирургические состояния, Геморрой и перианальный венозный тромбоз",Бензокаин,Not value,Релиф,Instituto De Angeli/Институт де Ангели,Италия,Суппозитории ректальные,Суппозитории,Без рецепта,Не выше 25 С,Бензокаин,206мг,Not value
935_2022-12-28,Прокто-гливенол суппозитории ректальные №10,375.0,375.0,475.0,1,1,proktoglivenol_suppozitorii_rektalnye_400mg_10,19.0,4.67,1,1,0,zheludochnokishechnye,2022-12-28,"Геморрой, Геморрой и перианальный венозный тромбоз","Лидокаин, Трибенозид","Средства от геморроя, свечи от геморроя, от геморроя, свечи от гемороя",Прокто-гливенол,Делфарм Унинж САС,Франция,Суппозитории ректальные,Суппозитории,Без рецепта,Не выше 30 С,Лидокаин+Трибенозид,40мг+400мг,Противогеморроидальные средства
936_2022-12-28,Лакто-Сорбикум таблетки №50,298.0,258.0,298.0,1,1,laktosorbikum_tabletki_50,19.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,,"Лактулоза, Лигнин гидролизный","полисорб, Энтеросорбенты, домашняя аптечка",Лакто-Сорбикум,"ООО ""Восток""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Лигнин гидролизный+Лактулоза,365г+180г,Энтеросорбенты
937_2022-12-28,Бифидумбактерин порошок 5 доз флакон №10,113.0,107.0,113.0,0,1,bifidumbakterin_poroshok_5_doz_flakon_10,2.0,5.0,1,0,0,zheludochnokishechnye,2022-12-28,"Запор, Кишечные инфекции, Тошнота и рвота, Другие сальмонеллезные инфекции, Шигеллез",Бифидобактерии бифидум,"Пробиотики и Пребиотики, Профилактика простуды и гриппа",Бифидумбактерин,"ЗАО ""Витафарма""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,2-8 С,Бифидобактерии бифидум,107КОЕ,Регуляторы кишечной микрофлоры
938_2022-12-28,Бак-Сет Форте капсулы №20,658.0,412.0,658.0,1,1,bakset_forte_kapsuly_20,24.0,5.0,1,1,0,zheludochnokishechnye,2022-12-28,"Запор, Тошнота и рвота, Другие бактериальные пищевые отравления, Диарея и гастроэнтерит предположительно инфекционного происхождения, Диспепсия","Бифидобактерии бифидум, Лактобактерии ацидофильные","Сегодня покупают, Пробиотики и Пребиотики, Профилактика простуды и гриппа",Бак-Сет,Pharmamed/West Coast Lab/ Фармамед,Великобритания,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Лактобактерии ацидофильные+Бифидобактерии бифидум,109КОЕ,Регуляторы кишечной микрофлоры
939_2022-12-28,Фуразолидон таблетки 50мг №20,89.0,65.0,89.0,1,1,furazolidon_tabletki_50mg_20,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Другие сальмонеллезные инфекции, Шигеллез, Другие бактериальные кишечные инфекции, Другие бактериальные пищевые отравления, Жиардиаз лямблиоз",Фуразолидон,Not value,Фуразолидон,"ООО ""Южфарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Фуразолидон,50мг,Уроантисептики
940_2022-12-28,Гастал таблетки для рассасывания №30,471.0,284.0,471.0,1,1,gastal_tabletki_dlya_rassasyvaniya_30,0.0,0.0,1,1,0,zheludochnokishechnye,2022-12-28,"Эзофагит, Изжога, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки","Гидроталцит, Магния гидроксид",Лекарства от изжоги,Гастал,Teva Pharm. Industries/ Тева Фарм. Предприятие,Хорватия,Таблетки для рассасывания,Таблетки,Без рецепта,Не выше 25 С,Гидроталцит+Магния гидроксид,450мг+300мг,Средства при изжоге (Антациды)
