name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
Лазолван таблетки 30мг №20,2023-05-07,163.0,150.0,163.0
Флуимуцил таблетки шипучие 600мг №20,2023-05-07,509.0,380.0,509.0
Пертуссин сироп флакон пэт 100мл Флора Кавказа,2023-05-07,27.0,18.0,27.0
Солодки корня сироп пэт 100г,2023-05-07,22.0,14.0,22.0
Бромгексин таблетки 8мг №28,2023-05-07,139.0,95.0,139.0
Ацетилцистеин гранулы для приготовления раствора для приема внутрь пакеты 600мг №10,2023-05-07,157.0,143.0,157.0
Ацетилцистеин гранулы для приготовления раствора для приема внутрь 200мг №20,2023-05-07,108.0,99.0,108.0
Гриппферон капли 10тыс.МЕ/мл флакон 10мл,2023-05-07,303.0,210.0,303.0
Полидекса спрей назальный флакон 15мл,2023-05-07,849.0,526.0,849.0
Триазавирин капсулы 250мг №20,2023-05-07,1557.0,1124.0,1557.0
Генферон лайт спрей назальный 50тыс.МЕ 100доз,2023-05-07,653.0,405.0,653.0
Флуимуцил таблетки шипучие 600мг №10,2023-05-07,151.0,113.0,151.0
Бронхипрет сироп флакон 50мл,2023-05-07,361.0,228.0,361.0
Бронхипрет сироп флакон 100мл,2023-05-07,586.0,425.0,586.0
Бронхипрет таблетки №20,2023-05-07,478.0,316.0,478.0
"Дыши свободно  (Гармония дыхания) Карандаш для ингаляций 1,3г",2023-05-07,0,0,0
Бронхолипт комплекс натуральных эфирных масел флакон 10мл,2023-05-07,0,0,0
Барсукор барсучий жир капсулы №100,2023-05-07,366.0,254.0,366.0
Дуоколд порошок для приготовления раствора для приема внутрь Клюква День №3/Ночь №1,2023-05-07,0,0,0
Дуоколд порошок для приготовления раствора для приема внутрь Лимон День №3/Ночь №1,2023-05-07,259.0,216.0,259.0
Осельтамивир Акрихин капсулы 75мг №10,2023-05-07,901.0,732.0,901.0
Антигриппин порошок для приготовления раствора для приема внутрь Ромашка пакеты №10,2023-05-07,0,0,0
Мукалтин таблетки №20,2023-05-07,0,0,0
Аквалор Актив Форте Мини спрей назальный флакон 50мл,2023-05-07,0,0,0
Горячее питье со вкусом Апельсина саше с 3-х лет 5г №10,2023-05-07,0,0,0
Аквалор Экстра форте Алоэ и ромашка спрей назальный флакон 150мл,2023-05-07,684.0,510.0,684.0
Нафтизин капли назальные 0.1% флакон 15мл,2023-05-07,0,0,0
Антигриппин-анви капсулы №20,2023-05-07,215.0,154.0,215.0
Панавир Инлайт Набор для горла и иммунитета спрей для полости рта 40мл + таблетки №20,2023-05-07,0,0,0
Антигриппин таблетки шипучие Апельсин №10,2023-05-07,0,0,0
Анвимакс капсулы №20,2023-05-07,379.0,271.0,379.0
Римантадин Кидс сироп 2мг/мл флакон 200мл,2023-05-07,423.0,352.0,423.0
Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон/Мед пакетики №10,2023-05-07,656.0,471.0,656.0
Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл,2023-05-07,655.0,488.0,655.0
АнвиМакс таблетки шипучие Малина №10,2023-05-07,0,0,0
Флогардин таблетки 60мг №10,2023-05-07,398.0,398.0,500.0
Ингасалин  раствор для ингаляций 3% ампулы 5мл №10,2023-05-07,1440.0,1200.0,1440.0
Аква марис Стронг Горло спрей флакон 30мл,2023-05-07,0,0,0
Ринза таблетки №10,2023-05-07,251.0,146.0,251.0
Нафтизин капли назальные 0.1% флакон 20мл,2023-05-07,0,0,0
Осельтамивир Авексима капсулы 75мг №10,2023-05-07,772.0,603.0,772.0
Эдомари капсулы 300мг №20,2023-05-07,0,0,0
Комплекс экстрактов Шалфея и Эвкалипта таблетки №20,2023-05-07,0,0,0
Иммунотайм Манго капсулы 250мг №30,2023-05-07,0,0,0
"Тизин классик спрей назальный 0,1% флакон 10мл",2023-05-07,117.0,78.0,117.0
Ацетилцистеин Нак Лонг 600мг с витамином С таблетки шипучие №10,2023-05-07,0,0,0
Бромгексин для приема внутрь 4мг/5мл флакон 100мл,2023-05-07,232.0,193.0,232.0
Лазолван сироп 30мг/5мл флакон 100мл,2023-05-07,0,0,0
Таблетки от кашля/Термопсол таблетки №50,2023-05-07,0,0,0
Маример спрей назальный флакон 100мл,2023-05-07,0,0,0
Стопгрипан порошок для приготовления раствора для приема внутрь Лимон пакетки №10,2023-05-07,0,0,0
Доктор Мом пастилки Апельсин №20,2023-05-07,220.0,152.0,220.0
Эйфа АЦ гранулы 600мг пакеты №10,2023-05-07,0,0,0
Амброксол таблетки 30мг №20,2023-05-07,33.0,30.0,33.0
Тонзилгон Н капли для приема внутрь флакон 100мл,2023-05-07,601.0,431.0,601.0
Алмагель А суспензия для приема внутрь флакон 170мл,2023-05-07,447.0,273.0,447.0
Тримедат таблетки 200мг №30,2023-05-07,886.0,541.0,886.0
Релиф мазь ректальная 28.4г,2023-05-07,726.0,461.0,726.0
Итоприд таблетки 50мг №40,2023-05-07,514.0,428.0,514.0
Метронидазол таблетки 250мг №20,2023-05-07,37.0,35.0,37.0
Метеоспазмил капсулы №30,2023-05-07,755.0,600.0,755.0
Холензим таблетки №50,2023-05-07,369.0,288.0,369.0
Фестал таблетки №100,2023-05-07,1106.0,702.0,1106.0
Мотилак таблетки 10мг №30,2023-05-07,354.0,354.0,442.0
Энтерофурил капсулы 100мг №30,2023-05-07,490.0,351.0,490.0
Хайрабезол таблетки 20мг №30,2023-05-07,976.0,737.0,976.0
Метронидазол Реневал таблетки 250мг №24,2023-05-07,106.0,94.0,106.0
"Релиф Адванс мазь ректальная 28,4г",2023-05-07,811.0,544.0,811.0
Ацидин-пепсин таблетки 250мг №50,2023-05-07,184.0,147.0,184.0
Алмагель суспензия флакон 170мл,2023-05-07,398.0,224.0,398.0
Креон капсулы 25000 ЕД №20 Россия,2023-05-07,679.0,562.0,679.0
Холосас сироп флакон 300г (215мл),2023-05-07,211.0,148.0,211.0
Линекс Форте капсулы №28,2023-05-07,1146.0,728.0,1146.0
Линекс Форте капсулы №14,2023-05-07,794.0,504.0,794.0
Иберогаст капли флакон 100мл,2023-05-07,1229.0,1012.0,1229.0
Гастал таблетки для рассасывания №30,2023-05-07,492.0,304.0,492.0
Креон капсулы 25000 ЕД №50 Россия,2023-05-07,1539.0,1281.0,1539.0
Метронидазол таблетки 250мг №40,2023-05-07,146.0,123.0,146.0
Метрогил раствор для инфузий 5мг/мл флакон 100мл,2023-05-07,24.0,19.0,24.0
Смекта порошок для приготовления суспензии для приема внутрь Апельсин 3г пакетики №20,2023-05-07,183.0,142.0,183.0
Прокто-гливенол суппозитории ректальные №10,2023-05-07,947.0,484.0,947.0
Фосфалюгель гель для приема внутрь 16 г пакетики №20,2023-05-07,644.0,409.0,644.0
Мотилиум таблетки 10мг №30,2023-05-07,1344.0,867.0,1344.0
Эссенциале форте Н капсулы 300мг №180,2023-05-07,3271.0,2261.0,3271.0
Смекта порошок для приготовления суспензии для приема внутрь Клубника 3г пакетики №30,2023-05-07,283.0,220.0,283.0
Тримедат Форте таблетки 300мг №20,2023-05-07,1038.0,593.0,1038.0
Полисорб МП порошок для суспензии банка 25г,2023-05-07,360.0,231.0,360.0
Бак-Сет Бэби порошок 1г саше №10,2023-05-07,707.0,524.0,707.0
Хофитол таблетки №60,2023-05-07,611.0,373.0,611.0
Тримедат Форте таблетки 300мг №60,2023-05-07,2149.0,1524.0,2149.0
Линекс Форте капсулы №7,2023-05-07,485.0,296.0,485.0
Полисорб МП порошок банка 50г,2023-05-07,644.0,462.0,644.0
Панкреатин таблетки 25 ЕД №60,2023-05-07,79.0,63.0,79.0
Дюспаталин капс. 200мг №60,2023-05-07,1281.0,1001.0,1281.0
Холикрон таблетки 200мг №90,2023-05-07,1097.0,600.0,1097.0
Гепатромбин Г мазь ректальная 20г,2023-05-07,576.0,352.0,576.0
Полыни настойка флакон 25мл,2023-05-07,100.0,75.0,100.0
Ганатон таблетки 50мг №10,2023-05-07,519.0,362.0,519.0
Колофорт таблетки для рассасывания №100,2023-05-07,696.0,504.0,696.0
Бифидобактерии бифидум-СМ порошок 1г саше №30,2023-05-07,363.0,302.0,363.0
Анузол суппозитории ректальные №10,2023-05-07,139.0,94.0,139.0
Алмагель Нео суспензия флакон 170мл,2023-05-07,430.0,280.0,430.0
Зостерин ультра 60% порошок 500мг №10,2023-05-07,519.0,354.0,519.0
Тримедат таблетки 100мг №10,2023-05-07,516.0,309.0,516.0
Анестезол суппозитории ректальные №10,2023-05-07,166.0,112.0,166.0
Гастал таблетки для рассасывания №60,2023-05-07,722.0,459.0,722.0
Бускопан таблетки 10мг №20,2023-05-07,692.0,492.0,692.0
Гепатромбин Г суппозитории ректальные №10,2023-05-07,578.0,354.0,578.0
Хайрабезол таблетки 20мг №15,2023-05-07,655.0,488.0,655.0
Слабилен таблетки 5мг №20,2023-05-07,339.0,193.0,339.0
Бифидобактерии бифидум-СМ порошок 1г саше №10,2023-05-07,128.0,102.0,128.0
Зостерин ультра 30% порошок 1г №10,2023-05-07,532.0,361.0,532.0
Натальсид суппозитории ректальные №10,2023-05-07,604.0,376.0,604.0
Постеризан форте мазь ректальная 25г,2023-05-07,768.0,548.0,768.0
Слабилен капли флакон 15мл,2023-05-07,366.0,246.0,366.0
Хофитол раствор для приема внутрь флакон 120мл,2023-05-07,651.0,400.0,651.0
Бифидумбактерин порошок 5 доз флакон №10,2023-05-07,117.0,111.0,117.0
Тримедат порошок для приготовления суспензии флакон 250мл,2023-05-07,966.0,605.0,966.0
Постеризан мазь ректальная 25г,2023-05-07,730.0,490.0,730.0
Энтеродез порошок для приема внутрь 5г,2023-05-07,137.0,109.0,137.0
Микролакс микроклизма 5мл №4,2023-05-07,534.0,408.0,534.0
Ренни таблетки жевательные Апельсин №48,2023-05-07,871.0,553.0,871.0
Везикар таблетки 10мг №30,2023-05-07,1241.0,1012.0,1241.0
Календула суппозитории ректальные №10,2023-05-07,168.0,134.0,168.0
Хофитол таблетки №180,2023-05-07,1323.0,914.0,1323.0
Красавки экстракт суппозитории ректальные №10,2023-05-07,87.0,57.0,87.0
Гевискон Двойное действие суспензия мята флакон 150мл,2023-05-07,374.0,309.0,374.0
Везикар таблетки 5мг №30,2023-05-07,982.0,748.0,982.0
Гептор таблетки 400мг №20,2023-05-07,1381.0,1151.0,1381.0
Бифидумбактерин таблетки 5 доз №30,2023-05-07,275.0,261.0,275.0
Постеризан форте суппозитории ректальные №10,2023-05-07,641.0,398.0,641.0
Гевискон таблетки жевательные Мята №12,2023-05-07,234.0,170.0,234.0
Платифиллин раствор для инъекций 0.2% ампулы 1мл №10,2023-05-07,70.0,59.0,70.0
Пробиолог СРК капсулы №15,2023-05-07,739.0,564.0,739.0
Постеризан суппозитории ректальные №10,2023-05-07,620.0,380.0,620.0
Гевискон Двойное действие таблетки жевательные Мята №24,2023-05-07,456.0,326.0,456.0
Фитомуцил Норм порошок для приготовления раствора для приема внурь 5г саше №30,2023-05-07,883.0,589.0,883.0
Эссенциале форте Н капсулы 300мг №90,2023-05-07,1884.0,1302.0,1884.0
Метеоспазмил капсулы №60,2023-05-07,1184.0,857.0,1184.0
Нео - анузол суппозитории ректальные №10,2023-05-07,80.0,59.0,80.0
Гевискон форте для беременных суспензия для приема внутрь 10мл саше №12,2023-05-07,625.0,382.0,625.0
Гептор таблетки 400мг №40,2023-05-07,2643.0,1893.0,2643.0
Гевискон Двойное действие суспензия для приема внутрь 10мл пакет Мята №12,2023-05-07,407.0,309.0,407.0
Бускопан суппозитории ректальные 10мг №10,2023-05-07,647.0,468.0,647.0
Уголь активированный таблетки 250мг №20,2023-05-07,44.0,31.0,44.0
Эссенциале форте Н капсулы 300мг №30,2023-05-07,832.0,528.0,832.0
Дюспаталин таблетки 135мг №15,2023-05-07,218.0,171.0,218.0
Микролакс микроклизма для детей 5мл №4,2023-05-07,603.0,461.0,603.0
Ренни таблетки жевательные Мятные без сахара №12,2023-05-07,287.0,224.0,287.0
Гепазолон суппозитории ректальные №10,2023-05-07,431.0,359.0,431.0
Ренни таблетки жевательные Мятные без сахара №24,2023-05-07,587.0,359.0,587.0
Ренни таблетки жевательные Апельсин №12,2023-05-07,394.0,232.0,394.0
Масло облепиховое флакон 50мл,2023-05-07,330.0,221.0,330.0
Экспортал порошок для приготовления раствора для приема внутрь 10г пак. №20,2023-05-07,778.0,500.0,778.0
Ренни таблетки жевательные Ментол №12,2023-05-07,354.0,211.0,354.0
Дуоколд порошок для приготовления раствора для приема внутрь Лимон День №3/Ночь №1,2023-05-07,259.0,216.0,259.0
Дротаверин таблетки 40мг №50,2023-05-07,93.0,85.0,93.0
Антигриппин порошок для приготовления раствора для приема внутрь Ромашка пакеты №10,2023-05-07,0,0,0
Випросал В мазь 50г,2023-05-07,451.0,317.0,451.0
Дибазол таблетки 20мг №10,2023-05-07,0,0,0
Камфорный спирт раствор 10% флакон 40мл,2023-05-07,0,0,0
Тенолиоф лиофилизат для приготовления раствора для инъекций 20мг флакон №1 + растворитель,2023-05-07,0,0,0
"Мелоксикам ДС раствор 10мг/мл ампулы 1,5мл №3",2023-05-07,230.0,168.0,230.0
Капсикам мазь 50г,2023-05-07,570.0,401.0,570.0
"Новокаин раствор для инъекций 0,5% ампулы 5мл №10",2023-05-07,0,0,0
Кеторолак раствор 30мг ампулы 1мл №10,2023-05-07,86.0,70.0,86.0
Горячее питье со вкусом Апельсина саше с 3-х лет 5г №10,2023-05-07,0,0,0
Тексаред лиофилизат для приготовления раствора для инъекций 20мг флакон №1 + растворитель,2023-05-07,0,0,0
Андипал таблетки №10,2023-05-07,74.0,52.0,74.0
Бом-Бенге мазь 25г,2023-05-07,43.0,32.0,43.0
Анальгин Реневал таблетки 500мг №10,2023-05-07,77.0,53.0,77.0
Антигриппин-анви капсулы №20,2023-05-07,215.0,154.0,215.0
"Кетопрофен гель 2,5% 30г",2023-05-07,0,0,0
Финалгон крем 35г,2023-05-07,0,0,0
Бикситор таблетки 60мг №30,2023-05-07,0,0,0
Скипидарная мазь 25г,2023-05-07,0,0,0
Бикситор таблетки 90мг №30,2023-05-07,0,0,0
"Спазгель гель 2,5% 30г",2023-05-07,0,0,0
Антигриппин таблетки шипучие Апельсин №10,2023-05-07,0,0,0
Эффералган таблетки шипучие 500мг №16,2023-05-07,237.0,161.0,237.0
Нимесулид Вертекс гель 1% 50г,2023-05-07,0,0,0
Анвимакс капсулы №20,2023-05-07,379.0,271.0,379.0
Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон/Мед пакетики №10,2023-05-07,656.0,471.0,656.0
Диацереин капс. 50мг №30,2023-05-07,0,0,0
АнвиМакс таблетки шипучие Малина №10,2023-05-07,0,0,0
Бикситор таблетки 120мг №10,2023-05-07,0,0,0
Индометацин мазь 10% 30г,2023-05-07,0,0,0
Ринза таблетки №10,2023-05-07,251.0,146.0,251.0
Мелоксикам таблетки 15мг №20,2023-05-07,266.0,180.0,266.0
Нурофен экспресс гель 5% 50г,2023-05-07,159.0,148.0,159.0
Лидокаина гидрохлорид раствор 2% ампулы 2мл №10,2023-05-07,0,0,0
Индометацин мазь 10% 40г,2023-05-07,123.0,82.0,123.0
Иммунотайм Манго капсулы 250мг №30,2023-05-07,0,0,0
"Новокаин раствор для инъекций 0,5% ампулы 10 мл №10",2023-05-07,0,0,0
Стопгрипан порошок для приготовления раствора для приема внутрь Лимон пакетки №10,2023-05-07,0,0,0
Скипар Эмульсия скипидарная белая 200мл,2023-05-07,0,0,0
Ибупрофен таблетки 200мг №50,2023-05-07,58.0,48.0,58.0
Эторелекс таблетки 30мг №28,2023-05-07,0,0,0
Нимесулид гранулы 100мг пакет №10,2023-05-07,0,0,0
Ибупрофен таблетки 200мг №20,2023-05-07,100.0,81.0,100.0
Нимулид таблетки 100мг №30,2023-05-07,0,0,0
Артрокер капсулы 50мг №30,2023-05-07,0,0,0
Нимулид суспензия для приема внутрь 10мг/мл флакон 60мл,2023-05-07,468.0,322.0,468.0
Нимулид таблетки лингвальные 100мг №20,2023-05-07,0,0,0
Симкоксиб капсулы 200мг №30,2023-05-07,0,0,0
Бруфика Плюс суспензия флакон 100мл,2023-05-07,482.0,346.0,482.0
Вибуркол суппозитории ректальные №12,2023-05-07,655.0,500.0,655.0
Нурофен суспензия для приема внутрь Апельсин флакон 200мл,2023-05-07,0,0,0
Спазган раствор 5мл ампулы №5,2023-05-07,210.0,143.0,210.0
Нурофен суспензия для приема внутрь Апельсин флакон 150мл,2023-05-07,0,0,0
Анальгин р-р 50% амп. 2мл №10,2023-05-07,88.0,59.0,88.0
Оки суппозитории ректальные 160мг №10,2023-05-07,0,0,0
Нурофен суспензия для приема внутрь Клубника флакон 200мл,2023-05-07,0,0,0
Лидокаина гидрохлорид раствор для инъекций 20мг/мл ампулы 2мл №10,2023-05-07,148.0,126.0,148.0
Нурофен суспензия для приема внутрь Клубника флакон 150мл,2023-05-07,0,0,0
"Парацетамол суспензия для приема внутрь 2,4% Апельсин флакон 200мл",2023-05-07,151.0,123.0,151.0
"Новокаин раствор для инъекций 0,5% ампулы 5мл №10",2023-05-07,148.0,114.0,148.0
Ибупрофен суспензия для приема внутрь 100мг/5мл флакон 150мл,2023-05-07,0,0,0
Андипал таблетки №20,2023-05-07,96.0,72.0,96.0
Анальгин таблетки 500мг №20,2023-05-07,98.0,72.0,98.0
Дибазол раствор для инъекций 1% ампулы 5мл №10,2023-05-07,0,0,0
Лидокаина гидрохлорид раствор для инъекций 100 мг/мл ампулы 2мл №10 Биосинтез,2023-05-07,0,0,0
Випросал В мазь 30г,2023-05-07,295.0,200.0,295.0
Андипал таблетки №10,2023-05-07,41.0,29.0,41.0
Лидокаина гидрохлорид раствор для инъекций 20мг/мл ампулы 2мл №10,2023-05-07,0,0,0
Но-шпа таблетки 40мг №24,2023-05-07,132.0,104.0,132.0
Лорнолиоф лиофилизат для приготовления раствора для инъекций 8мг флакон №5 +,2023-05-07,0,0,0
Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Египет,2023-05-07,0,0,0
Капсикам мазь 30г,2023-05-07,423.0,297.0,423.0
Цитрамон П таблетки №20,2023-05-07,78.0,59.0,78.0
Золотая звезда бальзам 4г,2023-05-07,183.0,133.0,183.0
"Мовалис раствор15мг/мл ампулы 1,5мл №3",2023-05-07,993.0,725.0,993.0
Ацетилсалициловая кислота Реневал таблетки 500мг №20,2023-05-07,0,0,0
Мелоксикам раствор 10мг/мл ампулы 1.5мл №5,2023-05-07,144.0,98.0,144.0
Траумель С мазь 50г,2023-05-07,827.0,513.0,827.0
Цитрамон П таблетки №10,2023-05-07,27.0,18.0,27.0
Випросал В мазь 75г,2023-05-07,634.0,446.0,634.0
Парацетамол Реневал таблетки 500мг №20 ПФК Обновление,2023-05-07,0,0,0
Парацетамол таблетки 500мг №10,2023-05-07,0,0,0
Камфорный спирт раствор 10% флакон 40мл,2023-05-07,33.0,22.0,33.0
Вольтарен эмульгель гель 2% 100г откид. крыш.,2023-05-07,0,0,0
Цитрамон П Реневал таблетки №20,2023-05-07,137.0,92.0,137.0
Перца стручкового настойка флакон 25мл,2023-05-07,0,0,0
Ацетилсалициловая кислота таблетки 500мг №20,2023-05-07,29.0,25.0,29.0
Кофицил-плюс таблетки №20,2023-05-07,60.0,39.0,60.0
Ацетилсалициловая кислота Реневал таблетки 500мг №20,2023-05-07,0,0,0
Камфорный спирт раствор 2% флакон 40мл,2023-05-07,33.0,23.0,33.0
Анальгин таблетки 500мг №10,2023-05-07,51.0,33.0,51.0
Гепаридекс гель 50г,2023-05-07,0,0,0
Парацетамол таблетки 200мг №10 Ирбитский ХФЗ,2023-05-07,0,0,0
Тофф плюс капсулы №10,2023-05-07,283.0,196.0,283.0
Парацетамол таблетки 500мг №20,2023-05-07,26.0,24.0,26.0
Терафлю Макс порошок для приготовления раствора для приема внутрь №8,2023-05-07,0,0,0
Парацетамол таблетки 200мг №10,2023-05-07,0,0,0
Упсарин Упса таблетки шипучие 500мг №16,2023-05-07,324.0,220.0,324.0
Метопролол таблетки 50мг №60 Пранафарм,2023-05-07,118.0,96.0,118.0
Амлодипин таблетки 5мг №30,2023-05-07,85.0,78.0,85.0
Эналаприл таблетки 10мг №20,2023-05-07,91.0,83.0,91.0
Метопролол таблетки 50мг №30,2023-05-07,51.0,31.0,51.0
"Тенорокс таблетки 50мг+12,5мг №28",2023-05-07,147.0,112.0,147.0
Калчек таблетки 5мг №30,2023-05-07,180.0,136.0,180.0
Дилтиазем таблетки 90мг №30,2023-05-07,199.0,126.0,199.0
Бисопролол таблетки 5мг №50 Биоком,2023-05-07,112.0,106.0,112.0
Эналаприл таблетки 5мг №60,2023-05-07,113.0,100.0,113.0
Анаприлин таблетки 10мг №100,2023-05-07,42.0,39.0,42.0
Периндоприл таблетки 8мг №30,2023-05-07,230.0,157.0,230.0
"Ко - Дальнева таблетки 10мг+2,5мг+8мг №90",2023-05-07,2052.0,1418.0,2052.0
Лориста НД таблетки 100мг+25мг №90,2023-05-07,1383.0,956.0,1383.0
Метопролол таблетки 100мг №30,2023-05-07,85.0,81.0,85.0
Периндоприл Тева таблетки 10мг №30,2023-05-07,298.0,222.0,298.0
Валз Комби таблетки 5мг+80мг №28,2023-05-07,557.0,444.0,557.0
"Лориста Н таблетки 100мг+12,5мг №30",2023-05-07,577.0,406.0,577.0
Метопролол таблетки 50мг №60,2023-05-07,169.0,155.0,169.0
Лизиноприл таблетки 5мг №30,2023-05-07,74.0,63.0,74.0
"Телпрес плюс таблетки 80мг+12,5мг №28",2023-05-07,695.0,441.0,695.0
Вамлосет таблетки 5мг+160мг №90,2023-05-07,1204.0,764.0,1204.0
Амлодипин - Периндоприл таблетки 10мг+5мг №30,2023-05-07,598.0,398.0,598.0
Лерканидипин таблетки 10мг №30,2023-05-07,378.0,315.0,378.0
Валз Комби таблетки 5мг+160мг №28,2023-05-07,604.0,497.0,604.0
Амлодипин таблетки 5мг №60,2023-05-07,109.0,80.0,109.0
Анаприлин таблетки 40мг №112,2023-05-07,123.0,99.0,123.0
Вамлосет таблетки 10мг+160мг №30,2023-05-07,642.0,358.0,642.0
Небиволол таблетки 5мг №28,2023-05-07,564.0,459.0,564.0
Занидип рекордати таблетки 20мг №28,2023-05-07,756.0,490.0,756.0
Телмиста АМ таблетки 10мг+80мг №28,2023-05-07,606.0,410.0,606.0
Занидип рекордати таблетки 10мг №28,2023-05-07,452.0,318.0,452.0
Метопролол таблетки 100мг №50,2023-05-07,161.0,103.0,161.0
Периндоприл Тева таблетки 5мг №30,2023-05-07,292.0,216.0,292.0
"Лозартан таблетки 12,5мг №30",2023-05-07,53.0,44.0,53.0
Эскорди Кор таблетки 5мг №30,2023-05-07,971.0,690.0,971.0
Индапамид+Периндоприл таблетки 0.625мг+2.5мг №30,2023-05-07,530.0,358.0,530.0
Амлодипин таблетки 10мг №60,2023-05-07,149.0,91.0,149.0
"Ко - Дальнева таблетки 5мг+1,25мг+4мг №90",2023-05-07,1687.0,1166.0,1687.0
Амлодипин таблетки 10мг №30,2023-05-07,88.0,74.0,88.0
Бисопролол таблетки 5мг №50,2023-05-07,243.0,176.0,243.0
Эналаприл таблетки 5мг №20,2023-05-07,46.0,42.0,46.0
Эналаприл таблетки 20мг №50,2023-05-07,207.0,180.0,207.0
Лерканидипин таблетки 20мг №30,2023-05-07,512.0,420.0,512.0
Атенолол таблетки 50мг №30,2023-05-07,37.0,32.0,37.0
Эскорди Кор таблетки 2.5мг №30,2023-05-07,602.0,412.0,602.0
Телмиста АМ таблетки 5мг+40мг №28,2023-05-07,446.0,272.0,446.0
"Ко - Дальнева таблетки 10мг+2,5мг+8мг №30",2023-05-07,939.0,598.0,939.0
Верапамил таблетки 40мг №50,2023-05-07,44.0,40.0,44.0
Лориста НД таблетки 100мг+25мг №60,2023-05-07,1168.0,830.0,1168.0
Коринфар ретард таблетки 20мг №50,2023-05-07,151.0,108.0,151.0
"Ко - Дальнева таблетки 5мг+2,5мг+8мг №90",2023-05-07,1762.0,1218.0,1762.0
Дальнева таблетки 5мг+8мг №90,2023-05-07,1691.0,1168.0,1691.0
Валсартан таблетки 80мг №30,2023-05-07,203.0,169.0,203.0
"Телмиста Н таблетки 80мг+12,5мг №28",2023-05-07,633.0,427.0,633.0
Бисопролол таблетки 5мг №30,2023-05-07,95.0,73.0,95.0
Рамазид Н таблетки 5мг+25мг №100,2023-05-07,1271.0,922.0,1271.0
Амприлан НД таблетки 5мг+25мг №30,2023-05-07,650.0,542.0,650.0
Кальцигард ретард таблетки 20мг №100,2023-05-07,142.0,109.0,142.0
Каптоприл таблетки 50мг №40,2023-05-07,54.0,51.0,54.0
Лизиноприл таблетки 10мг №30,2023-05-07,96.0,74.0,96.0
"Эналаприл таблетки 2,5мг №20",2023-05-07,20.0,15.0,20.0
Атенолол таблетки 100мг №30,2023-05-07,30.0,28.0,30.0
"Ко - Дальнева таблетки 5мг+2,5мг+8мг №30",2023-05-07,927.0,588.0,927.0
Валсартан таблетки 160мг №30,2023-05-07,379.0,247.0,379.0
Дальнева таблетки 10мг+8мг №90,2023-05-07,1759.0,1257.0,1759.0
Лортенза таблетки 10мг+100мг №90,2023-05-07,1305.0,1087.0,1305.0
Лизиноприл таблетки 10мг №20,2023-05-07,77.0,59.0,77.0
Дальнева таблетки 5мг+4мг №30,2023-05-07,649.0,403.0,649.0
Лизиноприл таблетки 20мг №20,2023-05-07,99.0,71.0,99.0
Анаприлин таблетки 40мг №50,2023-05-07,61.0,54.0,61.0
Калчек таблетки 10мг №30,2023-05-07,201.0,141.0,201.0
Валз Комби таблетки 10мг+160мг №28,2023-05-07,582.0,364.0,582.0
Бипрол таблетки 5мг №30,2023-05-07,126.0,94.0,126.0
Лизиноприл таблетки 20мг №30,2023-05-07,132.0,92.0,132.0
Метопролол таблетки 50мг №30 Акрихин ХФК,2023-05-07,87.0,67.0,87.0
Валз таблетки 80мг №28,2023-05-07,379.0,223.0,379.0
Метопролол таблетки 50мг №60,2023-05-07,125.0,111.0,125.0
Амлодипин Кардио таблетки 10мг №30,2023-05-07,162.0,140.0,162.0
Атенолол таблетки 100мг №30,2023-05-07,48.0,41.0,48.0
Капозид таблетки 50мг+25мг №28,2023-05-07,682.0,423.0,682.0
"Ко-Эксфорж таблетки 10мг+160мг+12,5мг №28",2023-05-07,3343.0,2313.0,3343.0
Лизиноприл таблетки 20мг №20,2023-05-07,188.0,148.0,188.0
Телсартан таблетки 80мг №30,2023-05-07,441.0,292.0,441.0
Диован таблетки 160мг №28,2023-05-07,2546.0,1775.0,2546.0
Эксфорж таблетки 5мг+160мг №28,2023-05-07,2576.0,1949.0,2576.0
Ко-ренитек таблетки 20мг+12.5мг №28,2023-05-07,656.0,501.0,656.0
Коронал таблетки 10мг №30,2023-05-07,199.0,142.0,199.0
Амлодивел таблетки 10мг №30,2023-05-07,174.0,152.0,174.0
Бисопролол таблетки 10мг №30,2023-05-07,186.0,161.0,186.0
Фозинап таблетки 20мг №28,2023-05-07,374.0,247.0,374.0
Кордиамин капли для приема внутрь фл. 30мл,2023-05-07,107.0,85.0,107.0
Эринит таблетки 0.01г №50,2023-05-07,96.0,70.0,96.0
Бравадин таблетки 5мг №28,2023-05-07,514.0,344.0,514.0
"Нитроспрей спрей 0,4мг/доза 200 доз флакон 10мл",2023-05-07,140.0,114.0,140.0
Сотагексал таблетки 80мг №20,2023-05-07,89.0,71.0,89.0
Сотагексал таблетки 80мг №20,2023-05-07,89.0,61.0,89.0
Сотагексал таблетки 160мг №20,2023-05-07,147.0,115.0,147.0
Троксевазин гель 2% 100г,2023-05-07,749.0,454.0,749.0
Троксевазин Нео гель 2% 40г,2023-05-07,580.0,354.0,580.0
Лошадиная сила Тонизирующий гель для вен с каштаном и пиявками 500мл,2023-05-07,672.0,672.0,1119.0
