count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
33_2023-05-07,Периндоприл Тева таблетки 5мг №30,2023-05-07,"['Инфаркт мозга', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Периндоприл'],"['Перинева', 'Престариум']",['Периндоприл'],['Teva Pharmaceutical Works Private/Тева Фармасьютикал Воркс Прайвэт Лимитед Компани'],['Венгрия'],['Таблетки'],['Рецептурный'],['Обычный'],['Периндоприл'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_2023-05-07,"Лозартан таблетки 12,5мг №30",2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],"['Блоктран', 'Вазотенз', 'Козаар', 'Лозап', 'Лозарел', 'Лориста', 'Презартан']",['Лозартан'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_2023-05-07,Эскорди Кор таблетки 5мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],['Левамлодипин'],[],['Эскорди Кор'],['Actavis Group/Актавис'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Левамлодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_2023-05-07,Индапамид+Периндоприл таблетки 0.625мг+2.5мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Периндоприл']","['Коперинева', 'Нолипрел']",['Индапамид+Периндоприл'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Венгрия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид+Периндоприл'],['0.625мг+2.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_2023-05-07,Амлодипин таблетки 10мг №60,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Норваск']",['Амлодипин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_2023-05-07,"Ко - Дальнева таблетки 5мг+1,25мг+4мг №90",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Периндоприл']",['Трипликсам'],['Ко-Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Периндоприл'],['5мг+1.25мг+4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2023-05-07,Амлодипин таблетки 10мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_2023-05-07,Бисопролол таблетки 5мг №50,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Бипрол', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бисопролол'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41_2023-05-07,Эналаприл таблетки 5мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['5мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_2023-05-07,Эналаприл таблетки 20мг №50,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['20мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_2023-05-07,Лерканидипин таблетки 20мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],['Лерканидипин'],[],['Лерканидипин'],"['АО ""Фармпроект""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лерканидипин'],['20мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44_2023-05-07,Атенолол таблетки 50мг №30,2023-05-07,"['Мигрень', 'Злокачественное новообразование мозгового слоя надпочечника', 'Доброкачественное новообразование надпочечника', 'Тиреотоксикоз [гипертиреоз]', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Атенолол'],[],['Атенолол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Атенолол'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_2023-05-07,Эскорди Кор таблетки 2.5мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],['Левамлодипин'],[],['Эскорди Кор'],['Actavis Group/Актавис'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Левамлодипин'],['2.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46_2023-05-07,Телмиста АМ таблетки 5мг+40мг №28,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Телмисартан']",[],['Телмиста'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Телмисартан'],['5мг+40мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47_2023-05-07,"Ко - Дальнева таблетки 10мг+2,5мг+8мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Периндоприл']",['Трипликсам'],['Ко-Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Периндоприл'],['10мг+2.5мг+8мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_2023-05-07,Верапамил таблетки 40мг №50,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом', 'Другие формы стенокардии', 'Кардиомиопатия']",['Верапамил'],['Изоптин'],['Верапамил'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Верапамил'],['40мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2023-05-07,Лориста НД таблетки 100мг+25мг №60,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Лозартан']",[],['Лориста НД'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан+Гидрохлоротиазид'],['100мг+25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50_2023-05-07,Коринфар ретард таблетки 20мг №50,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Стенокардия с документально подтвержденным спазмом', 'Другие формы стенокардии']",['Нифедипин'],[],['Коринфар'],"['PLIVA HRVATSKA, d.o.o. / Плива Хрватска д.о.о.']",['Хорватия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нифедипин'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51_2023-05-07,"Ко - Дальнева таблетки 5мг+2,5мг+8мг №90",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Периндоприл']",['Трипликсам'],['Ко-Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Периндоприл'],['5мг+2.5мг+8мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_2023-05-07,Дальнева таблетки 5мг+8мг №90,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Периндоприл'],['5мг+8мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53_2023-05-07,Валсартан таблетки 80мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Валсартан'],"['Валз', 'Вальсакор', 'Диован']",['Валсартан'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан'],['80мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54_2023-05-07,"Телмиста Н таблетки 80мг+12,5мг №28",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Телмисартан']",[],['Телмиста'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан+Гидрохлоротиазид'],['80мг+12.5мг'],['Средства повышающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55_2023-05-07,Бисопролол таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Бипрол', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бисопролол'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56_2023-05-07,Рамазид Н таблетки 5мг+25мг №100,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']","['Гидрохлоротиазид', 'Рамиприл']",[],['Рамазид Н'],['Actavis Group/Актавис'],['Мальта'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл+Гидрохлоротиазид'],['5мг+25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57_2023-05-07,Амприлан НД таблетки 5мг+25мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Рамиприл']",[],['Амприлан НД'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Рамиприл+Гидрохлоротиазид'],['5мг+25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58_2023-05-07,Кальцигард ретард таблетки 20мг №100,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Стенокардия с документально подтвержденным спазмом', 'Синдром Рейно']",['Нифедипин'],[],['Кальцигард'],['Torrent Pharmaceuticals Ltd./ Торрент'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Нифедипин'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59_2023-05-07,Каптоприл таблетки 50мг №40,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Каптоприл'],['Капотен'],['Каптоприл'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Каптоприл'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_2023-05-07,Лизиноприл таблетки 10мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61_2023-05-07,"Эналаприл таблетки 2,5мг №20",2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['2.5мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62_2023-05-07,Атенолол таблетки 100мг №30,2023-05-07,"['Мигрень', 'Злокачественное новообразование мозгового слоя надпочечника', 'Доброкачественное новообразование надпочечника', 'Тиреотоксикоз [гипертиреоз]', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Атенолол'],[],['Атенолол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Атенолол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63_2023-05-07,"Ко - Дальнева таблетки 5мг+2,5мг+8мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Индапамид', 'Периндоприл']",['Трипликсам'],['Ко-Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Индапамид+Периндоприл'],['5мг+2.5мг+8мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64_2023-05-07,Валсартан таблетки 160мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Валсартан'],"['Валз', 'Вальсакор', 'Диован']",['Валсартан'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан'],['160мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65_2023-05-07,Дальнева таблетки 10мг+8мг №90,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Периндоприл'],['10мг+8мг'],['Средства повышающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66_2023-05-07,Лортенза таблетки 10мг+100мг №90,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Вторичная гипертензия']","['Амлодипин', 'Лозартан']",[],['Лортенза'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Лозартан'],['10мг+100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67_2023-05-07,Лизиноприл таблетки 10мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68_2023-05-07,Дальнева таблетки 5мг+4мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']","['Амлодипин', 'Периндоприл']",[],['Дальнева'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Периндоприл'],['5мг+4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69_2023-05-07,Лизиноприл таблетки 20мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70_2023-05-07,Анаприлин таблетки 40мг №50,2023-05-07,"['Мигрень', 'Гемангиома любой локализации', 'Доброкачественное новообразование надпочечника', 'Тиреотоксикоз [гипертиреоз]', 'Дисфункция гипоталамуса, не классифицированная в других рубриках']",['Пропранолол'],[],['Анаприлин'],"['ПАО ""Биосинтез""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Пропранолол'],['40мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71_2023-05-07,Калчек таблетки 10мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],[],['Калчек'],['Ipca Lab. Ltd./ Ипка Лабораториз Лтд'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72_2023-05-07,Валз Комби таблетки 10мг+160мг №28,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Валз Комби'],['Balkanpharma Dupnitza/ Балканфарма Дупница'],['Болгария'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан'],['10мг+160мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73_2023-05-07,Бипрол таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бипрол'],['Hemofarm A.D./ Хемофарм'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74_2023-05-07,Лизиноприл таблетки 20мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75_2023-05-07,Метопролол таблетки 50мг №30 Акрихин ХФК,2023-05-07,"['Мигрень', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Наджелудочковая тахикардия']",['Метопролол'],"['Беталок', 'Вазокардин', 'Метокард', 'Эгилок']",['Метопролол'],"['АО ""Акрихин ХФК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76_2023-05-07,Валз таблетки 80мг №28,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Валсартан'],[],['Валз'],['Balkanpharma Dupnitza/ Балканфарма Дупница'],['Болгария'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Валсартан'],['80мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77_2023-05-07,Метопролол таблетки 50мг №60,2023-05-07,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],"['Беталок', 'Вазокардин', 'Метокард', 'Эгилок']",['Метопролол'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78_2023-05-07,Амлодипин Кардио таблетки 10мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79_2023-05-07,Атенолол таблетки 100мг №30,2023-05-07,"['Мигрень', 'Злокачественное новообразование мозгового слоя надпочечника', 'Доброкачественное новообразование надпочечника', 'Тиреотоксикоз [гипертиреоз]', 'Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние']",['Атенолол'],[],['Атенолол'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Атенолол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80_2023-05-07,Капозид таблетки 50мг+25мг №28,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Каптоприл']",[],['Капозид'],"['АО ""Акрихин ХФК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Каптоприл+Гидрохлоротиазид'],['50мг+25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81_2023-05-07,"Ко-Эксфорж таблетки 10мг+160мг+12,5мг №28",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан', 'Гидрохлоротиазид']",[],['Ко-эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан+Гидрохлоротиазид'],['10мг+160мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82_2023-05-07,Лизиноприл таблетки 20мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],['Hemofarm A.D./ Хемофарм'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83_2023-05-07,Телсартан таблетки 80мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],['Телмисартан'],"['Телзап', 'Телмиста', 'Телпрес']",['Телсартан'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан'],['80мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84_2023-05-07,Диован таблетки 160мг №28,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Валсартан'],[],['Диован'],['Novartis Pharma AG/ Новартис Фарма'],['Швеция'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Валсартан'],['160мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85_2023-05-07,Эксфорж таблетки 5мг+160мг №28,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Эксфорж'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Амлодипин+Валсартан'],['5мг+160мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
